Q No.,Question,Answer,option1,option2
303,पहले कछुए की गति ४०० सेमी/सेकंड और दूसरे कछुए की गति २ मी/सेकंड है। यदि दोनों समुद्र तट पर चलते रहें तो किस प्राणी को समुद्र तक पहुँचने में अधिक समय लगेगा?,Option 2,पहला कछुआ,दूसरा कछुआ
304,"जेड अपने दोस्त टाइलर के विरुद्ध एक रेस जीतने की कोशिश कर रहा है। जेड ८८ किलो का है, और टाइलर २३० किलो का है। दौड़ के समय, कौन जल्दी गति बढ़ाएगा?",Option 1,जेड,टाइलर
305,"डग अपनी साइकिल पर अपने घर से दोस्त के घर की यात्रा करता है और वह एक घंटे में ७ मील पार करता है, और जब वह वही दूरी पैदल तय करता है, तो वह एक घंटे में २ मील पार करता है। डग जल्दी अपने दोस्त के घर कैसे पहुँचेगा?",Option 2,पैदल,साइकिल से
306,रेंजर और रसलर दोनों एक ही समय पर घर की ओर घोड़ों पर (जो एक ही गति से दौड़ रहे थे) सवार होकर चल रहे थे। रसलर ०२:०० बजे घर पहुँच जाता है जबकि रेंजर ०१:०० बजे पहुँचता है। किसने कम समय यात्रा की?,Option 1,रेंजर,रसलर
307,"एमिली ने छत पर एक केला फेंका और वह ५ सेमी फिसला, लेकिन जब उसने उसे स्लाइड पर फेंका, तो वह ११ सेमी फिसला। किसमें कम घर्षण था?",Option 2,छत,स्लाइड
308,"जेड अपने दोस्त टाइलर के विरुद्ध एक रेस जीतने की कोशिश कर रहा है। जेड ३४० किलो का है, और टाइलर ८० किलो का है। दौड़ के समय, कौन जल्दी गति बढ़ाएगा?",Option 2,जेड,टाइलर
309,"महेश और मूसा ठीक एक ही समय, यानी ०१:०० बजे बार से निकले और एक ही गति से गाड़ी चलाई। महेश कई घंटे गाड़ी चलाकर ०६:०० बजे रुका जबकि मूसा २२:०० बजे रुका। किसने सबसे अधिक दूरी तय की?",Option 1,मूसा,महेश
310,एक स्लेज एक ही गति से एक छत पर १३ मीटर और ठंडी ज़मीन पर ९ मीटर सरकी। इसका मतलब _____ अधिक खुरदरी है?,Option 2,छत,ठंडी ज़मीन
311,"जेड अपने दोस्त टाइलर के विरुद्ध एक रेस जीतने की कोशिश कर रहा है। जेड १३० किलो का है, और टाइलर ६० किलो का है। दौड़ के समय, कौन जल्दी गति बढ़ाएगा?",Option 2,जेड,टाइलर
312,एक कुत्ते को मोहल्ले में घूमना पसंद था। मंगलवार को कुत्ता १ घंटा ५३ मिनट के लिए सड़क पर निकला और बुधवार को कुत्ता सड़क पर निकला लेकिन ३३० मिनट बाद रुका। कुत्ता किस दिन सड़क पर अधिक दूर चला?,Option 2,मंगलवार को,बुधवार को
313,रेंजर और रसलर दोनों ऐसे घोड़ों पर सवार थे जो एक ही गति से दौड़ रहे थे। रसलर १८:०० बजे चलना शुरू करता है जबकि रेंजर २१:०० बजे चलना शुरू करता है। किसने अधिक दूर यात्रा की?,Option 2,रेंजर,रसलर
314,"यदि एक नाव की गति ७०० सेमी/सेकंड और एक पनडुब्बी की गति ४ सेमी/सेकंड हो, तो किस जलयान को एक ही यात्रा करने में अधिक समय लगेगा?",Option 2,नाव,पनडुब्बी
315,एक तैराक ५ मिनट में एक झील पार करता है और ३० सेकंड में गीली कीचड़ पार करता है। कौन-सी कम चिकनी है?,Option 1,झील,गीली कीचड़
316,एक ट्रेन शहर के ट्रैक पर ७४ मील प्रति घंटे और गाँव के ट्रैक पर ६६ मील प्रति घंटे की गति से चलती है। ट्रेन के पहिये किस ट्रैक पर अधिक गर्म होते हैं?,Option 2,शहर का ट्रैक,गाँव का ट्रैक
317,केविन ने न्यूयॉर्क से शिकागो के लिए ०९:०० बजे एक विमान लिया और एस्थर ने १७:०० बजे न्यूयॉर्क से लॉस एंजेलेस जाने वाला एक विमान लिया। दोनों एक ही प्रकार के विमान से यात्रा कर रहे हैं इसलिए उनकी यात्रा की गति एक ही है। दोनों एक ही समय पर अपने गंतव्य पर पहुँच गए। किसने अधिक यात्रा की?,Option 2,केविन,एस्थर
318,"टेरी अपनी साइकिल यात्रा पर ले जाता है, पहले घास के मैदान में से ३ मी/सेकंड की गति से, फिर पक्की सड़क पर १२० सेमी/सेकंड की गति से। पक्की सड़क थी?",Option 1,अधिक प्रतिरोधी,कम प्रतिरोधी
319,एक हाथ २०० सेंटीमीटर आकार के पानी के टैंक में से १२ सेकंड में गुज़र सकता है और वह हवा में से ७ सेकंड में २ मीटर जा सकता है। कम घर्षण कहाँ है?,Option 2,पानी,हवा
320,रेंजर और रसलर दोनों ऐसे घोड़ों पर सवार थे जो एक ही गति से दौड़ रहे थे। रसलर ०१:०० बजे चलना शुरू करता है जबकि रेंजर ०३:०० बजे चलना शुरू करता है। किसने अधिक यात्रा की?,Option 2,रेंजर,रसलर
321,मेरी की डोंगी खुले समुद्र में ४ मील की तुलना में खाड़ी में ईंधन खत्म होने से पहले १० मील की दूरी तय कर सकती है। इसका मतलब यह है कि _____ अधिक खुरदरा है?,Option 2,खाड़ी,खुला समुद्र
322,एक झींगुर एक सेकंड में १५ मीटर और एक मुर्गी एक सेकंड में ७८ मीटर पार कर सकती है। यदि दोनों एक ही यात्रा करें तो कौन बाद में पहुँचेगा?,Option 2,मुर्गी,झींगुर
323,"टेड पार्क में अपनी बाइक चला रहा था। जब वह सीमेंट के रास्ते पर था, तब वह १० मिनट में पार्क का चक्कर लगा सका और घास पर उसे २० मिनट लगे। घर्षण के कारण बाइक कब अधिक गर्म होती है?",Option 2,सीमेंट के रास्ते पर,घास पर
324,एक रोबोट २३ सेकंड में टाइलें और १ मिनट में प्लश कार्पेट साफ करता है क्योंकि टाइलों में कार्पेट की तुलना में?,Option 2,अधिक घर्षण है,कम घर्षण है
325,"टेरी अपनी साइकिल यात्रा पर ले जाता है, पहले घास के मैदान में से ५६० सेमी/सेकंड की गति से, फिर पक्की सड़क पर १२ मी/सेकंड की गति से। पक्की सड़क थी?",Option 2,कम प्रतिरोधी,कम प्रतिरोधी
326,मछली पानी में से ८ मीटर/सेकंड और जेली में से ५ मीटर/सेकंड की गति से गुज़रती है। कौन-सा अधिक चिकना है?,Option 2,जेली,पानी
327,एक रोबोट ०.५ घंटे में टाइलें और १४ मिनट में प्लश कार्पेट साफ करता है क्योंकि टाइलों में कार्पेट की तुलना में?,Option 1,अधिक घर्षण है,कम घर्षण है
328,एक शहर के फायर चीफ ने देखा कि उसका फायर इंजन भीड़ भरी सड़क पर १२ मील और खुली सड़क पर ७ मील प्रति घंटे की गति से जा सकता है। कौन-सी सड़क अधिक चिकनी है?,Option 1,भीड़ भरी सड़क,खुली सड़क
329,मैं एक गाड़ी में ६ मी/से की गति से और एक साइकिल पर २० मी/से की गति से यात्रा कर सकता हूँ। कौन-सा धीमा है?,Option 2,साइकिल,गाड़ी
330,मैं एक गाड़ी में ५६ मी/से की गति से और एक साइकिल पर १२ मी/से की गति से यात्रा कर सकता हूँ। कौन-सा धीमा है?,Option 1,साइकिल,गाड़ी
331,"यदि एक नाव की गति १२ मीटर/सेकंड और एक पनडुब्बी की गति ८७ मीटर/सेकंड हो, तो किस जलयान को एक ही यात्रा करने में अधिक समय लगेगा?",Option 1,नाव,पनडुब्बी
332,एक ट्रेन शहर के ट्रैक पर ६० किमी/घंटा और गाँव के ट्रैक पर ९० किमी/घंटा की गति से चलती है। घर्षण के कारण ट्रेन के पहिये किस ट्रैक पर अधिक गर्म होते हैं?,Option 1,शहर का ट्रैक,गाँव का ट्रैक
333,"केट सिनेमा में है और गलती से अपना कप फर्श पर गिरा देती है। कप कंक्रीट के फर्श पर ४ सेकंड में लुढ़कता है जो १३ मीटर लंबा है, लेकिन कार्पेट वाले फर्श से टकराने के बाद वह ७ सेकंड में ९ मीटर जाता है। कार्पेट के फर्श पर कप धीमा था क्योंकि कार्पेट के फर्श पर था?",Option 1,अधिक घर्षण,कम घर्षण
334,पहला चूहा और दूसरा चूहा दोनों हाईस्कूल से अस्पताल की ओर चलने निकलते हैं। पहला चूहा ११० सेमी/सेकंड की गति से चलता है और दूसरा चूहा ३ मी/सेकंड की गति से चलता है। अस्पताल पहुँचने में किसने अधिक समय लिया?,Option 1,पहला चूहा,दूसरा चूहा
335,"इयान और एवरी एक ही स्टेशन से ट्रेन पकड़ रहे हैं। इयान की ट्रेन लाल है, और चालीस मील दूर एक गंतव्य की ओर ९ किमी प्रति घंटे की गति से जा रही है। एवरी की ट्रेन हरी है और चालीस मील दूर एक गंतव्य की ओर २३ किमी प्रति घंटे की गति से जा रही है। किस ट्रेन की गति अधिक है?",Option 2,लाल,हरी
336,"यदि सारा और जेनी दोनों एक ही गति से दौड़ें, सारा ४८ मिनट दौड़ती है और जेनी सारा से ५६ मिनट अधिक दौड़ती है, तो किसने अधिक दूर यात्रा की?",Option 2,सारा,जेनी
337,बॉब ने यूएसपीएस के माध्यम से एक पैकेज और यूपीएस के माध्यम से एक पैकेज भेजा। जो पैकेज उसने यूपीएस के माध्यम से भेजा वह १४ दिनों में पहुँचा और यूएसपीएस के माध्यम से १० दिनों में पहुँचा। कौन-सी पार्सल सेवा धीमी थी?,Option 2,यूएसपीएस धीमी थी,यूपीएस धीमी थी
338,टैंक की अधिकतम गति ३२ मील प्रति घंटे और फाइटर जेट की अधिकतम गति २९० मील प्रति घंटे है। मान लीजिए दोनों को एक निश्चित दूरी पार करनी थी?,Option 1,टैंक को वह यात्रा करने में जेट से अधिक समय लगेगा,टैंक को वह यात्रा करने में जेट से कम समय लगेगा
339,"केट सिनेमा में है और गलती से अपना कप फर्श पर गिरा देती है। कप कंक्रीट के फर्श पर ४ सेकंड में लुढ़कता है जो ३ मीटर लंबा है, लेकिन कार्पेट वाले फर्श से टकराने के बाद वह ७ सेकंड में २ मीटर जाता है। कप कंक्रीट के फर्श पर तेज़ था क्योंकि कंक्रीट के फर्श पर था?",Option 2,अधिक घर्षण,कम घर्षण
340,जैस्पर अपने भांजे को पार्क ले जा रहा है। फिर उसकी भांजी की बारी है। उसकी भांजी उम्र में पाँच साल से अधिक बड़ी है और वज़न ३२ किलो है जबकि उसके भांजे का वज़न ४० पाउंड १३ औंस है। किस पर गुरुत्वाकर्षण खिंचाव अधिक है?,Option 1,भांजी पर,भांजे पर
341,मैं एक गाड़ी में २३ मी/से की गति से और एक साइकिल पर ४ मी/से की गति से यात्रा कर सकता हूँ। कौन-सा धीमा है?,Option 1,साइकिल,गाड़ी
342,एक खरगोश एक खेत में ३१ किमी/घंटा और एक कैक्टस के खेत में ४७ किमी/घंटा की गति से दौड़ सकता है। इसका मतलब खरगोश को अधिक बाधा कहाँ मिलती है?,Option 2,कैक्टस का खेत,खेत में
343,एक बॉलिंग बॉल का द्रव्यमान १९ पाउंड और एक बेसबॉल का वज़न ६ पाउंड है। किसमें अधिक शक्तिशाली गुरुत्वाकर्षण है?,Option 2,बेसबॉल,बॉलिंग बॉल
344,यदि एक स्केटर एक सड़क पर ६ मी/से और एक स्केट पार्क में ४ मी/से की गति से चलता है तो कौन-सा अधिक चिकना है?,Option 2,स्केट पार्क,सड़क
345,"एक पोर्शे ४ मील/घंटा की गति से दौड़ रही थी और एक टोयोटा १.५ मील/घंटा की गति से दौड़ रही थी, तो पोर्शे ने रेस में लिया?",Option 2,अधिक समय,कम समय
346,"एक मुर्गी ४ मीटर/सेकंड की गति से दौड़ सकती है और एक टर्की २ मीटर/सेकंड की गति से दौड़ सकता है। यदि दोनों अस्तबल से छप्पर की ओर दौड़ें, तो वहाँ कौन जल्दी पहुँचेगा?",Option 1,मुर्गी,टर्की
347,"बॉब स्ट्रीट लाइट से ७९२ सेमी दूर था। वह थोड़ा हट गया और अब वह १९ सेमी दूर है, उसने देखा कि स्ट्रीट लाइट पहले से अधिक _____ है?",Option 1,चमकदार,धुँधली
348,बिली और जिमी एक दिन दौड़कर घर जाने का निर्णय लेते हैं। जिमी को ४ घंटे और बिली को ९ घंटे लगते हैं घर पहुँचने में। इसलिए जिमी बिली से अधिक _____ है?,Option 2,धीमा,तेज़
349,"जैक्स फर्श पर टॉयलेट पेपर का एक रोल गिरा देता है। टॉयलेट पेपर कार्पेट पर लुढ़कता है और २३४ सेंटीमीटर बाद धीरे-धीरे रुक जाता है। बाद में जब वह टॉयलेट पेपर का वही रोल लकड़ी के फर्श पर गिराता है, तो टॉयलेट पेपर का रोल ९ मीटर लंबे कमरे से बाहर निकलता चला जाता है। टॉयलेट पेपर का रोल लकड़ी के फर्श पर अधिक दूरी तक गया क्योंकि उस पर था?",Option 2,अधिक घर्षण,कम घर्षण
350,माही का वज़न ६०० न्यूटन है जबकि उसके दोस्त मूसा का वज़न ८०० न्यूटन है। किसका द्रव्यमान कम होने की संभावना है?,Option 1,माही,मूसा
351,रजनी ने अपनी पेंसिल को अलग-अलग सतहों पर रगड़कर देखा कि कितनी ऊष्मा उत्पन्न होती है। उसने देखा कि मटर जैसे कंकड़ों पर पेंसिल रगड़ने पर ८१ जूल ऊष्मा और कार्पेट पर रगड़ने पर १३७ जूल ऊष्मा उत्पन्न होती है। पेंसिल कहाँ धीमी गति से चलेगी?,Option 1,कार्पेट,मटर जैसे कंकड़
352,"महेश के ट्रक की औसत गति १३ मील प्रति घंटा और उसकी कार की गति २९ मील प्रति घंटा है। यदि वह फ्रीवे पर एक घंटे तक दोनों गाड़ियाँ चलाए, तो कौन अधिक दूरी तय करेगी?",Option 2,ट्रक,कार
353,एक बाज़ को अपना भोजन पाने में ६००० नैनोसेकंड लगते हैं और एक स्लॉथ को १०० मिलीसेकंड लगते हैं। क्यों?,Option 2,बाज़ स्लॉथ से तेज़ है,बाज़ स्लॉथ से धीमा है
354,"दो कागज़ के विमान एक साथ हवा में फेंके जाते हैं। एक मोटे कार्डबोर्ड से बना है जिसका वज़न १८६ ग्राम है, एक विशेष कागज़ से बना है जिसका वज़न ४६७ ग्राम है। कौन-सा विमान तेज़ उड़ता है?",Option 1,कार्डबोर्ड,विशेष कागज़
355,घोड़ा डर्बी ट्रैक पर १२० सेमी/सेकंड की गति से और वन में ३.५ मीटर/सेकंड की गति से चलता है क्योंकि वन में है?,Option 2,अधिक बाधा,कम बाधा
356,एक स्टील की गेंद का द्रव्यमान १३ किग्रा और एक कंकड़ का द्रव्यमान ०.३ किग्रा है। किस वस्तु का गुरुत्वीय क्षेत्र अधिक शक्तिशाली है?,Option 1,इस्पात की गेंद,कंकड़
357,शेप और क्रिस एक ही सड़क पर गाड़ी चला रहे हैं और एक ही गति से जा रहे हैं। लेकिन शेप ने १७ मिनट यात्रा की है और क्रिस ने २५ मिनट यात्रा की है। फलस्वरूप?,Option 2,शेप ने क्रिस से अधिक यात्रा की है,शेप ने क्रिस से अधिक यात्रा नहीं की है
358,"महेश के ट्रक की औसत गति १३ मील प्रति घंटा और उसकी कार की गति २९ मील प्रति घंटा है। यदि वह फ्रीवे पर एक घंटे तक दोनों चलाए, तो कौन कम दूरी तय करेगी?",Option 1,ट्रक,कार
359,जेम्स अपनी स्लेज सूखी बर्फ पर ४० सेमी और गीली बर्फ पर १९ सेमी चला सकता है। इसका मतलब _____ अधिक खुरदरी है?,Option 1,गीली बर्फ,सूखी बर्फ
360,"पुराने पेड़ के तने की चौड़ाई ५.१ इंच है, और नए पेड़ के तने की मोटाई १० सेमी है, तो पुराना पेड़ तुलनात्मक रूप से था?",Option 1,मज़बूत पेड़,कमज़ोर पेड़
361,"एक वॉलीबॉल खिलाड़ी ने जिम के फर्श पर ३ मीटर की छलांग लगाई, लेकिन समुद्र किनारे रेत पर १.२ मीटर की छलांग लगाई। क्योंकि वह थी?",Option 1,अधिक प्रतिरोधी,कम प्रतिरोधी
362,"इयान और एवरी एक ही स्टेशन से ट्रेन पकड़ रहे हैं। इयान की ट्रेन लाल है, और चालीस मील दूर एक गंतव्य की ओर ३९ किमी प्रति घंटे की गति से जा रही है। एवरी की ट्रेन हरी है और चालीस मील दूर एक गंतव्य की ओर २३ किमी प्रति घंटे की गति से जा रही है। कौन-सी ट्रेन धीमी है?",Option 2,लाल,हरी
363,एक सिटी बस एक सड़क पर १२ किमी और एक गली में ८ किमी जा सकती है। कौन-सी अधिक खुरदरी है?,Option 2,सड़क,गली
364,पहला कछुआ एक सेकंड में ४०० सेमी और दूसरा कछुआ ५ सेकंड में २ मीटर यात्रा करता है। यदि दोनों समुद्र तट पर चलते रहें तो किसे समुद्र तक पहुँचने में अधिक समय लगेगा?,Option 2,पहला कछुआ,दूसरा कछुआ
365,"यदि सारा और जेनी दोनों एक ही गति से दौड़ें, सारा १ घंटा २० मिनट दौड़ती है और जेनी सारा से ३० मिनट कम दौड़ती है, तो कौन अधिक दूर दौड़ती है?",Option 1,सारा,जेनी
366,जया और मीना दोनों हाईवे पर एक ही गति से जा रही हैं। जया ०.६५ घंटे और मीना ३८.५० मिनट गाड़ी चलाती है। कौन अधिक दूर गाड़ी चलाती है?,Option 2,मीना,जया
367,टीना और मीना दोनों हाईवे पर एक ही गति से जा रही हैं। टीना ३०.६ मिनट और मीना २८.७६ मिनट गाड़ी चलाती है। कौन अधिक दूर गाड़ी चलाती है?,Option 1,टीना,मीना
368,"बॉब स्ट्रीट लाइट से २९० मीटर दूर था। वह थोड़ा हट गया और अब वह १२ मीटर दूर है, उसने देखा कि उसकी रोशनी और _____ हो गई है।",Option 1,चमकदार,धुँधली
369,टॉड सोमवार को अपनी गाड़ी में बैठता है और २४ घंटे गाड़ी चलाता है। वह मंगलवार को भी वही करता है लेकिन उस दिन १८ घंटे ५० मिनट बाद रुक जाता है। किस दिन वह कम दूर जाएगा?,Option 2,सोमवार,मंगलवार
370,एक गोल्फ बॉल का द्रव्यमान ७८ ग्राम और एक बेसबॉल का द्रव्यमान ०.१५९ किग्रा है। किसका तुलनात्मक रूप से कमज़ोर गुरुत्वीय क्षेत्र है?,Option 1,गोल्फ बॉल का,बेसबॉल का
371,एक गोल्फ बॉल का द्रव्यमान १५८ ग्राम और एक बेसबॉल का द्रव्यमान ०.१५९ किग्रा है। किसका तुलनात्मक रूप से अधिक गुरुत्वीय बल है?,Option 2,गोल्फ बॉल का,बेसबॉल का
372,रोज़ स्कीइंग कर रही है। वह एक कीचड़ भरी पहाड़ी से नीचे और फिर एक बर्फीली पहाड़ी से नीचे स्की करती है। रोज़ ने देखा कि वह २७ मिनट में बर्फीली पहाड़ी से और ३२ मिनट में कीचड़ भरी पहाड़ी से उतरी और दोनों पहाड़ियाँ लगभग एक ही आकार की हैं। उस पहाड़ी पर कीचड़ था इसलिए?,Option 1,अधिक घर्षण,कम घर्षण
373,एक शहर की बस एक सड़क पर १०.३ मील और एक गली में १.२ मील जा सकती है। कौन-सी अधिक खुरदरी है?,Option 2,सड़क,गली
374,"मीता और रीता दौड़ रही हैं। रीता थक जाती है और २५ मिनट जॉगिंग करने के बाद पार्क की बेंच पर आराम करती है। मीता पार्क में ३५ मिनट से दौड़ रही है, कौन अधिक दौड़ी?",Option 1,मीता,रीता
375,केविन ने न्यूयॉर्क से शिकागो के लिए ०८:०० बजे एक विमान लिया और एस्थर ने ०७:०० बजे न्यूयॉर्क से लॉस एंजेलेस जाने वाला एक विमान लिया। दोनों एक ही प्रकार के विमान से यात्रा कर रहे हैं इसलिए उनकी यात्रा की गति एक ही है। दोनों एक ही समय पर अपने गंतव्य पर पहुँच गए। किसने अधिक समय यात्रा की?,Option 2,केविन,एस्थर
376,दो चूहे हाईस्कूल से अस्पताल की ओर चलने निकलते हैं। पहला चूहा १४ मीटर/सेकंड की गति से चलता है और दूसरा चूहा ६ मी/सेकंड की गति से चलता है। अस्पताल पहुँचने में किसने अधिक समय लिया?,Option 2,पहला चूहा,दूसरा चूहा
377,जिम सर्वर से १०० किमी दूर रहता है। रजनी सर्वर से ९७०० मील दूर रहती है। दोनों की इंटरनेट स्पीड एक ही है। किसका पिंग अधिक होगा?,Option 2,जिम,रजनी
378,ब्यूटी क्वीन संगमरमर के फर्श पर १३ मीटर/सेकंड की गति से चल सकी लेकिन लकड़ी के फर्श पर ९ मीटर/सेकंड की गति से। क्योंकि वह था?,Option 1,अधिक प्रतिरोधी,कम प्रतिरोधी
379,मिट्टी के मैदान में लुढ़कता एक अगेट ५ मीटर/सेकंड की गति से चलता है और एक खाली गुफा में २३ मीटर/सेकंड की गति से चलता है। अगेट कहाँ अधिक दूरी तक लुढ़केगा?,Option 2,मिट्टी का मैदान,खाली गुफा
380,एक छोटे लड़के ने हॉलवे में अपनी दो रबर की गेंदें लुढ़काईं। लाल गेंद १०० सेकंड बाद रुकी। नीली गेंद ९१ सेकंड बाद रुकी। कौन-सी सबसे दूर जाती है?,Option 1,लाल गेंद,नीली गेंद
381,जिम सर्वर से ३७ मील दूर रहता है। रजनी सर्वर से ६८०० मील दूर रहती है। दोनों की इंटरनेट स्पीड एक ही है। किसका पिंग अधिक होगा?,Option 2,जिम,रजनी
382,टॉड सोमवार को अपनी गाड़ी में बैठता है और १२ घंटे गाड़ी चलाता है। वह मंगलवार को भी वही करता है लेकिन उस दिन ९ घंटे बाद रुक जाता है। किस दिन वह कम दूर जाएगा?,Option 2,सोमवार,मंगलवार
383,"जॉन और रीता दौड़ रहे हैं। रीता थक जाती है और ४५ मिनट जॉगिंग करने के बाद पार्क की बेंच पर आराम करती है। जॉन पार्क में ३८ मिनट से दौड़ रहा है, कौन अधिक दौड़ा?",Option 2,जॉन,रीता
384,टॉड सोमवार को अपनी गाड़ी में बैठता है और ४ घंटे गाड़ी चलाता है। वह मंगलवार को भी वही करता है लेकिन उस दिन ३ घंटे बाद रुक जाता है। किस दिन वह कम दूर जाएगा?,Option 2,सोमवार,मंगलवार
385,"जो एक बार में काम करता था। बार के एक तरफ काँच का काउंटर और दूसरी तरफ लकड़ी का काउंटर था। जब जो ने काँच के काउंटर पर एक गिलास सरकाया, तो उसने देखा कि वह लकड़ी के काउंटर पर ८.४ सेमी और काँच के काउंटर पर १.३ सेमी फिसला। कौन-सा अधिक चिकना है?",Option 1,काँच का काउंटर,लकड़ी का काउंटर
386,"तालाब में कछुए की तैरने की गति १२ मीटर/सेकंड है, जबकि समुद्र में २.८ मीटर/सेकंड, क्योंकि _____ अधिक चिकना है?",Option 1,तालाब,महासागर
387,एक भूरा चूहा और एक काला चूहा दोनों ५० फुट की सुरंग में से जितनी तेज़ी से हो सके दौड़ते हैं। काला चूहा ११ सेकंड में दूसरे छोर पर पहुँचता है और भूरा चूहा २५ सेकंड में। कौन-सा चूहा तुलनात्मक रूप से कम तेज़ दौड़ सकता है?,Option 1,भूरा चूहा,काला चूहा
388,खाली सीमेंट ट्रक का वज़न लगभग ७२५८ किलो है। बाद में ट्रक में ४२ किलो वज़न के १८ बैग सीमेंट रखे गए। जब वह सीमेंट के बैगों के बिना चल रहा था तब वह अधिक _____ चलता था?,Option 1,तेज़,धीमा
389,"दो विमान एक ही एयरफील्ड से उड़ान भरते हैं और ऊँचाई पर पहुँचकर एक ही वेग से उड़ते हैं। लाल विमान ५७ मिनट उड़कर पास के एक शहर में उतर जाता है, जबकि हरा विमान ३८ मिनट उड़ान में रहता है और उससे पहले के शहर में उतरता है। इसका मतलब क्या है?",Option 1,लाल विमान अधिक दूरी तक उड़ा,हरा विमान अधिक दूरी तक उड़ा
390,एक भूरी बिल्ली और एक काली बिल्ली दोनों ५० फुट की सुरंग में से जितनी तेज़ी से हो सके दौड़ती हैं। काली बिल्ली १८० मिनट में दूसरे छोर पर पहुँचती है और भूरी बिल्ली ६९ मिनट में। कौन-सी बिल्ली तुलनात्मक रूप से तेज़ नहीं दौड़ सकती?,Option 2,भूरी बिल्ली,काली बिल्ली
391,जिम ५ सेंटीमीटर मोटी केवलर वेस्ट पहनता है। जैक केवल १ सेंटीमीटर मोटी एक सूती शर्ट पहनता है। कौन-सा एक गोली रोक सकेगा?,Option 1,केवलर,सूती
392,"यदि एक कार और एक पिकअप दोनों ६० मील की गति से यात्रा करें, लेकिन कार २ घंटे बाद रुके जबकि पिकअप ६ घंटे बाद रुके, तो किसने कम दूरी तय की?",Option 1,कार,पिकअप
393,एफ-१६ का वज़न आमतौर पर २०००० पाउंड होता है और जंबो जेट का वज़न ७००००० पाउंड होता है। इसलिए एफ-१६ था?,Option 2,धीमी गति वाला,तेज़ गति वाला
394,महेश और मीरा पार्क के चारों ओर अपनी बाइक चलाने का निर्णय लेते हैं। वे एक ही रास्ते पर चलते हैं लेकिन महेश ४५ मी/सेकंड की गति से अपनी बाइक चलाता है और मीरा २३ मी/सेकंड की गति से बाइक चलाती है। दस मिनट बाद कौन कम दूरी तय करेगा?,Option 2,महेश,मीरा
395,"एक काउबॉय और एक हिप्पी दोनों सैन फ्रांसिस्को में चल रहे थे, और एक ही ऊँचाई के होने के कारण वे एक ही गति से चल रहे थे। लेकिन काउबॉय भोर में उठा और ५ बजे चलना शुरू किया जबकि हिप्पी ने दोपहर १ बजे चलना शुरू किया। अब शाम के ७ बजे हैं, यानी?",Option 2,काउबॉय ने कम दूरी तय की है,हिप्पी ने कम दूरी तय की है
396,"टेरी अपनी साइकिल यात्रा पर ले जाता है, पहले १ सेकंड में ७ मीटर घास के मैदान में से, फिर २ सेकंड में १२ मीटर की पक्की सड़क। पक्की सड़क थी?",Option 1,अधिक प्रतिरोधी,कम प्रतिरोधी
397,"मैमथ पानी के गड्ढे में से ३ किमी प्रति घंटे की गति से चला, लेकिन कठोर मिट्टी पर ९ किमी प्रति घंटे की गति से चला क्योंकि कठोर मिट्टी थी?",Option 1,कम प्रतिरोधी,अधिक प्रतिरोधी
398,एक बॉलिंग बॉल का द्रव्यमान २१ पाउंड और एक बेसबॉल का वज़न ९ पाउंड है। किसका गुरुत्वाकर्षण बल कमज़ोर है?,Option 1,बेसबॉल,बॉलिंग बॉल
399,"यदि एक कार और एक पिकअप दोनों ६० मील की गति से यात्रा करें, लेकिन कार ५ मिनट बाद रुके जबकि पिकअप ८ मिनट बाद रुके, तो किसने कम दूरी तय की?",Option 1,कार,पिकअप
400,एलियट एक गोदाम में काम कर रहा है। वह देखता है कि वह एक हैंडकार्ट को सीमेंट पर २४ मीटर/सेकंड और कार्पेट पर १७ मीटर/सेकंड की गति से धकेल सकता है। हैंडकार्ट कहाँ अधिक गर्मी उत्पन्न करेगा?,Option 1,कार्पेट,सीमेंट
