Q No.,Question,Answer
505,"एक मग के भीतर का आयतन १५०० घन सेंटीमीटर हो, तो २७० लीटर में कितने मग पानी होगा?",१८०
506,एक व्यापारी किसी एक दिन १८ कि.ग्रा. ३०० ग्राम चावल और ५ कि.ग्रा. ७५० ग्राम नमक बेचते हैं। इस हिसाब से महीने में वे कितने किलो चावल बेचते हैं?,५४९
507,एक व्यापारी किसी एक दिन १८ कि.ग्रा. ३०० ग्राम चावल और ५ कि.ग्रा. ७५० ग्राम नमक बेचते हैं। इस हिसाब से महीने में वे कितने किलो नमक बेचते हैं?,१७२.५०
508,"किसी परिवार में प्रतिदिन १.२५ लीटर दूध लगता है। प्रति लीटर दूध का दाम ५२ रुपये हो, तो उस परिवार में ३० दिनों में कितने रुपये का दूध लगेगा?",१९५०
509,"एक आयताकार बगीचे की लंबाई और चौड़ाई क्रमशः ६० मीटर, ४० मीटर है। इसके भीतर चारों ओर २ मीटर चौड़ा रास्ता है। रास्ते का क्षेत्रफल निकालें।",३८४
510,"एक कमरे की लंबाई, चौड़ाई की ३ गुनी है। ७.५० रुपये प्रति वर्ग मीटर की दर से कमरे के फर्श को कार्पेट से ढकने में कुल ११०२.५० रुपये खर्च होते हैं। कमरे की लंबाई निकालें।",२१
511,"एक कमरे की लंबाई, चौड़ाई की ३ गुनी है। ७.५० रुपये प्रति वर्ग मीटर की दर से कमरे के फर्श को कार्पेट से ढकने में कुल ११०२.५० रुपये खर्च होते हैं। कमरे की चौड़ाई निकालें।",७
512,अनन्या ने एक परीक्षा में अंग्रेजी और गणित में कुल १७६ अंक पाए हैं और अंग्रेजी से गणित में १० अंक ज्यादा पाए हैं। उसने अंग्रेजी में कितने अंक पाए हैं।,८३
513,अनन्या ने एक परीक्षा में अंग्रेजी और गणित में कुल १७६ अंक पाए हैं और अंग्रेजी से गणित में १० अंक ज्यादा पाए हैं। उसने गणित में कितने अंक पाए हैं।,९३
514,श्याम ने दुकान से कुछ कलम खरीदे। उनका १/२ हिस्सा अपनी बहन को और १/३ हिस्सा अपने भाई को दिया। उसके पास और ५ कलम बचे। श्याम ने कितने कलम खरीदे थे?,३०
515,एक बस २५ कि.मी. प्रति घंटे की रफ्तार से दिल्ली के कश्मीरी गेट से मेरठ पहुंची। फिर बस ३० कि.मी. प्रति घंटे की रफ्तार से मेरठ से कश्मीरी गेट लौट आई। आने-जाने में बस को कुल ५ १/२ घंटे लगे। कश्मीरी गेट से मेरठ की दूरी कितनी है?,७५
516,किस संख्या के दुगुने के साथ ५ जोड़ने पर योगफल २५ होगा?,१०
517,किस संख्या में से २७ घटाने पर अंतर -२१ होगा?,६
518,किस संख्या का एक-तिहाई ४ के बराबर होगा?,१२
519,किस संख्या में से ५ घटाने पर अंतर का ५ गुना २० के बराबर होगा?,९
520,किस संख्या के आधे में से उसका एक-तिहाई घटाने पर अंतर ६ होगा?,३६
521,तीन क्रमागत प्राकृतिक संख्याओं का योग ६३ हो। बड़ी संख्या निकालें।,२२
522,तीन क्रमागत प्राकृतिक संख्याओं का योग ६३ हो। छोटी संख्या निकालें।,२०
523,दो संख्याओं का योगफल ५५ है और बड़ी संख्या का ५ गुना छोटी संख्या के ६ गुने के बराबर है। बड़ी संख्या निकालें।,३०
524,दो संख्याओं का योगफल ५५ है और बड़ी संख्या का ५ गुना छोटी संख्या के ६ गुने के बराबर है। छोटी संख्या निकालें।,२५
525,"गीता, रीता और मीता के पास मिलाकर १८० रुपये हैं। रीता से गीता के पास ६ रुपये कम और मीता के पास १२ रुपये ज्यादा हैं। गीता के पास कितने रुपये हैं?",५२
526,"गीता, रीता और मीता के पास मिलाकर १८० रुपये हैं। रीता से गीता के पास ६ रुपये कम और मीता के पास १२ रुपये ज्यादा हैं। रीता के पास कितने रुपये हैं?",५८
527,"गीता, रीता और मीता के पास मिलाकर १८० रुपये हैं। रीता से गीता के पास ६ रुपये कम और मीता के पास १२ रुपये ज्यादा हैं। मीता के पास कितने रुपये हैं?",७०
528,"एक कॉपी और एक कलम का कुल दाम ७५ रुपये है। कॉपी का दाम ५ रुपये कम और कलम का दाम २ रुपये ज्यादा होता, तो कॉपी का दाम कलम के दाम का दुगुना होता। कॉपी का दाम कितना है?",५३
529,"एक कॉपी और एक कलम का कुल दाम ७५ रुपये है। कॉपी का दाम ५ रुपये कम और कलम का दाम २ रुपये ज्यादा होता, तो कॉपी का दाम कलम के दाम का दुगुना होता। कलम का दाम कितना है?",२२
530,"एक फल विक्रेता के कुल फलों का १/२ हिस्सा सेब, १/३ हिस्सा संतरे और ४० आम हैं। उनके पास कुल कितने फल हैं?",२४०
531,पिता की वर्तमान उम्र पुत्र की वर्तमान उम्र की ६ गुनी है। ५ साल बाद उनकी उम्रों का योग ४५ साल होगा। पिता की वर्तमान उम्र कितनी है?,३०
532,पिता की वर्तमान उम्र पुत्र की वर्तमान उम्र की ६ गुनी है। ५ साल बाद उनकी उम्रों का योग ४५ साल होगा। पुत्र की वर्तमान उम्र कितनी है?,५
533,"लता और शिखा की उम्र का अनुपात २:३ है। उन दोनों की उम्रों का योग ३० साल हो, तो लता की उम्र कितनी है?",१२
534,"लता और शिखा की उम्र का अनुपात २:३ है। उन दोनों की उम्रों का योग ३० साल हो, तो शिखा की उम्र कितनी है?",१८
535,एक क्रिकेट मैच में अमन और सुमन के कुल रनों की संख्या ५८ है। अमन के रनों की संख्या सुमन के रनों की संख्या के दुगुने से ५ रन कम है। उस मैच में अमन के रनों की संख्या कितनी है?,३७
536,एक ट्रेन ३० कि.मी. प्रति घंटे की रफ्तार से चलकर नई दिल्ली स्टेशन से गाजियाबाद स्टेशन पहुंची। २५ कि.मी. होती तो १० मिनट समय ज्यादा लगता। दोनों स्टेशनों के बीच की दूरी कितनी है?,२५
537,एक आयताकार जमीन की लंबाई चौड़ाई की तिगुनी है और जमीन की परिमिति ४० मीटर है। जमीन की लंबाई निकालें।,१५
538,एक आयताकार जमीन की लंबाई चौड़ाई की तिगुनी है और जमीन की परिमिति ४० मीटर है। जमीन की चौड़ाई निकालें।,५
539,एक दुकानदार प्रति गंडा (४ अंडे) अंडे २५ रुपये की दर से खरीदकर प्रति २ गंडा ५६ रुपये की दर से बेचे तो उन्हें प्रति सौ कितना लाभ होगा?,१२
540,एक बकरी ८% घाटे पर बेची गई। बकरी और ८०० रुपये ज्यादा दाम पर बेची जाती तो ८% लाभ होता। बकरी का क्रय मूल्य निकालें।,५०००
541,"रमेश बाबू ने बैंक में ५००० रुपये जमा किए और तय किया कि अगले ६ साल वे बैंक से रुपये नहीं निकालेंगे। बैंक का वार्षिक ब्याज १०% हो, तो ६ साल बाद उन्हें कितना ब्याज मिलेगा?",३०००
542,"रमेश बाबू ने बैंक में ५००० रुपये जमा किए और तय किया कि अगले ६ साल वे बैंक से रुपये नहीं निकालेंगे। बैंक का वार्षिक ब्याज १०% हो, तो ६ साल बाद ब्याज-मूलधन कितना होगा?",८०००
543,प्रति सौ ८ १/२ रुपये वार्षिक ब्याज पर कितने रुपयों का ६ साल का ब्याज २५५० रुपये होगा?,५०००
544,प्रति सौ कितने रुपये वार्षिक ब्याज पर ३००० रुपयों का ५ साल का ब्याज १५०० रुपये होगा?,१०
545,"कोई मूलधन ३ साल में ब्याज-मूलधन मिलाकर ५५०० रुपये होता है। ब्याज, मूलधन का ३/८ हिस्सा हो, तो मूलधन निकालें।",४०००
546,"कोई मूलधन ३ साल में ब्याज-मूलधन मिलाकर ५५०० रुपये होता है। ब्याज, मूलधन का ३/८ हिस्सा हो, तो प्रति सौ ब्याज की दर कितने रुपये है।",१२.५०
547,१२% वार्षिक ब्याज पर कितने सालों में १०००० रुपयों का ब्याज ४८०० रुपये होगा?,४
548,"एक वस्तु बेचकर थोक विक्रेता को २०% और खुदरा विक्रेता को २०% लाभ होता है। यदि वस्तु का खुदरा बिक्री मूल्य ५७६ रुपये हो, तो थोक विक्रेता का क्रय मूल्य कितना है?",४००
549,एक दुकानदार को कुछ दाल २३७५.०० रुपये में बेचने पर ५% घाटा हुआ। वह दाल कितने रुपये में बेचने पर उन्हें ६% लाभ होता?,२६५०
550,३० रुपये में १० की दर से और १५ की दर से बराबर संख्या में केले खरीदकर सारे केले ३० रुपये में १२ की दर से बेचने पर प्रति सौ कितना लाभ या घाटा होगा?,०
551,"वार्षिक ब्याज की दर प्रति सौ १०.५० रुपये हो, तो २००० रुपयों का ५ साल का ब्याज कितना होगा?",१०५०
552,"वार्षिक ब्याज प्रति सौ १० रुपये से घटकर ८ रुपये हो जाए, तो ३००० रुपयों का ३ साल का ब्याज कितना कम होगा?",१८०
553,प्रति सौ कितने रुपये वार्षिक ब्याज पर कोई मूलधन ८ साल में ब्याज-मूलधन मिलाकर १८८५० रुपये होगा?,९
554,"प्रति सौ वार्षिक ब्याज कितने रुपये हो, तो १३००० रुपये ५ साल में ब्याज-मूलधन मिलाकर दुगुने होंगे?",१२.५०
555,"६५०० रुपये जिस ब्याज दर पर ४ साल में ब्याज-मूलधन मिलाकर ८८४० रुपये होते हैं, उसी ब्याज दर पर कितने रुपये ४ साल में ब्याज-मूलधन मिलाकर १०२०० रुपये होंगे?",७५००
556,"राजेश बाबू कुछ रुपये बैंक में जमा रखकर ४ साल बाद ४७६० रुपये ब्याज पाते हैं। बैंक की वार्षिक ब्याज की दर ८.५० रुपये हो, तो उन्होंने बैंक में कितने रुपये जमा रखे थे?",१४०००
557,"प्रति सौ जिस वार्षिक दर से कोई मूलधन ६ साल में ब्याज-मूलधन मिलाकर दुगुना हो जाता है, उसी दर से कितने रुपये ४ साल में ब्याज-मूलधन मिलाकर २०५० रुपये होंगे?",१२३०
558,"प्रति सौ ६ रुपये वार्षिक ब्याज पर ५०० रुपयों का ४ साल का ब्याज जितना होता है, प्रति सौ ५ रुपये वार्षिक ब्याज पर कितने रुपयों का २ साल ६ महीने का ब्याज उतना होगा?",९६०
559,वार्षिक ब्याज ८% से बढ़कर १०% होने से तनुजा की आय ४ साल में १२८ रुपये बढ़ गई। उनका मूलधन कितना था?,१६००
560,कोई मूलधन ३ साल में ब्याज-मूलधन मिलाकर १५७८ रुपये और ५ साल में ब्याज-मूलधन मिलाकर १८३० रुपये होता है। मूलधन निकालें।,१२००
561,"कोई मूलधन ३ साल में ब्याज-मूलधन मिलाकर १५७८ रुपये और ५ साल में ब्याज-मूलधन मिलाकर १८३० रुपये होता है। प्रति सौ कितने रुपये ब्याज है, निकालें।",१०.५०
562,१०% वार्षिक ब्याज पर ३००० रुपये और ८% ब्याज पर २००० रुपये निवेश करने पर कुल मूलधन पर औसतन प्रति सौ कितने रुपये की दर से ब्याज मिलेगा?,९.२०
563,"राजीव कुमार ३ साल के लिए १०००० रुपये और ४ साल के लिए १५००० रुपये बैंक से कर्ज लेकर बैंक को कुल ९९०० रुपये ब्याज देते हैं। दोनों मामलों में ब्याज की दर बराबर हो, तो प्रति सौ कितने रुपये ब्याज है, निकालें।",११
564,"एक ही ब्याज दर पर कोई मूलधन ६ साल में ब्याज-मूलधन मिलाकर दुगुना हो, तो कितने सालों में वह ब्याज-मूलधन मिलाकर तिगुना होगा?",१२
565,"किसी निश्चित समय का ब्याज-मूलधन ५६०० रुपये है और ब्याज, मूलधन का २/५ हिस्सा है। ब्याज प्रति सौ ८ रुपये वार्षिक हो, तो समय निकालें।",५
566,"जगमोहन बाबू ने पेंशन के रुपये पाकर १० लाख रुपये के हर तीन महीने पर ब्याज आधारित ५ साल की अवधि वाले पेंशन बचत पत्र खरीदे। वार्षिक ब्याज १२% हो, तो उन्हें पहली किस्त में, यानी पहले ३ महीने बाद कितना ब्याज मिलेगा?",३००००
567,प्रति सौ ८ रुपये वार्षिक ब्याज पर ६२५०० रुपयों का ३ साल का चक्रवृद्धि मूलधन निकालें।,७८७३२
568,१०.५०% वार्षिक ब्याज पर ५००० रुपयों का २ साल का चक्रवृद्धि ब्याज निकालें।,११०५.१२
569,"एक फ्लैट मालिक कल्याण समिति ने वसूले गए सर्विस चार्ज से बचे २००००० रुपये बैंक में हर छह महीने पर चक्रवृद्धि ब्याज आधारित सावधि जमा में रखे। ब्याज की दर वार्षिक १२ रुपये हो, तो छह महीने बाद उस समिति के खाते में कितने रुपये ब्याज जमा होगा?",१२०००
570,"एक फ्लैट मालिक कल्याण समिति ने वसूले गए सर्विस चार्ज से बचे २००००० रुपये बैंक में हर छह महीने पर चक्रवृद्धि ब्याज आधारित सावधि जमा में रखे। ब्याज की दर वार्षिक १२ रुपये हो, तो एक साल बाद चक्रवृद्धि मूलधन कितना होगा?",२२४७२०
571,"किसी शहर की वर्तमान जनसंख्या ८० लाख है। उस शहर की जनसंख्या वृद्धि की दर प्रति हजार ३० हो, तो ३ साल बाद उस शहर की जनसंख्या कितनी होगी?",८७४१८१६
572,मनोरमा देवी ने अपनी पारिवारिक जरूरत के लिए ६% की दर से कुछ रुपये और ४% की दर से कुछ रुपये कर्ज लिए। उन्होंने कुल ५६००० रुपये कर्ज लिया और अंत में २८४० रुपये ब्याज चुकाया। पूरे कर्ज पर ५% ब्याज लागू हो तो वार्षिक ब्याज कितना है?,२८००
573,मनोरमा देवी ने अपनी पारिवारिक जरूरत के लिए ६% की दर से कुछ रुपये और ४% की दर से कुछ रुपये कर्ज लिए। उन्होंने कुल ५६००० रुपये कर्ज लिया और अंत में २८४० रुपये ब्याज चुकाया। मनोरमा देवी ने ६% की दर से कितने रुपये कर्ज लिया है?,३००००
574,मनोरमा देवी ने अपनी पारिवारिक जरूरत के लिए ६% की दर से कुछ रुपये और ४% की दर से कुछ रुपये कर्ज लिए। उन्होंने कुल ५६००० रुपये कर्ज लिया और अंत में २८४० रुपये ब्याज चुकाया। मनोरमा देवी ने ४% की दर से कितने रुपये कर्ज लिया है?,२६०००
575,मनोरमा देवी ने अपनी पारिवारिक जरूरत के लिए ६% की दर से कुछ रुपये और ४% की दर से कुछ रुपये कर्ज लिए। उन्होंने कुल ५६००० रुपये कर्ज लिया और अंत में २८४० रुपये ब्याज चुकाया। पूरे कर्ज पर ५% चक्रवृद्धि ब्याज लागू हो तो २ साल बाद मनोरमा देवी को कितने रुपये ब्याज चुकाना होगा?,५७४०
576,१०% वार्षिक ब्याज पर ८००० रुपयों का ३ साल का चक्रवृद्धि मूलधन निकालें।,१०६४८
577,प्रति सौ १० रुपये वार्षिक ब्याज पर ५००० रुपयों के ३ साल के सरल ब्याज और चक्रवृद्धि ब्याज का अंतर कितना होगा?,१५५
578,"एक ही ब्याज दर पर किसी मूलधन का एक साल के अंत में चक्रवृद्धि मूलधन ६५०० रुपये और दो साल के अंत में चक्रवृद्धि मूलधन ६५७० रुपये हो, तो मूलधन कितना है?",६२५०
579,प्रति सौ ८.५० रुपये वार्षिक चक्रवृद्धि ब्याज पर १०००० रुपयों का २ साल का मिश्रधन निकालें।,११७७२.२५
580,प्रति सौ ८.५० रुपये वार्षिक चक्रवृद्धि ब्याज पर १०००० रुपयों का २ साल का चक्रवृद्धि ब्याज निकालें।,१७७२.२५
581,"किसी शहर की वर्तमान जनसंख्या ६४ लाख है। शहर की जनसंख्या वृद्धि की दर प्रति हजार २५ हो, तो २ साल बाद उस शहर की जनसंख्या कितनी होगी?",६७२४०००
582,एक व्यक्ति ने एक ऋणदान संस्था से ८% वार्षिक चक्रवृद्धि ब्याज पर ५००० रुपये कर्ज लिया। हर साल के अंत में वे २०००-२००० रुपये चुकाते हैं। दूसरी किस्त चुकाने के बाद उन पर और कितने रुपये कर्ज रहेगा?,१६७२
583,१ मीट्रिक टन चावल ६४ मजदूरों के बीच बराबर बांटने पर प्रत्येक को कितने किलो चावल मिलेगा।,१५.६२
584,"एक हौज की लंबाई ३ मीटर, चौड़ाई २ मीटर और ऊंचाई ४ मीटर है। इसमें कितने लीटर शुद्ध पानी आएगा?",२४०००
585,"एक हौज की लंबाई ३ मीटर, चौड़ाई २ मीटर और ऊंचाई ४ मीटर है। इसमें कितने किलोग्राम शुद्ध पानी आएगा?",२४०००
586,१ इंच = २.५४ सेंटीमीटर और १ एकड़ = ४८४० वर्ग गज। १ एकड़ में कितने वर्ग मीटर हैं?,४०४६.८५
587,जवाहरलाल नेहरू विश्वविद्यालय परिसर का क्षेत्र ७०० एकड़ है। इसे निकटतम पूर्ण संख्या हेक्टेयर में व्यक्त करें।,२८३
588,एक आयताकार क्षेत्र की लंबाई ४० मीटर और चौड़ाई ३० मीटर ३० से.मी. है। क्षेत्र का क्षेत्रफल कितने वर्ग किलोमीटर है?,१२१२
589,"एक बक्से की लंबाई २ मीटर, चौड़ाई १ मीटर ५० से.मी. और ऊंचाई १ मीटर है। बक्से का आयतन कितना है?",३
590,"एक हौज में ८००० लीटर पानी आता है। हौज की लंबाई २.५६ मीटर और चौड़ाई १.२५ मीटर हो, तो गहराई कितनी है?",२.५०
591,एक कमरे की लंबाई चौड़ाई की ३ गुनी है। ७.५० रुपये प्रति वर्ग मीटर की दर से कमरे के फर्श को कार्पेट से ढकने में कुल ११०२.५० रुपये खर्च होते हैं। कमरे की लंबाई निकालें।,२१
592,एक कमरे की लंबाई चौड़ाई की ३ गुनी है। ७.५० रुपये प्रति वर्ग मीटर की दर से कमरे के फर्श को कार्पेट से ढकने में कुल ११०२.५० रुपये खर्च होते हैं। कमरे की चौड़ाई निकालें।,७
593,"हवा पानी की तुलना में ०.००१२९ गुनी भारी है। जिस कमरे की लंबाई, चौड़ाई और ऊंचाई क्रमशः १६ मीटर, १२ मीटर और ४ मीटर है, उसमें कितने किलोग्राम हवा है?",९९०.७२
594,२१ मीटर लंबे और १५ मीटर चौड़े एक बगीचे के बाहर चारों ओर २ मीटर चौड़ा एक रास्ता है। २.७५ रुपये प्रति वर्ग मीटर की दर से रास्ते पर घास लगाने में कुल कितना खर्च होगा?,४४०
595,४० मीटर लंबाई और ३० मीटर चौड़ाई वाले एक मैदान के ठीक बीच में आड़े-तिरछे १.५ मीटर चौड़े दो रास्ते हैं। दोनों रास्तों का कुल क्षेत्रफल कितना है?,१०२.७५
596,"२० मीटर लंबे एक कमरे के फर्श को कार्पेट से ढकने में ७५००.०० रुपये खर्च होते हैं। यदि उस कमरे की चौड़ाई ४ मीटर कम होती, तो ६०००.०० रुपये खर्च होते। कमरे की चौड़ाई कितनी है?",२०
597,"एक कमरे के फर्श की लंबाई ४ मीटर और चौड़ाई ३.५ मीटर है। कमरे की ऊंचाई ३ मीटर है और इसकी दीवारें १५ से.मी. मोटी हों, तो चारों दीवारों का आयतन कितने घन मीटर है?",७.०२
598,"एक कमरे में ३ दरवाजे और ६ खिड़कियां हैं। प्रत्येक दरवाजा २ मीटर लंबा और १.२५ मीटर चौड़ा है, प्रत्येक खिड़की १.२५ मीटर लंबी और १ मीटर चौड़ी है। उस कमरे के दरवाजे-खिड़कियां बनाने के लिए ५ मीटर लंबे और ०.६० मीटर चौड़े कितने तख्तों की जरूरत होगी?",५
599,"एक आयताकार लोहे के टुकड़े की लंबाई ८.८ से.मी., चौड़ाई ६.४ से.मी. और ऊंचाई २.५ से.मी. है। लोहे के टुकड़े को १५ से.मी. लंबाई, ६.२५ से.मी. चौड़ाई और ४ से.मी. ऊंचाई वाले आयताकार बर्तन में रखकर पानी से भरा गया। लोहा पानी की तुलना में ७.५ गुना भारी है। लोहे के टुकड़े का वजन निकालें।",१.०५
600,"एक आयताकार लोहे के टुकड़े की लंबाई ८.८ से.मी., चौड़ाई ६.४ से.मी. और ऊंचाई २.५ से.मी. है। लोहे के टुकड़े को १५ से.मी. लंबाई, ६.२५ से.मी. चौड़ाई और ४ से.मी. ऊंचाई वाले आयताकार बर्तन में रखकर पानी से भरा गया। लोहा पानी की तुलना में ७.५ गुना भारी है। पानी के बर्तन का आयतन कितने घन सेमी है?",३७५
601,"एक आयताकार लोहे के टुकड़े की लंबाई ८.८ से.मी., चौड़ाई ६.४ से.मी. और ऊंचाई २.५ से.मी. है। लोहे के टुकड़े को १५ से.मी. लंबाई, ६.२५ से.मी. चौड़ाई और ४ से.मी. ऊंचाई वाले आयताकार बर्तन में रखकर पानी से भरा गया। लोहा पानी की तुलना में ७.५ गुना भारी है। बर्तन के पानी से भरे रहते लोहे का टुकड़ा उठा लिया जाए, तो बर्तन के पानी की ऊंचाई कितनी होगी?",२.४९
602,"एक तालाब की लंबाई ६० मीटर और चौड़ाई ४० मीटर है। तालाब के किनारे की चौड़ाई ३ मीटर हो, तो किनारे का क्षेत्रफल निकालें।",६३६
603,एक आयताकार क्षेत्र का क्षेत्रफल १० एकड़ है और उसकी लंबाई चौड़ाई की ४ गुनी है। क्षेत्र की लंबाई कितने मीटर है?,४०२.३४
604,"एक आयताकार कमरे की लंबाई चौड़ाई की डेढ़ गुनी है। इसका क्षेत्रफल २१६ वर्ग मीटर हो, तो परिमिति कितनी है?",६०
605,"एक त्रिभुजाकार क्षेत्र का आधार २४ मीटर और ऊंचाई १५ मीटर ५० सेंटीमीटर हो, तो इसका क्षेत्रफल निकालें।",१८६
606,एक आयताकार क्षेत्र की लंबाई ४८ मीटर और चौड़ाई ३२ मीटर ८० से.मी. है। क्षेत्र के बाहर चारों ओर ३ मीटर चौड़ा एक रास्ता है। रास्ते का क्षेत्रफल कितना है?,५२०.८०
607,एक वर्गाकार क्षेत्र की एक भुजा की लंबाई ३०० मीटर है और बाहर चारों ओर ४ मीटर चौड़ा एक रास्ता है। रास्ते का क्षेत्रफल कितना है?,४८६४
608,"एक त्रिभुजाकार जमीन का क्षेत्रफल २६४ वर्ग मीटर है। इसका आधार २२ मीटर हो, तो ऊंचाई निकालें।",२४
609,"एक हौज में १९२०० लीटर पानी आता है। इसकी गहराई २.५६ मीटर और चौड़ाई २.५ मीटर हो, तो लंबाई कितनी है?",३
610,"सोना, पानी की तुलना में १९.३ गुना भारी है। एक आयताकार सोने की छड़ की लंबाई ७.८ से.मी., चौड़ाई ६.४ से.मी. और ऊंचाई २.५ से.मी. है। सोने की छड़ का वजन कितने ग्राम है?",२४०८.६४
611,"एक छोटे बक्से की लंबाई १५ से.मी. २.४ मि.मी., चौड़ाई ७ से.मी. ६.२ मि.मी. और ऊंचाई ५ से.मी. ८ मि.मी. है। बक्से का आयतन कितने घन सेंटीमीटर है?",६७३.५४
612,"एक आयताकार हौज की लंबाई ५.५ मीटर, चौड़ाई ४ मीटर और ऊंचाई २ मीटर है। वह हौज पानी से भरा हो तो पानी का आयतन कितने लीटर है?",४४०००
613,"एक आयताकार हौज की लंबाई ५.५ मीटर, चौड़ाई ४ मीटर और ऊंचाई २ मीटर है। वह हौज पानी से भरा हो तो पानी का वजन कितने किलोग्राम होगा?",४४०००
614,एक आयताकार क्षेत्र की लंबाई चौड़ाई की १.५ गुनी है। १.९० रुपये प्रति वर्ग मीटर की दर से घास लगाने में १०२६०.०० रुपये खर्च होते हैं। २.५० रुपये प्रति मीटर की दर से उस मैदान के चारों ओर बाड़ लगाने में कितना खर्च होगा?,७५०
615,एक कमरे के फर्श को कार्पेट से ढकने में कुल ७२०० रुपये खर्च होते हैं। कमरे की चौड़ाई ३ मीटर कम होती तो ५७६ रुपये कम खर्च होते। कमरे की चौड़ाई कितनी है?,३७.५०
616,८० मीटर लंबाई और ६० मीटर चौड़ाई वाले एक आयताकार बगीचे के भीतर चारों ओर ४ मीटर चौड़ा एक रास्ता है। ७.२५ रुपये प्रति वर्ग मीटर की दर से उस रास्ते को बांधने का खर्च कितना है?,७६५६
617,"२.५ मीटर गहरे एक वर्गाकार खुले हौज में २८,९०० लीटर पानी आता है। इसके भीतर की ओर सीसे की चादर लगाने में १२.५० रुपये प्रति वर्ग मीटर के हिसाब से कुल कितना खर्च होगा?",५६९.५०
618,एक कमरे का फर्श २६ मी. लंबा और २० मी. चौड़ा है। ४ मी. लंबी और २.५ मी. चौड़ी कितनी चटाइयों से फर्श को पूरा ढका जा सकेगा?,५२
619,"एक कमरे का फर्श २६ मी. लंबा और २० मी. चौड़ा है। ४ मी. लंबी और २.५ मी. चौड़ी कुछ चटाइयों से फर्श को पूरा ढका जा सकेगा। प्रत्येक चटाई का दाम २७.५० रुपये हो, तो कुल खर्च कितना होगा?",१४३०
620,"एक किताब की लंबाई २५ से.मी. और चौड़ाई १८ से.मी. है। किताब के पृष्ठों की संख्या २०० है और प्रत्येक पन्ने के कागज की मोटाई ०.१ मि.मी. हो, तो किताब का आयतन निकालें।",४५०
621,"एक तालाब की लंबाई ३२ मीटर, चौड़ाई २० मीटर और तालाब के पानी की गहराई ३ मीटर है। एक मशीन से तालाब को खाली किया जा रहा है जो प्रति सेकंड ०.१ घन मीटर पानी निकाल सकती है। तालाब को खाली करने में कितने मिनट लगेंगे?",३२०
622,"३ मीटर लंबाई, २ मीटर चौड़ाई और १ मीटर ऊंचाई वाले एक खाली हौज में ५० से.मी. भुजा वाला एक ठोस धातु का घन रखा है। हौज को पानी से भरने के बाद घन उठा लिया जाए, तो पानी की गहराई कितनी होगी?",९७.९२
623,फैज और अयान के पास कुछ बेर थे। फैज के बेरों में से अयान को १० बेर देने पर अयान के बेरों की संख्या फैज के बेरों की संख्या की तिगुनी हो जाती। और अयान के बेरों में से फैज को २० देने पर फैज के बेरों की संख्या अयान की संख्या की दुगुनी हो जाती। फैज के पास कितने बेर थे?,२८
624,फैज और अयान के पास कुछ बेर थे। फैज के बेरों में से अयान को १० बेर देने पर अयान के बेरों की संख्या फैज के बेरों की संख्या की तिगुनी हो जाती। और अयान के बेरों में से फैज को २० देने पर फैज के बेरों की संख्या अयान की संख्या की दुगुनी हो जाती। अयान के पास कितने बेर थे?,४४
625,१० साल पहले पिता और पुत्र की उम्र का अनुपात ४:१ था। १० साल बाद पिता और पुत्र की उम्र का अनुपात २:१ होगा। पिता की वर्तमान उम्र निकालें।,५०
