Q No.,Question,Answer
548,एक क्रिकेट मैच में ईशान और सुमन के कुल रनों की संख्या ५८ है। ईशान के रनों की संख्या सुमन के रनों की संख्या के दोगुने से ५ रन कम है। उस मैच में ईशान के रनों की संख्या _____ है।,३७
549,एक ट्रेन ३० कि.मी. प्रति घंटे की गति से चलकर नई दिल्ली स्टेशन से गाज़ियाबाद स्टेशन पहुँची। यदि गति २५ कि.मी. होती तो १० मिनट अधिक लगते। दोनों स्टेशनों के बीच की दूरी _____ कि.मी. है।,२५
550,एक आयताकार ज़मीन की लंबाई चौड़ाई की तीन गुनी है और ज़मीन की परिधि ४० मीटर है। ज़मीन की लंबाई _____ मीटर है।,१५
551,एक आयताकार ज़मीन की लंबाई चौड़ाई की तीन गुनी है और ज़मीन की परिधि ४० मीटर है। ज़मीन की चौड़ाई _____ मीटर है।,५
552,एक दुकानदार २५ रुपये प्रति गंडा (चार) की दर से अंडे खरीदकर ५६ रुपये प्रति २ गंडा की दर से बेचे तो उन्हें प्रतिशत _____ भाग लाभ होगा।,१२
553,एक बकरी ८% हानि पर बेची गई। यदि बकरी ८०० रुपये अधिक मूल्य पर बेची जाती तो ८% लाभ होता। बकरी का क्रय मूल्य _____ रुपये है।,५०००
554,"रमेश बाबू ने बैंक में ५००० रुपये जमा किए और तय किया कि अगले ६ साल वे बैंक से रुपये नहीं निकालेंगे। यदि बैंक का वार्षिक ब्याज १०% हो, तो ६ साल बाद उन्हें _____ रुपये ब्याज मिलेगा।",३०००
555,"रमेश बाबू ने बैंक में ५००० रुपये जमा किए और तय किया कि अगले ६ साल वे बैंक से रुपये नहीं निकालेंगे। यदि बैंक का वार्षिक ब्याज १०% हो, तो ६ साल बाद ब्याज-मूलधन मिलाकर _____ रुपये होंगे।",८०००
556,वार्षिक ८ १/२ रुपये प्रतिशत ब्याज पर _____ रुपये का ६ साल का ब्याज २५५० रुपये होगा।,५०००
557,वार्षिक प्रतिशत _____ रुपये ब्याज पर ३००० रुपये का ५ साल का ब्याज १५०० रुपये होगा।,१०
558,"कोई मूलधन ३ साल में ब्याज-मूलधन मिलाकर ५५०० रुपये हो जाता है। यदि ब्याज, मूलधन का ३/८ भाग हो, तो मूलधन _____ रुपये होगा।",४०००
559,"कोई मूलधन ३ साल में ब्याज-मूलधन मिलाकर ५५०० रुपये हो जाता है। यदि ब्याज, मूलधन का ३/८ भाग हो, तो प्रतिशत ब्याज दर _____ रुपये है।",१२.५०
560,वार्षिक १२% ब्याज पर _____ वर्षों में १०००० रुपये का ब्याज ४८०० रुपये होगा।,४
561,"एक वस्तु बेचकर थोक विक्रेता को २०% और खुदरा विक्रेता को २०% लाभ होता है। यदि वस्तु का खुदरा बिक्री मूल्य ५७६ रुपये हो, तो थोक विक्रेता का क्रय मूल्य _____ रुपये है।",४००
562,एक दुकानदार को कुछ दाल २३७५.०० रुपये में बेचने पर ५% हानि हुई। वह दाल _____ रुपये में बेचने पर उन्हें ६% लाभ होता।,२६५०
563,३० रुपये में १० और ३० रुपये में १५ की दर से बराबर संख्या में केले खरीदकर सभी केले ३० रुपये में १२ की दर से बेचने पर प्रतिशत _____ रुपये लाभ या हानि होगी।,०
564,"यदि वार्षिक प्रतिशत ब्याज दर १०.५० रुपये हो, तो २००० रुपये का ५ साल का ब्याज _____ रुपये होगा।",१०५०
565,"यदि वार्षिक ब्याज प्रतिशत १० रुपये से घटकर ८ रुपये हो जाए, तो ३००० रुपये का ३ साल का ब्याज _____ रुपये कम होगा।",१८०
566,वार्षिक प्रतिशत _____ रुपये ब्याज पर कोई मूलधन ८ साल में ब्याज-मूलधन मिलाकर १८८५० रुपये होगा।,९
567,"यदि वार्षिक प्रतिशत ब्याज _____ रुपये हो, तो १३००० रुपये ५ साल में ब्याज-मूलधन मिलाकर दोगुने हो जाएँगे।",१२.५०
568,"६५०० रुपये जिस ब्याज दर पर ४ साल में ब्याज-मूलधन मिलाकर ८८४० रुपये होते हैं, उसी ब्याज दर पर _____ रुपये ४ साल में ब्याज-मूलधन मिलाकर १०२०० रुपये होंगे।",७५००
569,"रामकुमार बाबू ने कुछ रुपये बैंक में जमा करके ४ साल बाद ४७६० रुपये ब्याज पाया। यदि बैंक की वार्षिक ब्याज दर ८.५० रुपये हो, तो उन्होंने बैंक में _____ रुपये जमा किए थे।",१४०००
570,"वार्षिक प्रतिशत जिस दर पर कोई मूलधन ६ साल में ब्याज-मूलधन मिलाकर दोगुना हो जाता है, उसी दर पर _____ रुपये ४ साल में ब्याज-मूलधन मिलाकर २०५० रुपये होंगे।",१२३०
571,"वार्षिक प्रतिशत ६ रुपये ब्याज पर ५०० रुपये का ४ साल का ब्याज जितना होता है, वार्षिक प्रतिशत ५ रुपये ब्याज पर _____ रुपये का २ साल ६ महीने का ब्याज उतना ही होगा।",९६०
572,वार्षिक ब्याज ८% से बढ़कर १०% हो जाने से तृप्ति की आय ४ साल में १२८ रुपये बढ़ गई। उनका मूलधन _____ रुपये था।,१६००
573,कोई मूलधन ३ साल में ब्याज-मूलधन मिलाकर १५७८ रुपये और ५ साल में ब्याज-मूलधन मिलाकर १८३० रुपये हो जाता है। तो मूलधन _____ रुपये है।,१२००
574,कोई मूलधन ३ साल में ब्याज-मूलधन मिलाकर १५७८ रुपये और ५ साल में ब्याज-मूलधन मिलाकर १८३० रुपये हो जाता है। प्रतिशत _____ रुपये ब्याज ज्ञात कीजिए।,१०.५०
575,वार्षिक १०% ब्याज पर ३००० रुपये और ८% ब्याज पर २००० रुपये निवेश करने पर कुल पूँजी पर औसतन प्रतिशत _____ रुपये की दर से ब्याज मिलेगा।,९.२०
576,"रॉड्रिक गोमेज़ ने ३ साल के लिए १०००० रुपये और ४ साल के लिए १५००० रुपये बैंक से कर्ज़ लेकर बैंक को कुल ९९०० रुपये ब्याज दिया। यदि दोनों स्थितियों में ब्याज दर बराबर हो, तो प्रतिशत _____ रुपये ब्याज ज्ञात कीजिए।",११
577,"यदि एक ही ब्याज दर पर कोई मूलधन ६ साल में ब्याज-मूलधन मिलाकर दोगुना हो जाए, तो _____ साल में वह ब्याज-मूलधन मिलाकर तिगुना हो जाएगा।",१२
578,"_____ साल की अवधि का ब्याज-मूलधन ५६०० रुपये है और ब्याज, मूलधन का २/५ भाग है। ब्याज वार्षिक प्रतिशत ८ रुपये है।",५
579,"जयंत बाबू ने पेंशन के रुपये पाकर १० लाख रुपये के तीन-तीन महीने पर ब्याज आधारित ५ साल की अवधि के पेंशनर बचत पत्र खरीदे। यदि वार्षिक ब्याज १२% हो, तो उन्हें पहली किस्त में, यानी पहले ३ महीने बाद _____ रुपये ब्याज मिलेगा।",३००००
580,वार्षिक प्रतिशत ८ रुपये ब्याज पर ६२५०० रुपये की ३ साल की चक्रवृद्धि पूँजी _____ रुपये होगी।,७८७३२
581,वार्षिक १०.५०% ब्याज पर ५००० रुपये का २ साल का चक्रवृद्धि ब्याज _____ रुपये होगा।,११०५.१२
582,"एक फ्लैट मालिक कल्याण समिति ने वसूले गए सर्विस चार्ज में से बचे २००००० रुपये बैंक में हर छह महीने पर चक्रवृद्धि ब्याज आधारित सावधि जमा के रूप में रखे। यदि ब्याज दर वार्षिक १२ रुपये हो, तो छह महीने बाद उस समिति के खाते में _____ रुपये ब्याज जमा होगा।",१२०००
583,"एक फ्लैट मालिक कल्याण समिति ने वसूले गए सर्विस चार्ज में से बचे २००००० रुपये बैंक में हर छह महीने पर चक्रवृद्धि ब्याज आधारित सावधि जमा के रूप में रखे। यदि ब्याज दर वार्षिक १२ रुपये हो, तो एक साल बाद चक्रवृद्धि पूँजी _____ रुपये होगी।",२२४७२०
584,"किसी शहर की वर्तमान जनसंख्या ८० लाख है। यदि उस शहर की जनसंख्या वृद्धि की दर प्रति हज़ार ३० हो, तो ३ साल बाद उस शहर की जनसंख्या _____ होगी।",८७४१८१६
585,मनोरमा देवी ने अपनी पारिवारिक ज़रूरत के लिए ६% की दर से कुछ रुपये और ४% की दर से कुछ रुपये कर्ज़ लिया। उसने कुल ५६००० रुपये कर्ज़ लिया और अंत में २८४० रुपये ब्याज चुकाया। यदि पूरे कर्ज़ पर ५% ब्याज लागू हो तो वार्षिक ब्याज _____ रुपये है।,२८००
586,मनोरमा देवी ने अपनी पारिवारिक ज़रूरत के लिए ६% की दर से कुछ रुपये और ४% की दर से कुछ रुपये कर्ज़ लिया। उसने कुल ५६००० रुपये कर्ज़ लिया और अंत में २८४० रुपये ब्याज चुकाया। मनोरमा देवी ने ६% की दर से _____ रुपये कर्ज़ लिया है।,३००००
587,मनोरमा देवी ने अपनी पारिवारिक ज़रूरत के लिए ६% की दर से कुछ रुपये और ४% की दर से कुछ रुपये कर्ज़ लिया। उसने कुल ५६००० रुपये कर्ज़ लिया और अंत में २८४० रुपये ब्याज चुकाया। मनोरमा देवी ने ४% की दर से _____ रुपये कर्ज़ लिया है।,२६०००
588,मनोरमा देवी ने अपनी पारिवारिक ज़रूरत के लिए ६% की दर से कुछ रुपये और ४% की दर से कुछ रुपये कर्ज़ लिया। उसने कुल ५६००० रुपये कर्ज़ लिया और अंत में २८४० रुपये ब्याज चुकाया। यदि पूरे कर्ज़ पर ५% चक्रवृद्धि ब्याज लागू हो तो २ साल बाद मनोरमा देवी को _____ रुपये ब्याज चुकाना होगा।,५७४०
589,वार्षिक १०% ब्याज पर ८००० रुपये की ३ साल की चक्रवृद्धि पूँजी _____ रुपये होती है।,१०६४८
590,वार्षिक प्रतिशत १० रुपये ब्याज पर ५००० रुपये के ३ साल के साधारण ब्याज और चक्रवृद्धि ब्याज का अंतर _____ रुपये होगा।,१५५
591,"एक ही ब्याज दर पर किसी पूँजी की एक साल के अंत में चक्रवृद्धि पूँजी ६५०० रुपये और दो साल के अंत में चक्रवृद्धि पूँजी ६५७० रुपये हो, तो पूँजी _____ रुपये होती है।",६२५०
592,वार्षिक प्रतिशत ८.५० रुपये चक्रवृद्धि ब्याज पर १०००० रुपये का २ साल का मिश्रधन _____ रुपये है।,११७७२.२५
593,वार्षिक प्रतिशत ८.५० रुपये चक्रवृद्धि ब्याज पर १०००० रुपये का २ साल का चक्रवृद्धि ब्याज _____ रुपये है।,१७७२.२५
594,"किसी शहर की वर्तमान जनसंख्या ६४ लाख है। यदि शहर की जनसंख्या वृद्धि की दर प्रति हज़ार २५ हो, तो २ साल बाद उस शहर की जनसंख्या _____ होगी।",६७२४०००
595,एक व्यक्ति ने एक ऋणदान संस्था से वार्षिक ८% चक्रवृद्धि ब्याज पर ५००० रुपये कर्ज़ लिया। हर साल के अंत में वे २००० रुपये चुकाते हैं। दूसरी किस्त चुकाने के बाद उन पर _____ रुपये कर्ज़ बचेगा।,१६७२
596,१ मीट्रिक टन चावल ६४ मज़दूरों में बराबर बाँटने पर प्रत्येक को _____ किलो चावल मिलेगा।,१५.६२
597,"एक हौज़ की लंबाई ३ मीटर, चौड़ाई २ मीटर और ऊँचाई ४ मीटर है। इसमें _____ लीटर शुद्ध पानी आएगा।",२४०००
598,"एक हौज़ की लंबाई ३ मीटर, चौड़ाई २ मीटर और ऊँचाई ४ मीटर है। इसमें _____ किलोग्राम शुद्ध पानी आएगा।",२४०००
599,१ इंच = २.५४ सेंटीमीटर और १ एकड़ = ४८४० वर्ग गज़। १ एकड़ में _____ वर्ग मीटर हैं।,४०४६.८५
600,दिल्ली विश्वविद्यालय परिसर का क्षेत्र ७०० एकड़ है। इसे निकटतम पूर्ण संख्या के हेक्टेयर में व्यक्त करने पर _____ हेक्टेयर होता है।,२८३
601,एक आयताकार क्षेत्र की लंबाई ४० मीटर और चौड़ाई ३० मीटर ३० से.मी. है। क्षेत्र का क्षेत्रफल _____ वर्ग किलोमीटर है।,१२१२
602,"एक बक्से की लंबाई २ मीटर, चौड़ाई १ मीटर ५० से.मी. और ऊँचाई १ मीटर है। बक्से का आयतन _____ घन मीटर है।",३
603,"एक हौज़ में ८००० लीटर पानी आता है। यदि हौज़ की लंबाई २.५६ मीटर और चौड़ाई १.२५ मीटर हो, तो गहराई _____ मीटर है।",२.५०
604,एक कमरे की लंबाई चौड़ाई की ३ गुनी है। ७.५० रुपये प्रति वर्ग मीटर की दर से कमरे के फर्श को कार्पेट से ढँकने में कुल ११०२.५० रुपये खर्च होते हैं। कमरे की लंबाई _____ मीटर है।,२१
605,एक कमरे की लंबाई चौड़ाई की ३ गुनी है। ७.५० रुपये प्रति वर्ग मीटर की दर से कमरे के फर्श को कार्पेट से ढँकने में कुल ११०२.५० रुपये खर्च होते हैं। कमरे की चौड़ाई _____ मीटर है।,७
606,"हवा पानी की तुलना में ०.००१२९ गुना भारी है। जिस कमरे की लंबाई, चौड़ाई और ऊँचाई क्रमशः १६ मीटर, १२ मीटर और ४ मीटर है, उसमें _____ किलोग्राम हवा है।",९९०.७२
607,२१ मीटर लंबे और १५ मीटर चौड़े एक बगीचे के बाहर चारों ओर २ मीटर चौड़ा एक रास्ता है। २.७५ रुपये प्रति वर्ग मीटर की दर से रास्ते पर घास लगाने में कुल _____ रुपये खर्च होंगे।,४४०
608,४० मीटर लंबाई और ३० मीटर चौड़ाई वाले एक मैदान के ठीक बीच में आड़े-तिरछे १.५ मीटर चौड़े दो रास्ते हैं। दोनों रास्तों का कुल क्षेत्रफल _____ वर्ग मीटर है।,१०२.७५
609,"२० मीटर लंबे एक कमरे के फर्श को कार्पेट से ढँकने में ७५००.०० रुपये खर्च होते हैं। यदि उस कमरे की चौड़ाई ४ मीटर कम होती, तो ६०००.०० रुपये खर्च होते। कमरे की चौड़ाई _____ मीटर है।",२०
610,"एक कमरे के फर्श की लंबाई ४ मीटर और चौड़ाई ३.५ मीटर है। यदि कमरे की ऊँचाई ३ मीटर हो और इसकी दीवारें १५ से.मी. मोटी हों, तो चारों दीवारों का आयतन _____ घन मीटर है।",७.०२
611,"एक कमरे में ३ दरवाज़े और ६ खिड़कियाँ हैं। प्रत्येक दरवाज़ा २ मीटर लंबा और १.२५ मीटर चौड़ा है, प्रत्येक खिड़की १.२५ मीटर लंबी और १ मीटर चौड़ी है। उस कमरे के दरवाज़े-खिड़कियाँ बनाने के लिए ५ मीटर लंबे और ०.६० मीटर चौड़े _____ तख्तों की आवश्यकता है।",५
612,"एक आयताकार लोहे के टुकड़े की लंबाई ८.८ से.मी., चौड़ाई ६.४ से.मी. और ऊँचाई २.५ से.मी. है। लोहे के टुकड़े को १५ से.मी. लंबाई, ६.२५ से.मी. चौड़ाई और ४ से.मी. ऊँचाई वाले आयताकार बर्तन में रखकर बर्तन पानी से भर दिया गया। लोहा पानी की तुलना में ७.५ गुना भारी है। लोहे के टुकड़े का वज़न _____ किलो है।",१.०५
613,"एक आयताकार लोहे के टुकड़े की लंबाई ८.८ से.मी., चौड़ाई ६.४ से.मी. और ऊँचाई २.५ से.मी. है। लोहे के टुकड़े को १५ से.मी. लंबाई, ६.२५ से.मी. चौड़ाई और ४ से.मी. ऊँचाई वाले आयताकार बर्तन में रखकर बर्तन पानी से भर दिया गया। लोहा पानी की तुलना में ७.५ गुना भारी है। पानी के बर्तन का आयतन _____ घन सेमी है।",३७५
614,"एक आयताकार लोहे के टुकड़े की लंबाई ८.८ से.मी., चौड़ाई ६.४ से.मी. और ऊँचाई २.५ से.मी. है। लोहे के टुकड़े को १५ से.मी. लंबाई, ६.२५ से.मी. चौड़ाई और ४ से.मी. ऊँचाई वाले आयताकार बर्तन में रखकर बर्तन पानी से भर दिया गया। लोहा पानी की तुलना में ७.५ गुना भारी है। बर्तन के पानी से भरे रहते हुए लोहे का टुकड़ा निकाल लिया जाए, तो बर्तन के पानी की ऊँचाई _____ से.मी. होगी।",२.४९
615,"एक तालाब की लंबाई ६० मीटर और चौड़ाई ४० मीटर है। यदि तालाब के किनारे की चौड़ाई ३ मीटर हो, तो किनारे का क्षेत्रफल _____ वर्ग मीटर है।",६३६
616,एक आयताकार क्षेत्र का क्षेत्रफल १० एकड़ है और उसकी लंबाई चौड़ाई की ४ गुनी है। क्षेत्र की लंबाई _____ मीटर है।,४०२.३४
617,"एक आयताकार कमरे की लंबाई चौड़ाई की डेढ़ गुनी है। यदि इसका क्षेत्रफल २१६ वर्ग मीटर हो, तो परिधि _____ मीटर है।",६०
618,"यदि एक त्रिभुजाकार क्षेत्र का आधार २४ मीटर और ऊँचाई १५ मीटर ५० सेंटीमीटर हो, तो इसका क्षेत्रफल _____ वर्ग मीटर है।",१८६
619,एक आयताकार क्षेत्र की लंबाई ४८ मीटर और चौड़ाई ३२ मीटर ८० से.मी. है। क्षेत्र के बाहर चारों ओर ३ मीटर चौड़ा एक रास्ता है। रास्ते का क्षेत्रफल _____ वर्ग मीटर है।,५२०.८०
620,एक वर्गाकार क्षेत्र की एक भुजा की लंबाई ३०० मीटर है और बाहर चारों ओर ४ मीटर चौड़ा एक रास्ता है। रास्ते का क्षेत्रफल _____ वर्ग मीटर है।,४८६४
621,"एक त्रिभुजाकार ज़मीन का क्षेत्रफल २६४ वर्ग मीटर है। यदि इसका आधार २२ मीटर हो, तो ऊँचाई _____ मीटर है।",२४
622,"एक हौज़ में १९२०० लीटर पानी आता है। यदि इसकी गहराई २.५६ मीटर और चौड़ाई २.५ मीटर हो, तो लंबाई _____ मीटर है।",३
623,"सोना, पानी की तुलना में १९.३ गुना भारी है। एक आयताकार सोने की छड़ की लंबाई ७.८ से.मी., चौड़ाई ६.४ से.मी. और ऊँचाई २.५ से.मी. है। सोने की छड़ का वज़न _____ ग्राम है।",२४०८.६४
624,"एक छोटे बक्से की लंबाई १५ से.मी. २.४ मि.मी., चौड़ाई ७ से.मी. ६.२ मि.मी. और ऊँचाई ५ से.मी. ८ मि.मी. है। बक्से का आयतन _____ घन सेंटीमीटर है।",६७३.५४
625,"एक आयताकार हौज़ की लंबाई ५.५ मीटर, चौड़ाई ४ मीटर और ऊँचाई २ मीटर है। यदि उक्त हौज़ पानी से भरा हो तो पानी का आयतन _____ लीटर है।",४४०००
626,"एक आयताकार हौज़ की लंबाई ५.५ मीटर, चौड़ाई ४ मीटर और ऊँचाई २ मीटर है। यदि उक्त हौज़ पानी से भरा हो तो पानी का वज़न _____ किलोग्राम होगा।",४४०००
627,एक आयताकार क्षेत्र की लंबाई चौड़ाई की १.५ गुनी है। १.९० रुपये प्रति वर्ग मीटर की दर से घास लगाने में १०२६०.०० रुपये खर्च होते हैं। २.५० रुपये प्रति मीटर की दर से उस मैदान के चारों ओर बाड़ लगाने में _____ रुपये खर्च होंगे।,७५०
628,एक कमरे के फर्श को कार्पेट से ढँकने में कुल ७२०० रुपये खर्च होते हैं। यदि कमरे की चौड़ाई ३ मीटर कम होती तो ५७६ रुपये कम खर्च होते। कमरे की चौड़ाई _____ मीटर है।,३७.५०
629,८० मीटर लंबाई और ६० मीटर चौड़ाई वाले एक आयताकार बगीचे के भीतर चारों ओर ४ मीटर चौड़ा एक रास्ता है। ७.२५ रुपये प्रति वर्ग मीटर की दर से उस रास्ते को बाँधने का खर्च _____ रुपये है।,७६५६
630,"२.५ मीटर गहरे एक वर्गाकार खुले हौज़ में २८,९०० लीटर पानी आता है। इसके भीतर की ओर सीसे की चादर लगाने में १२.५० रुपये प्रति वर्ग मीटर के हिसाब से कुल _____ रुपये खर्च होंगे।",५६९.५०
631,एक कमरे का फर्श २६ मीटर लंबा और २० मीटर चौड़ा है। ४ मीटर लंबी और २.५ मीटर चौड़ी _____ चटाइयों से फर्श पूरी तरह ढका जा सकेगा।,५२
632,"एक कमरे का फर्श २६ मीटर लंबा और २० मीटर चौड़ा है। ४ मीटर लंबी और २.५ मीटर चौड़ी कुछ चटाइयों से फर्श पूरी तरह ढका जा सकेगा। यदि प्रत्येक चटाई का दाम २७.५० रुपये हो, तो कुल खर्च _____ रुपये होगा।",१४३०
633,"एक किताब की लंबाई २५ से.मी. और चौड़ाई १८ से.मी. है। यदि किताब के पृष्ठों की संख्या २०० हो और प्रत्येक पन्ने के कागज़ की मोटाई ०.१ मि.मी. हो, तो किताब का आयतन _____ घन से.मी. है।",४५०
634,"एक तालाब की लंबाई ३२ मीटर, चौड़ाई २० मीटर और तालाब के पानी की गहराई ३ मीटर है। एक मशीन से तालाब को खाली किया जा रहा है जो प्रति सेकंड ०.१ घन मीटर पानी निकाल सकती है। तालाब को खाली करने में _____ मिनट लगेंगे।",३२०
635,"३ मीटर लंबाई, २ मीटर चौड़ाई और १ मीटर ऊँचाई वाले एक खाली हौज़ में ५० से.मी. भुजा वाला एक ठोस धातु का घन रखा है। हौज़ को पानी से भरने के बाद घन निकाल लिया जाए, तो पानी की गहराई _____ मीटर होगी।",९७.९२
636,विजय और अजय के पास कुछ बेर थे। यदि विजय के बेरों में से अजय को १० बेर दिए जाते तो अजय के बेरों की संख्या विजय के बेरों की संख्या की तीन गुनी हो जाती। और यदि अजय के बेरों में से विजय को २० दिए जाते तो विजय के बेरों की संख्या अजय की संख्या की दोगुनी हो जाती। विजय के पास _____ बेर थे।,२८
637,विजय और अजय के पास कुछ बेर थे। यदि विजय के बेरों में से अजय को १० बेर दिए जाते तो अजय के बेरों की संख्या विजय के बेरों की संख्या की तीन गुनी हो जाती। और यदि अजय के बेरों में से विजय को २० दिए जाते तो विजय के बेरों की संख्या अजय की संख्या की दोगुनी हो जाती। अजय के पास _____ बेर थे।,४४
638,१० वर्ष पहले पिता और पुत्र की आयु का अनुपात ४:१ था। १० वर्ष बाद पिता और पुत्र की आयु का अनुपात २:१ होगा। पिता की वर्तमान आयु _____ वर्ष है।,५०
639,१० वर्ष पहले पिता और पुत्र की आयु का अनुपात ४:१ था। १० वर्ष बाद पिता और पुत्र की आयु का अनुपात २:१ होगा। पुत्र की वर्तमान आयु _____ वर्ष है।,२०
640,दो अंकों वाली किसी संख्या के दोनों अंकों के योग के साथ ७ जोड़ने पर योग दहाई के अंक का तीन गुना हो जाता है। लेकिन संख्या में से १८ घटाने पर दोनों अंक स्थान बदल लेते हैं। वह संख्या _____ होगी।,५३
641,किसी भिन्न के अंश के साथ ७ जोड़ने पर भिन्न का मान २ हो जाता है और हर में से २ घटाने पर भिन्न का मान १ हो जाता है। वह भिन्न _____ होगी।,३/५
642,"यदि दो संख्याओं का योग १०० और अंतर २० हो, तो बड़ी संख्या _____ होगी।",६०
643,"यदि दो संख्याओं का योग १०० और अंतर २० हो, तो छोटी संख्या _____ होगी।",४०
644,"यदि दो संख्याओं का योग १६० हो और एक दूसरी की तीन गुनी हो, तो बड़ी संख्या _____ होगी।",१२०
645,"यदि दो संख्याओं का योग १६० हो और एक दूसरी की तीन गुनी हो, तो छोटी संख्या _____ होगी।",४०
646,"दो संख्याओं में पहली के तीन गुने के साथ दूसरी का दो गुना जोड़ने पर ५९ होता है। और, पहली के दो गुने में से दूसरी घटाने पर ९ होता है। बड़ी संख्या _____ होगी।",१३
647,"दो संख्याओं में पहली के तीन गुने के साथ दूसरी का दो गुना जोड़ने पर ५९ होता है। और, पहली के दो गुने में से दूसरी घटाने पर ९ होता है। छोटी संख्या _____ होगी।",११
648,५ वर्ष पहले पिता और पुत्र की आयु का अनुपात ३:१ था और १५ वर्ष बाद पिता और पुत्र की आयु का अनुपात २:१ होगा। पिता की वर्तमान आयु _____ वर्ष है।,६५
649,५ वर्ष पहले पिता और पुत्र की आयु का अनुपात ३:१ था और १५ वर्ष बाद पिता और पुत्र की आयु का अनुपात २:१ होगा। पुत्र की वर्तमान आयु _____ वर्ष है।,२५
650,"किसी भिन्न के अंश के साथ ५ जोड़ने पर इसका मान २ हो जाता है। और, हर में से १ घटाने पर इसका मान १ हो जाता है। वह भिन्न _____ होगी।",३/४
651,"यदि किसी उचित भिन्न के अंश और हर का योग १४ और अंतर ८ हो, तो वह भिन्न _____ होगी।",३/११
652,"यदि दो अंकों वाली किसी संख्या के दोनों अंकों का योग १० और अंतर ४ हो, तो ऐसी संभव सबसे छोटी संख्या _____ होगी।",३७
653,"यदि दो अंकों वाली किसी संख्या के दोनों अंकों का योग १० और अंतर ४ हो, तो ऐसी संभव सबसे बड़ी संख्या _____ होगी।",७३
654,"एक आयताकार क्षेत्र की लंबाई चौड़ाई की तुलना में २५ मीटर अधिक है। यदि आयताकार क्षेत्र की परिधि १५० मीटर हो, तो क्षेत्र की लंबाई _____ मीटर है।",५०
655,"एक आयताकार क्षेत्र की लंबाई चौड़ाई की तुलना में २५ मीटर अधिक है। यदि आयताकार क्षेत्र की परिधि १५० मीटर हो, तो क्षेत्र की चौड़ाई _____ मीटर है।",२५
656,"एक लड़के ने दुकान से १५ कॉपियाँ और १० पेंसिलें ३०० रुपये में खरीदीं। वहीं, एक अन्य लड़के ने उसी दुकान से उसी प्रकार की १० कॉपियाँ और १५ पेंसिलें २५० रुपये में खरीदीं। प्रत्येक कॉपी का मूल्य _____ रुपये है।",१६
657,"एक लड़के ने दुकान से १५ कॉपियाँ और १० पेंसिलें ३०० रुपये में खरीदीं। वहीं, एक अन्य लड़के ने उसी दुकान से उसी प्रकार की १० कॉपियाँ और १५ पेंसिलें २५० रुपये में खरीदीं। प्रत्येक पेंसिल का मूल्य _____ रुपये है।",६
658,"एक आदमी के पास ५००० रुपये हैं। उन्होंने वे रुपये दो लोगों में इस प्रकार बाँट दिए कि पहले व्यक्ति के रुपये दूसरे व्यक्ति के ४ गुने हों। और, यदि पहले व्यक्ति से १५०० रुपये दूसरे व्यक्ति को दिए जाएँ तो दोनों के रुपयों की राशि बराबर हो जाती है। पहले व्यक्ति के रुपयों की राशि _____ रुपये है।",४०००
659,"एक आदमी के पास ५००० रुपये हैं। उन्होंने वे रुपये दो लोगों में इस प्रकार बाँट दिए कि पहले व्यक्ति के रुपये दूसरे व्यक्ति के ४ गुने हों। और, यदि पहले व्यक्ति से १५०० रुपये दूसरे व्यक्ति को दिए जाएँ तो दोनों के रुपयों की राशि बराबर हो जाती है। दूसरे व्यक्ति के रुपयों की राशि _____ रुपये है।",१०००
660,दो संकेंद्रित वृत्तों की त्रिज्याएँ क्रमशः ९ से.मी. और ४ सेमी हैं। दोनों वृत्तों की परिधियों के बीच के क्षेत्र का क्षेत्रफल _____ वर्ग से.मी. है।,२०४.१०
661,"एक माली २१ मीटर त्रिज्या के वृत्ताकार बगीचे के चारों ओर दो बार घुमाकर रस्सी की बाड़ लगाना चाहता है। यदि प्रति मीटर रस्सी का मूल्य १८ रुपये हो, तो उसे _____ रुपये की रस्सी खरीदनी होगी।",४७५२
