Q No.,Premise,Hypothesis,Answer
325,एरन घर से कितने मील दूर तक जॉगिंग कर सकता है ताकि वह जॉगिंग और चलने में कुल ४ घंटे बिताए?,एरन घर से कितने मील दूर तक जॉगिंग कर सकता है ताकि वह जॉगिंग और चलने में कुल ३ घंटे बिताए?,neutral
326,"एनर्जी ऑटोमोटिव एक्स प्राइज़ की एक केंद्रीय थीम है -- एक स्व-वर्णित ''$१० मिलियन की प्रतियोगिता जो ऐसी नई पीढ़ी के व्यावहारिक, अति-कुशल वाहनों को प्रेरित करती है जिन्हें लोग खरीदना चाहें।'",अन्य लोगों ने $१० मिलियन के ऑटोमोटिव एक्स पुरस्कार के लिए प्रतिस्पर्धा की,neutral
327,हैदराबाद और बैंगलोर के बीच १८ स्टेशन हैं,हैदराबाद और बैंगलोर के बीच २८ स्टेशन हैं,contradiction
328,"यदि नेहा की आयु १० है तो सोनाली और प्रियंका दोनों की आयु १५ है, सदफ़ और तनु दोनों की आयु १० है। उसी प्रणाली में प्रियंका कितनी है?","यदि नेहा की आयु १० से कम है तो सोनाली और प्रियंका दोनों की १५ है, सदफ़ और तनु दोनों की १० है। उसी प्रणाली में प्रियंका कितनी है?",contradiction
329,"यदि एक पोशाक में ५ से कम शर्ट, १ जोड़ी जींस और १ जोड़ी स्नीकर हों, तो जॉर्डन के पास कितनी अलग-अलग पोशाकें हैं?","यदि एक पोशाक में १ शर्ट, १ जोड़ी जींस और १ जोड़ी स्नीकर्स हों, तो जॉर्डन के पास कितनी अलग-अलग पोशाकें हैं?",neutral
330,"पत्र -- सीनेट के बहुमत नेता हैरी रीड, डी-नेवादा; अल्पसंख्यक नेता मिच मैककॉनेल, आर-केंटकी; न्यायिक समिति के अध्यक्ष पैट्रिक लेही, डी-वरमोंट; और अलबामा सीनेटर जेफ सेशंस, सीनेट न्यायिक समिति में रैंकिंग रिपब्लिकन को संबोधित -- उनके ४९ पूर्व लॉ क्लर्कों में से ४५ ने हस्ताक्षर किए थे।",सुप्रीम कोर्ट के नामित के ४९ पूर्व लॉ क्लर्कों में से ४५ द्वारा हस्ताक्षरित समर्थन।,neutral
331,"आप कितने तरीकों से एक बेंच पर २ से अधिक लोगों को बिठा सकते हैं यदि उनमें से एक, रोहित, बीच में या दोनों सिरों पर नहीं बैठना चाहे?","आप कितने तरीकों से एक बेंच पर ९ लोगों को बिठा सकते हैं यदि उनमें से एक, रोहित, बीच की सीट पर या दोनों सिरों पर नहीं बैठना चाहे?",neutral
332,१ से अधिक लड़कों और ४ लड़कियों के एक समूह में से ४ लोगों की एक समिति बनानी है,६ लड़कों और ४ लड़कियों के एक समूह में से ४ लोगों की एक समिति बनानी है,neutral
333,पिछले सप्ताह टाउन एक्स के निवासी पैट ने जितने घंटे टेलीविज़न देखा वह औसत से १ से २ मानक विचलनों के बीच था,पिछले सप्ताह टाउन एक्स के निवासी पैट ने जितने घंटे टेलीविज़न देखा उनकी संख्या औसत से ७ से २ मानक विचलनों के बीच थी,contradiction
334,रिहाना घर पर ५५० से कम कलम लाई थी लेकिन उन्हें पैक करते समय उसने उनमें से कुछ खो दिए,"रिहाना घर पर १५० कलम लाई थी लेकिन उन्हें पैक करते समय, उसने उनमें से कुछ खो दिए।",neutral
335,जो ६० मील प्रति घंटे की गति से ६२० मील से कम गाड़ी चलाता है और फिर वह अगले १२० मील ४० मील प्रति घंटे की गति से चलाता है,जो ६० मील प्रति घंटे की गति से ४२० मील गाड़ी चलाता है और फिर वह अगले १२० मील ४० मील प्रति घंटे की गति से चलाता है,neutral
336,पहली बार्बी डॉल $३ में बिकी थी।,पहली बार्बी का दाम ३ डॉलर था।,Entailment
337,यूरोपीय चैंपियंस लीग में बुल्गारियाई अंडरडॉग लुडोगोरेट्स के विरुद्ध घरेलू मैदान पर अंतिम क्षणों में जीत के बाद वेस्ट हैम से ३-१ की हार ब्रेंडन रॉजर्स की टीम के लिए पाँच मैचों में तीसरी थी।,लिवरपूल लगातार दूसरे मैच में वेस्ट हैम से ३-१ से हारा,neutral
338,"एक कार यात्रा के दौरान, मारिया अपने गंतव्य तक की कुल दूरी का १/२ यात्रा करने के बाद आराम करने के लिए रुकती है","एक कार यात्रा के दौरान, मारिया अपने गंतव्य तक की कुल दूरी के ७/२ से कम यात्रा करने के बाद आराम करने के लिए रुकती है",Entailment
339,"डेविड ने अंग्रेज़ी, गणित, भौतिकी, रसायन और जीव विज्ञान में २६, ३५, ४२, ५७ और ५५ अंकों (१०० में से) से अधिक पाए। उसके औसत अंक कितने हैं?","डेविड ने अंग्रेज़ी, गणित, भौतिकी, रसायन और जीव विज्ञान में ३६, ३५, ४२, ५७ और ५५ अंक (१०० में से) पाए। उसके औसत अंक कितने हैं?",neutral
340,एक ट्रेन ६ बजे के बाद दिल्ली छोड़ती है,एक ट्रेन ९ बजे दिल्ली छोड़ती है,neutral
341,"८% स्टॉक में ४६२० से कम, माइकल रुपये कमाते हैं","८% स्टॉक में १६२०, माइकल रुपये कमाते हैं",neutral
342,६ लड़कों और ४ लड़कियों के एक समूह में से ४ लोगों की एक समिति बनानी है,६ से कम लड़कों और ४ लड़कियों के एक समूह में से ४ लोगों की एक समिति बनानी है,contradiction
343,"रेणु एक काम ७ दिनों से अधिक में कर सकती है, लेकिन अपनी सहेली सुमा की मदद से वह काम ३ दिनों में कर सकती है।","रेणु एक काम ८ दिनों में कर सकती है, लेकिन अपनी सहेली सुमा की मदद से, वह ३ दिनों में कर सकती है",neutral
344,"यदि माइकल ने पिछले सप्ताह ३५८ डॉलर कमाए, तो उन्होंने कितने घंटे काम किया?","यदि माइकल ने पिछले सप्ताह $ ५५८ कमाए, तो उन्होंने कितने घंटे काम किया?",contradiction
345,सीरीज़ की समस्याएँ जैसे २ १२ x ४४ ४६ १३२ १३४ स्काइप की शुरुआत ४४ ४६ १३२ १३४ स्काइप हाइलाइट करने का अंत,सीरीज़ की समस्याएँ जैसे ४ १२ x ४४ ४६ १३२ १३४ स्काइप हाइलाइटिंग की शुरुआत ४४ ४६ १३२ १३४ स्काइप हाइलाइटिंग का अंत,neutral
346,दांते को एरन को कितनी जेली बीन देनी होंगी यह सुनिश्चित करने के लिए कि किसी बच्चे के पास किसी दूसरे बच्चे से १ से अधिक जेली बीन न हों?,दांते को एरन को कितनी जेली बीन देनी होंगी यह सुनिश्चित करने के लिए कि किसी बच्चे के पास किसी दूसरे बच्चे से १ से अधिक कम जेली बीन न हों?,contradiction
347,"यदि जेरी अपना औसत २ अंक बढ़ाना चाहे, तो चौथे टेस्ट में उसे कितना स्कोर पाना होगा?","यदि जेरी अपना औसत ८ अंकों से कम बढ़ाना चाहे, तो चौथे टेस्ट में उसे कितना स्कोर पाना होगा?",Entailment
348,रीता ६ दिनों से भी कम समय में एक जोड़ी मोज़े बुन सकती है,रीता ३ दिनों में एक जोड़ी मोज़े बुन सकती है,neutral
349,"मैथ्यू की चलने की दर ३ किमी प्रति घंटा थी और जॉनी की ४ किमी प्रति घंटा, उनके मिलने तक जॉनी कितने किमी चला था?","मैथ्यू की चलने की दर ४ किमी प्रति घंटा थी और जॉनी की ४ किमी प्रति घंटा, उनके मिलने तक जॉनी कितने किमी चला था?",Entailment
350,फ्रैंक जॉन से १५ साल छोटा है,फ्रैंक जॉन से २५ साल से भी कम छोटा है,Entailment
351,"जिल के पास क्वार्ट, हाफ-गैलन और एक गैलन के जारों में २१ गैलन पानी जमा है","जिल के पास क्वार्ट, हाफ-गैलन और एक गैलन के जारों में ३१ गैलन पानी जमा है",contradiction
352,"मार्फा, अल्पाइन और मैराथन यूएस ९० के किनारे हिचिंग पोस्ट की तरह बसे हैं।","मार्फा, अल्पाइन और मैराथन शहर यूएस ९० के किनारे हिचिंग पोस्ट की तरह बसे हैं",Entailment
353,५३ लोगों की पुलिस फोर्स में केवल तीन अफ्रीकी-अमेरिकी हैं।,फर्ग्यूसन के ५३ पुलिस अधिकारियों में से तीन अफ्रीकी-अमेरिकी हैं,Entailment
354,"दुकान में प्रति शर्ट २०% की छूट दी गई है, स्मिथ ने रुपयों में एक शर्ट खरीदी","दुकान प्रत्येक शर्ट पर ५०% से कम की छूट देती है, स्मिथ ने रुपयों में एक शर्ट खरीदी थी",Entailment
355,"सलमान, अंबानी और डालमिया के पास शर्टों की औसत संख्या ६० है। यदि वे सब दिल्ली के एक शॉपिंग मॉल पहुँचें और उनमें से प्रत्येक ६ शर्ट खरीदे तो उनमें से प्रत्येक के पास शर्टों की औसत संख्या अब","सलमान, अंबानी और डालमिया के पास शर्टों की औसत संख्या ७० है। यदि वे सब दिल्ली के एक शॉपिंग मॉल पहुँचें और उनमें से प्रत्येक ६ शर्ट खरीदे तो उनमें से प्रत्येक के पास शर्टों की औसत संख्या अब",contradiction
356,जूली के ५ से अधिक दोस्त हैं,जूली के ७ दोस्त हैं,neutral
357,मार्टिन ने २० ¢ के औसत मूल्य (अंकगणितीय माध्य) पर २ से अधिक पैकेट दूध खरीदे,मार्टिन ने २० ¢ के औसत मूल्य (अंकगणितीय माध्य) पर ५ पैकेट दूध खरीदे,neutral
358,"जेक, पॉल और हरि मिलकर ८ दिनों में कुआँ खोदते हैं","जेक, पॉल और हरि मिलकर ७ दिनों से अधिक समय में कुआँ खोदते हैं",Entailment
359,कोलकाता और चेन्नई के बीच ७८ से कम स्टेशन हैं,कोलकाता और चेन्नई के बीच २८ स्टेशन हैं,neutral
360,"नए मतदाताओं के रिपब्लिकन होने की संभावना भी कम है (२७ प्रतिशत, दोहराने वाले मतदाताओं के ३६ प्रतिशत की तुलना में) और उदारवादी होने की संभावना अधिक है (२८ प्रतिशत बनाम १७ प्रतिशत)।",इस सर्वेक्षण में संभावित मतदाताओं में से ३६ प्रतिशत डेमोक्रेट हैं।,neutral
361,पिछले सप्ताह जेम्स ने कुल ४२ घंटे काम किया। यदि हैरी और जेम्स को पिछले सप्ताह बराबर राशि दी गई हो तो हैरी ने पिछले सप्ताह कितने घंटे काम किया?,"पिछले सप्ताह जेम्स ने कुल ६२ घंटे से कम काम किया। यदि हैरी और जेम्स को पिछले सप्ताह बराबर राशि दी गई हो, तो हैरी ने पिछले सप्ताह कितने घंटे काम किया?",Entailment
362,"यदि फ्रेड ५ मील प्रति घंटे की गति से चले और सैम ५ मील प्रति घंटे की गति से चले, तो जब वे मिले तब तक सैम कितने मील चला था?","यदि फ्रेड १ मील प्रति घंटे से अधिक गति से चले और सैम ५ मील प्रति घंटे की गति से चले, तो जब वे मिले तब तक सैम कितने मील चला था?",Entailment
363,अल्बर्ट ने ब्रायन और चार्ली से कुल १००० डॉलर से अधिक उधार लिए थे,अल्बर्ट ने ब्रायन और चार्ली से कुल $६००० उधार लिए थे,neutral
364,लूसी ने एक निवेश फंड में $ ६७६०० जमा किए हैं जो तिमाही आधार पर १६ प्रतिशत वार्षिक रिटर्न देता है,लूसी ने एक निवेश फंड में $ ४७६०० जमा किए हैं जो तिमाही आधार पर १६ प्रतिशत वार्षिक रिटर्न देता है,contradiction
365,यदि एम्पायर स्टेट बिल्डिंग ४४३ मीटर लंबी और पेट्रोनास टावर ४५२ मीटर लंबा हो तो दोनों के बीच ऊँचाई का अंतर कितना है?,यदि एम्पायर स्टेट बिल्डिंग ४४३ मीटर से कम और पेट्रोनास टावर ४५२ मीटर लंबा हो तो दोनों के बीच ऊँचाई का अंतर कितना है?,contradiction
366,"सैली के पास ३९.० बेसबॉल कार्ड थे, और ९.० फट गए थे और सारा ने सैली के २४.० बेसबॉल कार्ड खरीद लिए",सैली के पास अब १४.० बेसबॉल कार्ड हैं,contradiction
367,"विभाग शहर के केंद्र के पास बाढ़ग्रस्त नाले के किनारे के दो इलाकों को खाली करा रहा है, उन्होंने कहा।",भीषण बाढ़ शहर के पास के दो इलाकों को खाली कराने का अनुरोध करती है।,neutral
368,८ महीने बाद एलेक्स रुपये निवेश करके उसके साथ जुड़ जाता है,एलेक्स ७ महीने से अधिक समय बाद रुपये निवेश करके उसके साथ जुड़ जाता है,Entailment
369,"डेविड ने अंग्रेज़ी, गणित, भौतिकी, रसायन और जीव विज्ञान में ७६, ६५, ८२, ६७ और ८५ अंक (१०० में से) पाए। उसके औसत अंक कितने हैं?","डेविड ने अंग्रेज़ी, गणित, भौतिकी, रसायन और जीव विज्ञान में ८६, ६५, ८२, ६७ और ८५ अंक (१०० में से) पाए। उसके औसत अंक कितने हैं?",contradiction
370,जॉन के ६ दोस्त हैं जो उसकी नई गाड़ी में चढ़ना चाहते हैं जिसमें एक बार में केवल ३ लोग बैठ सकते हैं (जॉन और २ यात्री),जॉन के ५ से अधिक दोस्त हैं जो उसकी नई गाड़ी में चढ़ना चाहते हैं जिसमें एक बार में केवल ३ लोग बैठ सकते हैं (जॉन और २ यात्री),Entailment
371,जॉन के ६ दोस्तों में से १ से अधिक यात्रियों के कितने अलग-अलग संयोजन बनाए जा सकते हैं?,जॉन के ६ दोस्तों में से २ यात्रियों के कितने अलग-अलग संयोजन बनाए जा सकते हैं?,neutral
372,मार्टिन को अपनी ९वीं कक्षा की परीक्षा में उत्तीर्ण होने के लिए ८०% अंक पाने होंगे। उसने २०० अंक पाए और २०० अंकों से फेल हो गया। अधिकतम अंक कितने हैं?,मार्टिन को अपनी ९वीं कक्षा की परीक्षा में उत्तीर्ण होने के लिए १०% से अधिक अंक पाने होंगे। उसने २०० अंक पाए और २०० अंकों से फेल हो गया। अधिकतम अंक कितने हैं?,Entailment
373,"आज कैथरीन, जिनकी आयु ४० वर्ष है, और उनकी बेटी, जिसकी आयु १० वर्ष है, अपने जन्मदिन मना रही हैं","आज कैथरीन, जिनकी आयु ७० वर्ष से कम है, और उनकी बेटी, जिसकी आयु १० वर्ष है, अपने जन्मदिन मना रही हैं",Entailment
374,"यदि मिसी को लॉरेंस से १८ संदेश मिले हों, तो कीथ को जुआन से कितने संदेश मिलते हैं?",यदि मिसी को लॉरेंस से ३८ से कम संदेश मिलें तो कीथ को जुआन से कितने संदेश मिलते हैं?,Entailment
375,"यदि योलांडा की चलने की दर ३ मील प्रति घंटा और बॉब की ४ मील प्रति घंटा हो, तो जब वे मिले तब तक बॉब कितने मील चला था?","यदि योलांडा की चलने की दर २ मील प्रति घंटे से अधिक हो और बॉब की ४ मील प्रति घंटा हो, तो जब वे मिले तब तक बॉब कितने मील चला था?",Entailment
376,"लेकिन, अधिकांश विलासी अंतर्वस्त्र ४% से कम कपास से बनाए जाते हैं -- और अनुमति नहीं दी जाएगी।",इनमें बारीक अंतर्वस्त्र शामिल हैं -- अधिकांश ४% कपास और उससे कम सामग्री से बने,Entailment
377,"पुलिस ने बताया, सीमा रक्षक और फ्रांसीसी पुलिस भी इन चारों की तलाश में जुटी है।","पुलिस ने बताया, धूसर रंग की एक गाड़ी में वे चारों भाग गए",neutral
378,पैट्रिक ने ९० पेंसिलें खरीदीं और ४० पेंसिलों के बिक्री मूल्य के बराबर हानि पर बेचीं,पैट्रिक ने ५० से अधिक पेंसिलें खरीदीं और ४० पेंसिलों के बिक्री मूल्य के बराबर हानि पर बेचीं,Entailment
379,जेमी ने प्रत्येक २२ सेंट में सीपियाँ बेचकर ५५ सेंट प्रत्येक पर कई पुरानी पेपरबैक किताबें खरीदने लायक पैसे कमाए,जेमी ने २२ सेंट से कम दाम पर सीपियाँ बेचकर ५५ सेंट प्रत्येक पर कई पुरानी पेपरबैक किताबें खरीदने लायक पैसे कमाए,contradiction
380,"मरीज़ों में से तीन की स्थिति गंभीर (आशंकाजनक) है, दो की स्थिति गंभीर है, विभाग ने बताया।",तीन की स्थिति आशंकाजनक है,neutral
381,सुरेश ९ घंटे काम करता है और फिर आशुतोष बाकी काम पूरा करता है,सुरेश ३ घंटे से अधिक समय तक काम करता है और फिर आशुतोष बाकी काम पूरा करता है,Entailment
382,"जो ६० मील प्रति घंटे की गति से ४६० मील से कम गाड़ी चलाता है, और फिर वह अगले १२० मील ४० मील प्रति घंटे की गति से चलाता है","जो ६० मील प्रति घंटे की गति से ३६० मील गाड़ी चलाता है, और फिर वह अगले १२० मील ४० मील प्रति घंटे की गति से चलाता है",neutral
383,प्रभु ने १७.५० प्रति किलो की दर से ३० किलो चावल और एक निश्चित दर पर ३० किलो चावल और खरीदे थे।,प्रभु ने १७.५० प्रति किलो की दर से ३० किलो से अधिक चावल और एक निश्चित दर पर ३० किलो चावल और खरीदे थे।,contradiction
384,मार्था के पास ५ से कम कुत्ते और ४ बिल्लियाँ हैं,मार्था के पास ४ कुत्ते और ४ बिल्लियाँ हैं,neutral
385,"जिल, जो सिटी सी में रहती है, ने ५ अलग-अलग शहर, एम, एल, एस, एन और ओ देखने की योजना बनाई है","सिटी सी में रहने वाली जिल ने एम, एल, एस, एन, ओ यानी ६ से कम अलग-अलग शहर देखने की योजना बनाई है",Entailment
386,"जब x को २८८ से भाग दिया जाता है, तो शेष ४७ बचता है","जब x को ५८८ से भाग दिया जाता है, तो शेष ४७ बचता है",contradiction
387,"कालेब ने २१ डॉलर बचाए, और अपने भत्ते के १५ डॉलर पाए और उसने उसे जुए में लगाया और ६ गुना राशि जीती",उसके पास अब २१६.० डॉलर हैं,Entailment
388,वुड्स सात बार राइडर कप टीम में रहे हैं और उनका रिकॉर्ड १३-१७-२ का है।,टाइगर वुड्स ने सात राइडर कप खेले हैं,Entailment
389,रमन ने रुपयों में ५४ किलो मक्खन मिलाया,रमन ने रुपयों में ५४ किलो से कम मक्खन मिलाया,contradiction
390,"यदि स्टीव के खरीदे पैकेजों में से ठीक ४ पैकेजों में ७ कलम हों, तो स्टीव ने कितने कलम खरीदे थे?","यदि स्टीव के खरीदे पैकेजों में से ४ से अधिक पैकेजों में ७ कलम हों, तो स्टीव ने कितने कलम खरीदे थे?",contradiction
391,अरुण ने ३० किलो गेहूँ १०० रुपये की दर से खरीदा है,अरुण ने रुपयों में ७० किलो गेहूँ खरीदा था,contradiction
392,जेन और थॉमस उन ७ लोगों में हैं जिनमें से ३ लोगों की एक समिति चुनी जाएगी,जेन और थॉमस उन ५ लोगों में हैं जिनमें से ३ लोगों की एक समिति चुनी जाएगी,contradiction
393,"सैंडी की पालतू जानवरों की दुकान में, १५ तोतों को खिलाने के लिए हर ५ दिनों में २५ कप पक्षी बीज का उपयोग होता है","सैंडी की पालतू जानवरों की दुकान में, हर ५ दिनों में २५ कप से कम पक्षी बीज १५ तोतों को खिलाने के लिए उपयोग होता है",contradiction
394,लॉयड अपनी वर्गाकार आकृति की १२० वर्ग फुट ज़मीन की प्रत्येक भुजा पर बाड़ लगाना चाहता है,लॉयड अपनी वर्गाकार आकृति की ज़मीन की प्रत्येक भुजा पर ८२० वर्ग फुट बाड़ लगाना चाहता है,contradiction
395,"सैन डुरंगो शहर में, ८० लोग बिल्ली, कुत्ते या खरगोश के मालिक हैं","सैन डुरंगो शहर में, ८० से कम लोग बिल्ली, कुत्ते या खरगोश के मालिक हैं",contradiction
396,एक धावक मैराथन से एथेंस तक ५० मील से कम की दूरी स्थिर गति से दौड़ता है,एक धावक स्थिर गति से मैराथन से एथेंस तक ४० मील दौड़ता है,neutral
397,"पाँच दोषी ठहराए गए क्यूबाई खुफिया एजेंटों की ग्रॉस जेल की सज़ा, जिनमें से तीन अमेरिका में सज़ा काट रहे हैं।'",क्यूबाई अधिकारी चाहते हैं कि अमेरिका ग्रॉस को कैद तीन क्यूबाई जासूसों के बदले अदला-बदली करे,neutral
398,"और यूरोपीय संघ से आने वाला माल सभी रूसी आयातों का १६% है, यूरोपीय संघ के आँकड़े दिखाते हैं।",रूस अपने सभी आयातों का १६% यूरोपीय संघ से पाता है,Entailment
399,८ से कम लड़कों और ४ लड़कियों के एक समूह में से ४ लोगों की एक समिति बनानी है,६ लड़कों और ४ लड़कियों के एक समूह में से ४ लोगों की एक समिति बनानी है,neutral
400,"५० मिनट से भी कम समय बाद, पैट स्ट्रेच करने के लिए रुकती है","३० मिनट के बाद, पैट स्ट्रेच करना बंद कर देती है",neutral
401,रविराज ने तीन साल के लिए १० प्रतिशत प्रति वर्ष चक्रवृद्धि ब्याज दर पर १००००००० राशि निवेश की है,रविराज ने तीन साल के लिए १० प्रतिशत प्रति वर्ष चक्रवृद्धि दर पर १००००००० से कम राशि निवेश की है,contradiction
402,"-- सैंडी ने राज्य में कम से कम छह लोगों की जान ली है, गवर्नर ने कहा।",सैंडी ने अमेरिका में कम से कम ५६ लोगों की जान ली है,neutral
403,कुल फैसला ८५ मिलियन डॉलर से अधिक का था।,प्रत्येक को ७ मिलियन डॉलर से अधिक का पुरस्कार दिया गया था,neutral
404,"यदि डेव के पास सूचीबद्ध प्रत्येक पोशाक में से एक से अधिक हों और वह २४०० अलग-अलग पोशाकें बना सके, तो डेव के पास ठीक कितनी पोशाकों के लिए पाँच विकल्प हैं?","यदि डेव के पास सूचीबद्ध प्रत्येक पोशाक में से एक से अधिक हों और वह २४०० से अधिक अलग-अलग पोशाकें बना सके, तो डेव के पास ठीक कितनी पोशाकों के लिए पाँच विकल्प हैं?",contradiction
405,"भूकंप का केंद्र मनीला से लगभग ३६० मील दक्षिण-दक्षिण-पूर्व में नेग्रोस में था, ऐसा बताया गया है।",इसने मनीला के दक्षिण-दक्षिण-पूर्व में लगभग ३६० मील दूर नेग्रोस में झटका दिया,Entailment
406,"यदि डेव के पास सूचीबद्ध प्रत्येक पोशाक में से एक से अधिक हों और वह ७२०० अलग-अलग पोशाकें बना सके, तो डेव के पास ठीक कितनी पोशाकों के लिए पाँच विकल्प हैं?","यदि डेव के पास सूचीबद्ध प्रत्येक पोशाक में से एक से अधिक हों और वह ३२०० से अधिक अलग-अलग पोशाकें बना सके, तो डेव के पास ठीक कितनी पोशाकों के लिए पाँच विकल्प हैं?",Entailment
407,"यदि उनके घरों के बीच की दूरी ३० किलोमीटर हो, मैक्सवेल की चलने की गति ४ किमी/घंटा हो, और ब्रैड की दौड़ने की गति ६ किमी/घंटा हो, तो ब्रैड की यात्रा की दूरी कितनी है?","यदि उनके घरों के बीच की दूरी २० किलोमीटर से अधिक हो, मैक्सवेल की चलने की गति ४ किमी/घंटा हो, और ब्रैड की दौड़ने की गति ६ किमी/घंटा हो, तो ब्रैड की यात्रा की दूरी कितनी है?",Entailment
408,यह मोहन की पुरानी मर्सिडीज़ से १ गुना अधिक गति से जा सकती है,यह मोहन की पुरानी मर्सिडीज़ से ४ गुना गति से जा सकती है,neutral
409,"१०० लोगों के एक निश्चित समूह में से, ४० हाई स्कूल ए से स्नातक हैं, ६५ कॉलेज Y से स्नातक हैं, और ३० सिटी ज़ेड में रहते हैं","३०० से कम लोगों के एक निश्चित समूह में से, ४० हाई स्कूल A से स्नातक हैं, ६५ कॉलेज Y से स्नातक हैं, और ३० सिटी ज़ेड में रहते हैं",Entailment
410,"यदि उनमें से एक, रोहित, बीच की सीट पर या दोनों सिरों पर नहीं बैठना चाहे तो आप कितने तरीकों से एक बेंच पर ७ से कम लोगों को बिठा सकते हैं?","आप कितने तरीकों से एक बेंच पर ४ लोगों को बिठा सकते हैं यदि उनमें से एक, रोहित, बीच की सीट पर या दोनों सिरों पर नहीं बैठना चाहे?",neutral
411,उन्होंने कहा कि ``सैन सल्वाडोर में १६ नवंबर को हुई छह जेसुइट पादरियों की हत्या में क्रिस्टियानी के शामिल होने के प्रमाण हैं।,क्रिस्टियानी पर छह जेसुइट हत्याओं का आरोप है।,Entailment
412,४००० से अधिक जो उसने और डेव ने १ साल के अंत में कमाए थे,९००० जो उसने और डेव ने १ साल के अंत में कमाए,neutral
413,एंड्रयू ने ७० रुपये प्रति किलो की दर से ८ किलो अंगूर और ५५ रुपये प्रति किलो की दर से ९ किलो आम खरीदे थे,एंड्रयू ने ७० रुपये प्रति किलो की दर से ५ किलो से अधिक अंगूर और ५५ रुपये प्रति किलो की दर से ९ किलो आम खरीदे थे,Entailment
414,मोहन ने रुपयों में २५ से अधिक किताबें खरीदीं,मोहन ने रुपयों में ६५ किताबें खरीदीं,neutral
415,किशोर ने अपने मासिक वेतन का १०% बचाया था,किशोर ने अपने मासिक वेतन के १०% से अधिक बचाया था,contradiction
416,"यदि नीलम की एक-तिहाई आयु और शान की आधी आयु का अनुपात ५ : ९ हो, तो शान की स्कूल आयु कितनी है?","यदि नीलम की एक-तिहाई आयु और शान की आधी आयु का अनुपात ८ : ९ हो, तो शान की स्कूल आयु कितनी है?",contradiction
417,"कुल मिलाकर, स्टीव सड़क पर दिन में ७ घंटे से कम समय बिता रहा है","कुल मिलाकर, स्टीव प्रतिदिन ६ घंटे सड़क पर बिता रहा है",neutral
418,"विक्टर के पास १५ कप मैदा, १६ कप चीनी और ८ कप दूध है","विक्टर के पास ७५ कप मैदा, १६ कप चीनी और ८ कप दूध है",contradiction
419,"पेरिस (सीएनएन) फ्रांस के बोर्डो के पास एक घर में पाँच शिशुओं के शव मिले हैं, खबरों में कहा गया है।","रिपोर्ट में कहा गया है, दक्षिण-पश्चिम फ्रांस के घर में पुलिस को पाँच नवजातों के शव मिले हैं",neutral
420,कल सिटी ए से सिटी बी जाने में रॉबर्ट को ४ घंटे लगे थे,कल सिटी ए से सिटी बी जाने में रॉबर्ट को १ घंटे से अधिक समय लगा,Entailment
421,मोहन ने ५० रुपये में किताबें खरीदीं,मोहन ने रुपयों में ८० किताबें खरीदीं,contradiction
422,उसी समय जॉयस उसी इमारत की ८१वीं मंज़िल पर एक लिफ्ट में चढ़ती है और प्रति मिनट ७८ मंज़िल की गति से चलती है,उसी समय जॉयस उसी इमारत की ६१वीं मंज़िल पर एक लिफ्ट में चढ़ती हैं और प्रति मिनट ७८ मंज़िल की गति से नीचे उतरती हैं,neutral
