Q No.,Question,Answer
360,"গ্যাব্রিয়েলা দুপুর ১২টায় স্কুলে যায়। মঙ্গলবার, গ্যাব্রিয়েলার ক্লাসগুলি নিম্নলিখিত ক্রমে হয়: গণিত, ইতিহাস, ভূগোল, বিজ্ঞান এবং সঙ্গীত৷ এইমাত্র গ্যাব্রিয়েলার গণিত ক্লাস শেষ হয়েছে। আপনি কি এখন বিকালের সময় অনুমান করতে পারেন?",১
361,লেভি বোর্ডে প্রতিটি স্বরবর্ণ লিখেছিলেন। যদি প্রতিটি স্বরবর্ণ ৩ বার লেখা হয়। বোর্ডে মোট কতটি বর্ণমালা লেখা ছিল?,৩৩
362,লিওনার্দো একটি চকলেট কিনতে চায়। চকলেটের দাম ৫ টাকা আর লিওনার্দোর পকেটে আছে মাত্র ৪ টাকা। তিনি তার বন্ধুর কাছ থেকে ৫৯ পয়সা ধার নিয়েছিলেন। একটি চকলেট কিনতে লিওনার্দোর এখন আর কত পয়সা লাগবে?,৪১
363,"হাইকিং দলকে প্রত্যেক অংশগ্রহণকারীর জন্য গ্লাভসের ব্যবস্থা করতে হবে। মোট অংশগ্রহণকারীদের সংখ্যা ৮২ হলে, হাইকিং টিমের সর্বনিম্ন কত সংখ্যক গ্লাভস ব্যবস্থা করতে হবে?",১৬৪
364,একটি খামারে ৩২টি প্রাণীর পা এবং মোট ১২টি প্রাণী রয়েছে। কিছু মুরগি আর কিছু গরু। মুরগির সংখ্যা নির্ণয় কর।,৮
365,"ইসাবেলা এমন একটি স্কুলে অধ্যয়ন করে যেখানে একবার ক্লাস শুরু হলে আবার ক্লাস শেষ হলে ঘণ্টা বেজে ওঠে। প্রতি ক্লাসের পর ১৫ মিনিটের বিরতি থাকে। সোমবার, ইসাবেলার ক্লাসগুলি হল: গণিত, ইতিহাস, ভূগোল, বিজ্ঞান এবং সঙ্গীত৷ এই মুহূর্তে ইসাবেলা তার বিজ্ঞান ক্লাসে আছে। এতক্ষণে কতবার বেজেছে?",৭
366,"জোসেফ ভেগাসে বেড়াতে যাচ্ছে। যেহেতু পোকার এবং অন্যান্য তাসের খেলা আজকাল জনপ্রিয় হয়ে উঠেছে, জোসেফ যাত্রার জন্য ৪টি তাসের ডেক রাখার সিদ্ধান্ত নিয়েছে। তার মোট কতটি কার্ড আছে?",২০৮
367,"হাইকিং দলকে প্রত্যেক অংশগ্রহণকারীর জন্য গ্লাভসের ব্যবস্থা করতে হবে। মোট অংশগ্রহণকারীদের সংখ্যা ৬৩ হলে, হাইকিং টিমের সর্বনিম্ন কত সংখ্যক গ্লাভস ব্যবস্থা করতে হবে?",১২৬
368,বর্গাকার একটি পার্কের চারপাশে বেড়া দেওয়ায় মোট খরচ ছিল ২২৪ টাকা। প্রতিটি পাশে বেড়া দিতে কত টাকা খরচ হয়?,৫৬
369,ছেলেদের একটি দল পোকার খেলার সিদ্ধান্ত নিয়েছে এবং ২টি কার্ড দূরে রাখবে। তারা কয়টি তাস নিয়ে খেলছিলো?,৫০
370,স্টেলা এবং কার্টার দাবা খেলার সিদ্ধান্ত নিয়েছিলেন কিন্তু দেখতে পান যে ৮ টি গুটি অনুপস্থিত। কতটি গুটি ছিল?,২৪
371,"লিরা ১৩ বছর বয়সে জন্মদিনে একটি সংস্থাকে ৫ হাজার টাকা দান করা শুরু করে। গতকাল, লিরার ৩৩ বছর বয়স হয়। এখন পর্যন্ত লিরা কত হাজার টাকা দান করেছে?",১০৫
372,আয়ান প্রতিদিন একটি পয়সা সঞ্চয় করতে শুরু করে। কত দিন পর তিনি মোট ৪ টাকা সঞ্চয় করতেন?,৪০০
373,"একটি দোকানে, জেডেন দেখতে পান যে নতুন এবং আকর্ষণীয় ডিজাইনের জুতা বিনামূল্যে পাওয়া যায়। জেডেন সব কিছু নিতে ৩১ সংখ্যক বন্ধু নিয়ে এসেছিল। কত জোড়া জুতা ছিল?",৩২
374,আইভী দেখেন যে তার ঘরে ৪টি মাকড়সা রয়েছে। মাকড়সার পায়ের মোট সংখ্যা কত?,৩২
375,"বিশ্বকাপের উদ্বোধনী অনুষ্ঠানে, সমস্ত দলের অধিনায়ক এবং সহ-অধিনায়কদের আমন্ত্রণ জানানো হয় এবং স্বাগত উপহার দেওয়া হয়। এবারের বিশ্বকাপে ৭টি দল অংশ নিলে এই আসরের জন্য কত উপহারের প্রয়োজন?",১৪
376,হান্টার ৫৫ মিনিট ফুটবল খেলেন এবং তারপর ৫০ মিনিট বাসকেটবল খেলেন। তিনি কত ঘন্টা খেলেন?,১.৭৫
377,অ্যামেলিয়া ৬টি অভিন্ন ঘনকাকৃতির বস্তুর সমস্ত বাইরের তল এঁকেছেন। অ্যামেলিয়ার আঁকা তলের মোট সংখ্যা কত?,৩৬
378,"পোকার এবং অন্যান্য তাসের খেলা আজকাল জনপ্রিয় হয়ে উঠেছে, তাই এলিজা যাত্রার জন্য ৬ ডেক তাস রাখার সিদ্ধান্ত নেন। তার মোট কতটি কার্ড আছে?",৩১২
379,হাত ও পায়ের বুড়ো আঙ্গুলসহ আঙ্গুলের নখ ছেঁটে ফেলতে হবে। একটি নখ কাটা হলে নেইলকাটার একটি বিশেষ ধরনের শব্দ করে। ৫ জনের সব আঙ্গুলের জন্য এই শব্দটি কতবার হবে?,১০০
380,যদি দুই শহরের মধ্যে দূরত্ব হয় ৮৭ মাইল। কেনেডি এই ডাইট্যান্সটি কভার করতে ৫ ঘন্টা সময় নেয়। কেনেডি ৪ রাউন্ড ট্রিপ নিতে কত ঘন্টা লাগবে?,৪০
381,"ক্লেয়ার একটি কাছাকাছি পশু খামারে যাওয়ার সিদ্ধান্ত নেয় যেখানে মোট ১৯টি প্রাণী রয়েছে। সে প্রবেশদ্বারের কাছে একটি সারিতে দাঁড়িয়ে আছে, গেট থেকে সে খামারের পশুদের পা দেখতে পেল এবং সে গণনা করে মোট পায়ের সংখ্যা ৫৬টি। সে ইতিমধ্যেই জানে যে এই খামারে শুধু হাঁস এবং ঘোড়া রয়েছে। এ তথ্য থেকে হাঁসের সংখ্যা বের করা",১০
382,"ওয়াইট মার্চ মাসে একটি স্কুলের প্রধান শিক্ষক হন। ওয়াইট একই বছর ডিসেম্বরে অবসর নেন। কোন সময়ের জন্য, ওয়াইট প্রধান শিক্ষকের কাজ সম্পাদন করেছিলেন?",৯
383,পার্কারের একটি কাজ আছে যা তাকে প্রতিদিন ৬৩ টাকা দেয় এবং সে প্রতিদিন কাজ করে। ৬ সপ্তাহে পার্কার দ্বারা উপার্জিত অর্থের পরিমাণ গণনা করুন,২৬৪৬
384,"সোফিয়া এবং ক্লোয়ে একটি দাবা খেলা খেলছে, তারা যথাক্রমে ৫ এবং ১টি প্যান হারিয়েছে। গেমটিতে বাকি থাকা প্যানগুলির মোট সংখ্যা খুঁজুন",১০
385,নোভা প্রতি মাসে দাতব্য প্রতিষ্ঠানে ১৭০৭ টাকা দান করে। এক বছরে তার মোট দানের হিসাব করুন।,২০৪৮৪
386,এলেনা সকাল ২ টায় তার ল্যাবে পৌঁছেন এবং ১৯ ঘন্টা ল্যাবে কাটিয়েছেন। এলিনা কখন সন্ধ্যায় ল্যাব থেকে ফিরেছিল?,৯
387,"লিঙ্কন বুঝতে পারেন যে যখনই ঘড়ির কাঁটা ৭টা বাজে, তিনি একটি ট্রেনে অফিসে যাচ্ছেন বা ফিরছেন। লিঙ্কন যদি বাড়ি থেকে অফিসে যাওয়ার জন্য ১৬ টাকা দেয়, লিঙ্কন ৯ কার্যদিবসের জন্য ভ্রমণে কত খরচ করেন?",২৮৮
388,ছেলেদের একটি দল জুজু খেলার সিদ্ধান্ত নিয়েছে এবং ৭টি কার্ড দূরে রেখেছে। তারা যে তাসের সাথে খেলছিল তার গণনা খুঁজুন।,৪৫
389,একটি ফুটবল দল প্রতিদিন ৫ ঘণ্টা অনুশীলন করে। চলতি সপ্তাহে ১ দিন বৃষ্টির কারণে অনুশীলন করতে পারেনি তারা। তারা এই সপ্তাহে মোট কত ঘন্টা অনুশীলন করেছে তা খুঁজুন,৩০
390,আনা প্রতিদিন কাজ করে এবং সাপ্তাহিক ভিত্তিতে ১৩৭৯ টাকা বেতন পান। আন্না যদি এই সপ্তাহে ২ দিন কাজে না যান তবে তার কাটা বেতন খুঁজুন,৯৮৫
391,জোশুয়া মে মাসে একটি স্কুলের প্রধান শিক্ষক হন। একই বছরে অবসর নেওয়ার আগে জোশুয়া ২ মাস প্রধান শিক্ষক ছিলেন। জোশুয়া কোন মাসে অবসর গ্রহণ করেন?,জুলাই
392,ভোর ৪টায় বোস্টন থেকে যাত্রা শুরু করে সন্ধ্যা ৮টায় শিকাগো পৌঁছাই। আমার যাত্রা সময় কি ছিল?,১৬
393,একটি গ্যারেজে ১৪টি বাইকের চাকা রয়েছে। তিনি ১৪টি চাকা ব্যবহার করে কয়টি বাইক একত্র করতে পারেন?,৭
394,একটি নখ কাটা হলে নেইলকাটার একটি বিশেষ ধরনের শব্দ করে। ৭ জনের সব আঙ্গুলের জন্য এই শব্দটি কতবার হবে?,১৪০
395,লিওনার্দো ফ্রেশ হতে এক ঘন্টার এক-পঞ্চমাংশ সময় নেয়। সে কত মিনিটের জন্য নেয়?,১২
396,নেভাহ ৭০ মি/সেকেন্ড গতিতে চলে। সে ৩ মিনিটে কত কিমি অতিক্রম করতে পারে?,১২.৬০
397,"মাতের এপ্রিল মাসে নিজের দেশ ছেড়েছিলেন, জুলাই মাসে একই তারিখে ফিরে আসার আগে কয়েক মাস অস্ট্রেলিয়ায় ছিলেন। মাতের কত মাস অস্ট্রেলিয়ায় ছিলেন?",৩
398,একটি খামারে ৪৮টি পশুর পা এবং মোট ১৫টি প্রাণী রয়েছে। কিছু হাঁস আর কিছু ঘোড়া। ঘোড়ার সংখ্যা নির্ণয় কর।,৯
399,যদি গ্রেসন এই সপ্তাহে জ্বালানিতে ৪০ টাকা খরচ করে। যদি একবার জ্বালানি নিতে খরচ হয় ১০ টাকা। তিনি কতবার জ্বালানি নিয়েছিলেন?,৪
400,দাবা খেলায় অড্রে ৬ টি গুটি এবং টমাস ৫ টি গুটি হারিয়েছে। দাবা বোর্ডে মোট কতটি গুটি ছিল?,২১
401,জোসেফাইন প্রতিদিন দশটি পয়সা সঞ্চয় করতে শুরু করে। কত দিন পর তিনি মোট ২ টাকা সঞ্চয় করতেন?,২০
402,জেসন ৪৬০ মি/সেকেন্ড গতিতে দৌড়ায়। সে ৩৮ সেকেন্ডে কত কিমি অতিক্রম করতে পারে?,১৭.৪৮
403,অ্যাডলিনের একটি কাজে প্রতি ঘন্টায় ১২ টাকা পায়। তিনি দিনে ৯ ঘন্টা এবং সপ্তাহে ৫ দিন কাজ করেন। ৭ সপ্তাহে অ্যাডলিন কত আয় করবে?,৩৭৮০
404,"মাসের শেষের দিকে, ক্লেয়ার মার্চের তার খরচ হিসাব করছিলেন। তিনি দেখতে পান যে তিনি ভাত খেতে মোট ৩৪১ টাকা ব্যয় করেছেন। তিনি প্রতিদিন কত টাকার ভাত খেয়েছিলেন?",১১
405,"অ্যাডামকে প্রতিদিন ডায়াবেটিস ক্যাপসুল খাওয়ার পরামর্শ দেওয়া হয়। জুলাই মাসে, তিনি ৪ দিন ক্যাপসুল খেতে ভুলে যান। জুলাই মাসে তিনি মোট কয়টি ক্যাপসুল খেয়েছিলেন?",২৭
406,"৪:১২ টায় কাদের এর ল্যাপটপ সম্পূর্ণরূপে চার্জ হওয়ার পর, কাদের একটি ৭ ঘন্টা সিরিজ দেখা শুরু করে, কাদের সিনেমা দেখতে থাকে যতক্ষণ না কাদের এর ল্যাপটপের ব্যাটারিটি ১০:৪৩ pm এ সম্পূর্ণভাবে চার্জ শেষ হয়ে যায়। কাদেরের কত মিনিট মুভি দেখার বাকি আছে?",২৯
407,জীববিজ্ঞানের শিক্ষক লক্ষ্য করেন যে জুলিয়া ক্লাসে মনোযোগ দিচ্ছে না এবং তাকে পরীক্ষাগারে পোকামাকড়ের সংখ্যা জানাতে বলে যদি মোট ৩০টি পোকা পা থাকে। জুলিয়ার উত্তর কি হওয়া উচিত?,৫
408,শরৎ রাত ৯টায় যাত্রা শুরু করে। সে রাতভর ভ্রমণ করে পরদিন সকাল ৭টায় তার গন্তব্যে পৌঁছান। মোট ভ্রমণের সময়কাল কত ঘন্টা?,১০
409,একটি খামারে ১৬টি প্রাণী রয়েছে। কিছু হাঁস আর কিছু ঘোড়া। মোট প্রাণীদের ৫০টি পা রয়েছে। হাঁসের সংখ্যা কত?,৭
410,অলিভার সকাল ৭টায় তার ল্যাবে পৌঁছেন এবং ১৩ ঘন্টা ল্যাবে কাটিয়েছেন। অলিভার সন্ধ্যায় কয়টায় ল্যাব থেকে ফিরেছিল?,৮
