Q No.,Question,Answer
495,একটি আয়তাকার ঘরের পরিসীমা একটি বর্গাকার পরীসীমার সমান। আয়তাকার ঘরের দৈর্ঘ্য প্রস্থের ৩ গুণ। প্রতি বর্গমিটারে ৭৫ টাকা দরে ঘরের মেঝে কার্পেট দিয়ে মুড়তে মোট ১১০২৫ টাকা ব্যয় হয়। ৪০ সে.মি. বর্গাকার টাইলস দ্বারা বর্গাকার ঘরের মেঝে ঢাকতে কয়টি টাইলস লাগবে ?,১৬০০
496,একটি আয়তাকার ক্ষেত্রের দৈর্ঘ্য প্রস্থের ৩ গুণ। এর চারদিকে একবার প্রদক্ষিণ করলে ১ কিলোমিটার হাঁটা হয়। আয়তাকার ক্ষেত্রটির দৈর্ঘ্য নির্ণয় কর।,৩৭৫
497,একটি আয়তাকার ক্ষেত্রের দৈর্ঘ্য প্রস্থের ৩ গুণ। এর চারদিকে একবার প্রদক্ষিণ করলে ১ কিলোমিটার হাঁটা হয়। আয়তাকার ক্ষেত্রটির প্রস্থ নির্ণয় কর।,১২৫
498,প্রতি মিটার ১০০ টাকা দরে ১০০ মিটার লম্বা ও ৫০ মিটার চওড়া একটি আয়তাকার পার্কের চারিদিকে বেড়া দিতে কত খরচ লাগবে ?,৩০০০০
499,একটি সামান্তরিক ক্ষেত্রের ভূমি ৪০ মিটার ও উচ্চতা ৫০ মিটার। এর ক্ষেত্রফল নির্ণয় কর।,২০০০
500,একটি ঘনকের একধারের দৈর্ঘ্য ৪ মিটার। ঘনকটির তলগুলোর ক্ষেত্রফল নির্ণয় কর।,৯৬
501,যোসেফ তাঁর এক খন্ড জমিতে ৫০০ কে.জি ৭০০ গ্রাম আলু উৎপাদন করেন। তিনি একই ক্ষেত্রফলবিশিষ্ট ১১ খন্ড জমিতে কত কেজি আলু উৎপাদন করেন ?,৫৫০৭.৭০
502,পরশের ১৬ একর জমিতে ২৮ মেট্রিকটন ধান উৎপন্ন হয়েছে। তাঁর প্রতি একর জমিতে কত কেজি ধান উৎপন্ন হয়েছে?,১৭৫০
503,এক ব্যবসায়ী কোনো একদিন ২০ কে.জি. ৪০০ গ্রাম ডাল বিক্রয় করেন। এ হিসাবে কী পরিমাণ ডাল তিনি এক মাসে বিক্রয় করবেন ?,৬১২
504,"একখন্ড জমিতে কোনো একদিন ২০ কে.জি. ৮৫০ গ্রাম সরিষা উৎপন্ন হলে, অনুরূপ ৭ খন্ড জমিতে মোট কত কেজি সরিষা উৎপন্ন হবে?",১৪৫.৯৫
505,"একটি মগের ভিতরের আয়তন ১৫০০ ঘন সেন্টিমিটার হলে, ২৭০ লিটারে কত মগ পানি হবে?",১৮০
506,এক ব্যবসায়ী কোনো একদিন ১৮ কে.জি. ৩০০ গ্রাম চাল এবং ৫ কে.জি. ৭৫০ গ্রাম লবণ বিক্রয় করেন। এ হিসাবে মাসে তিনি কত কেজি চাল বিক্রয় করেন?,৫৪৯
507,এক ব্যবসায়ী কোনো একদিন ১৮ কে.জি. ৩০০ গ্রাম চাল এবং ৫ কে.জি. ৭৫০ গ্রাম লবণ বিক্রয় করেন। এ হিসাবে মাসে তিনি কত কেজি লবণ বিক্রয় করেন?,১৭২.৫০
508,"কোনো পরিবারে দৈনিক ১.২৫ লিটার দুধ লাগে। প্রতি লিটার দুধের দাম ৫২ টাকা হলে, ঐ পরিবারে ৩০ দিনে কত টাকার দুধ লাগবে?",১৯৫০
509,"একটি আয়তাকার বাগানের দৈর্ঘ্য ও প্রস্থ যথাক্রমে ৬০ মিটার, ৪০ মিটার। এর ভিতরে চতুর্দিকে ২ মিটার চওড়া রাস্তা আছে। রাস্তাটির ক্ষেত্রফল নির্ণয় কর।",৩৮৪
510,"একটি ঘরের দৈর্ঘ্য, প্রস্থের ৩ গুণ। প্রতি বর্গমিটারে ৭.৫০ টাকা দরে ঘরের মেঝে কার্পেট দিয়ে মুড়তে মোট ১১০২.৫০ টাকা ব্যয় হয়। ঘরটির দৈর্ঘ্য নির্ণয় কর।",২১
511,"একটি ঘরের দৈর্ঘ্য, প্রস্থের ৩ গুণ। প্রতি বর্গমিটারে ৭.৫০ টাকা দরে ঘরের মেঝে কার্পেট দিয়ে মুড়তে মোট ১১০২.৫০ টাকা ব্যয় হয়। ঘরটির প্রস্থ নির্ণয় কর।",৭
512,অহনা একটি পরীক্ষায় ইংরেজিতে ও গণিতে মোট ১৭৬ নম্বর পেয়েছে এবং ইংরেজি অপেক্ষা গণিতে ১০ নম্বর বেশি পেয়েছে। সে ইংরেজিতে কত নম্বর পেয়েছে।,৮৩
513,অহনা একটি পরীক্ষায় ইংরেজিতে ও গণিতে মোট ১৭৬ নম্বর পেয়েছে এবং ইংরেজি অপেক্ষা গণিতে ১০ নম্বর বেশি পেয়েছে। সে গণিতে কত নম্বর পেয়েছে।,৯৩
514,শ্যামল দোকান থেকে কিছু কলম কিনল। সেগুলোর ১/২ অংশ তার বোনকে ও ১/৩ অংশ তার ভাইকে দিল। তার কাছে আর ৫টি কলম রইল। শ্যামল কয়টি কলম কিনেছিল?,৩০
515,একটি বাস ঘন্টায় ২৫ কি.মি. গতিবেগে ঢাকার গাবতলী থেকে আরিচা পৌছাল। আবার বাসটি ঘন্টায় ৩০ কি.মি. গতিবেগে আরিচা থেকে গাবতলী ফিরে এল। যাতায়াতে বাসটির মোট ৫ ১/২ ঘন্টা সময় লাগল। গাবতলী থেকে আরিচার দুরত্ব কত ?,৭৫
516,কোন সংখ্যার দ্বিগুণের সাথে ৫ যোগ করলে যোগফল ২৫ হবে ?,১০
517,কোন সংখ্যা থেকে ২৭ বিয়োগ করলে বিয়োগফল -২১ হবে?,৬
518,কোন সংখ্যার এক-তৃতীয়াংশ ৪ এর সমান হবে?,১২
519,কোন সংখ্যা থেকে ৫ বিয়োগ করলে বিয়োগফলের ৫ গুণ সমান ২০ হবে?,৯
520,কোন সংখ্যার অর্ধেক থেকে তার এক-তৃতীয়াংশ বিয়োগ করলে বিয়োগফল ৬ হবে?,৩৬
521,তিনটি ক্রমিক স্বাভাবিক সংখ্যার সমষ্টি ৬৩ হলে। বড় সংখ্যাটি বের কর।,২২
522,তিনটি ক্রমিক স্বাভাবিক সংখ্যার সমষ্টি ৬৩ হলে। ছোট সংখ্যাটি বের কর।,২০
523,দুইটি সংখ্যার যোগফল ৫৫ এবং বড় সংখ্যাটির ৫ গুণ ছোট সংখ্যাটির ৬ গুণের সমান। বড় সংখ্যাটি বের কর।,৩০
524,দুইটি সংখ্যার যোগফল ৫৫ এবং বড় সংখ্যাটির ৫ গুণ ছোট সংখ্যাটির ৬ গুণের সমান। ছোট সংখ্যাটি বের কর।,২৫
525,"গীতা, রিতা ও মিতার একত্রে ১৮০ টাকা আছে। রিতার চেয়ে গীতার ৬ টাকা কম ও মিতার ১২ টাকা বেশি আছে। গীতার কত টাকা আছে?",৫২
526,"গীতা, রিতা ও মিতার একত্রে ১৮০ টাকা আছে। রিতার চেয়ে গীতার ৬ টাকা কম ও মিতার ১২ টাকা বেশি আছে। রিতার কত টাকা আছে?",৫৮
527,"গীতা, রিতা ও মিতার একত্রে ১৮০ টাকা আছে। রিতার চেয়ে গীতার ৬ টাকা কম ও মিতার ১২ টাকা বেশি আছে। মিতার কত টাকা আছে?",৭০
528,"একটি খাতা ও একটি কলমের মোট দাম ৭৫ টাকা। খাতার দাম ৫ টাকা কম ও কলমের দাম ২ টাকা বেশি হলে, খাতার দাম কলমের দামের দ্বিগুণ হতো। খাতার দাম কত?",৫৩
529,"একটি খাতা ও একটি কলমের মোট দাম ৭৫ টাকা। খাতার দাম ৫ টাকা কম ও কলমের দাম ২ টাকা বেশি হলে, খাতার দাম কলমের দামের দ্বিগুণ হতো। কলমের দাম কত?",২২
530,"একজন ফলবিক্রেতার মোট ফলের ১/২ অংশ আপেল, ১/৩ অংশ কমলালেবু ও ৪০ টি আম আছে। তার নিকট মোট কতগুলো ফল আছে?",২৪০
531,পিতার বর্তমান বয়স পুত্রের বর্তমান বয়সের ৬ গুণ। ৫ বছর পর তাদের বয়সের সমষ্টি হবে ৪৫ বছর। পিতার বর্তমান বয়স কত?,৩০
532,পিতার বর্তমান বয়স পুত্রের বর্তমান বয়সের ৬ গুণ। ৫ বছর পর তাদের বয়সের সমষ্টি হবে ৪৫ বছর। পুত্রের বর্তমান বয়স কত?,৫
533,"লিজা ও শিখার বয়সের অনুপাত ২:৩। তাদের দুইজনের বয়সের সমষ্টি ৩০ বছর হলে, লিজার বয়স কত?",১২
534,"লিজা ও শিখার বয়সের অনুপাত ২:৩। তাদের দুইজনের বয়সের সমষ্টি ৩০ বছর হলে, শিখার বয়স কত?",১৮
535,একটি ক্রিকেট খেলায় ইমন ও সুমনের মোট রানসংখ্যা ৫৮। ইমনের রানসংখ্যা সুমনের রানসংখ্যার দ্বিগুণের চেয়ে ৫ রান কম। ঐ খেলায় ইমনের রানসংখ্যা কত?,৩৭
536,একটি ট্রেন ঘন্টায় ৩০ কি.মি. বেগে চলে কমলাপুর স্টেশন থেকে নারায়নগঞ্জ স্টেশনে পৌঁছাল। ২৫ কি.মি. হলে ১০ মিনিট সময় বেশি লাগত। দুই স্টেশনের মধ্যে দূরত্ব কত?,২৫
537,একটি আয়তাকার জমির দৈর্ঘ্য প্রস্থের তিনগুণ এবং জমিটির পরিসীমা ৪০ মিটার। জমিটির দৈর্ঘ্য নির্ণয় কর।,১৫
538,একটি আয়তাকার জমির দৈর্ঘ্য প্রস্থের তিনগুণ এবং জমিটির পরিসীমা ৪০ মিটার। জমিটির প্রস্থ নির্ণয় কর।,৫
539,একজন দোকানদার প্রতি হালি ডিম ২৫ টাকা দরে ক্রয় করে প্রতি ২ হালি ৫৬ টাকা দরে বিক্রয় করলে তাঁর শতকরা কত ভাগ লাভ হবে ?,১২
540,একটি ছাগল ৮% ক্ষতিতে বিক্রয় করা হলো। ছাগলটি আরও ৮০০ টাকা বেশি মূল্যে বিক্রয় করলে ৮% লাভ হতো। ছাগলটির ক্রয়মূল্য নির্ণয় কর।,৫০০০
541,"রমিজ সাহেব ব্যাংকে ৫০০০ টাকা জমা রাখলেন এবং ঠিক করলেন যে, আগামী ৬ বছর তিনি ব্যাংক থেকে টাকা উঠাবেন না। ব্যাংকের বার্ষিক মুনাফা ১০% হলে, ৬ বছর পর তিনি মুনাফা কত পাবেন ? ",৩০০০
542,"রমিজ সাহেব ব্যাংকে ৫০০০ টাকা জমা রাখলেন এবং ঠিক করলেন যে, আগামী ৬ বছর তিনি ব্যাংক থেকে টাকা উঠাবেন না। ব্যাংকের বার্ষিক মুনাফা ১০% হলে, ৬ বছর পর মুনাফা-আসল কত হবে ?",৮০০০
543,শতকরা বার্ষিক ৮ ১/২ টাকা মুনাফায় কত টাকার ৬ বছরের মুনাফা ২৫৫০ টাকা হবে ?,৫০০০
544,শতকরা বার্ষিক কত টাকা মুনাফায় ৩০০০ টাকার ৫ বছরের মুনাফা ১৫০০ টাকা কত হবে ?,১০
545,"কোনো আসল ৩ বছরে মুনাফা-আসলে ৫৫০০ টাকা হয়। মুনাফা, আসলের ৩/৮ অংশ হলে, আসল নির্ণয় কর।",৪০০০
546,"কোনো আসল ৩ বছরে মুনাফা-আসলে ৫৫০০ টাকা হয়। মুনাফা, আসলের ৩/৮ অংশ হলে, শতকরা মুনাফার হার কত টাকা।",১২.৫০
547,বার্ষিক ১২% মুনাফায় কত বছরে ১০০০০ টাকার মুনাফা ৪৮০০ টাকা হবে ?,৪
548,"একটি পণ্যদ্রব্য বিক্রয় করে পাইকারি বিক্রেতার ২০% এবং খুচরা বিক্রেতার ২০% লাভ হয়। যদি দ্রব্যটির খুচরা বিক্রয়মূল্য ৫৭৬ টাকা হয়,তবে পাইকারি বিক্রেতার ক্রয়মূল্য কত?",৪০০
549,একজন দোকানদার কিছু ডাল ২৩৭৫.০০ টাকায় বিক্রয় করায় তার ৫% ক্ষতি হলো। ঐ ডাল কত টাকায় বিক্রয় করলে তার ৬% লাভ হতো ?,২৬৫০
550,৩০ টাকায় ১০ টি দরে ও ১৫ টি দরে সমান সংখ্যক কলা ক্রয় করে সবগুলো কলা ৩০ টাকায় ১২টি দরে বিক্রয় করলে শতকরা কত লাভ বা ক্ষতি হবে ?,০
551,"বার্ষিক শতকরা মুনাফার হার ১০.৫০ টাকা হলে, ২০০০ টাকার ৫ বছরের মুনাফা কত হবে ?",১০৫০
552,"বার্ষিক মুনাফা শতকরা ১০ টাকা থেকে কমে ৮ টাকা হলে, ৩০০০ টাকার ৩ বছরের মুনাফা কত কম হবে ?",১৮০
553,বার্ষিক শতকরা কত টাকা মুনাফায় কোনো আসল ৮ বছরে মুনাফা-আসলে ১৮৮৫০ টাকা হবে ?,৯
554,"বার্ষিক শতকরা মুনাফা কত টাকা হলে, ১৩০০০ টাকা ৫ বছরে মুনাফা-আসলে দ্বিগুণ হবে ?",১২.৫০
555,"৬৫০০ টাকা যে হার মুনাফায় ৪ বছরে মুনাফা-আসলে ৮৮৪০ টাকা হয়, ঐ একই হার মুনাফায় কত টাকা ৪ বছরে মুনাফা-আসলে ১০২০০ টাকা হবে ?",৭৫০০
556,"রিয়াজ সাহেব কিছু টাকা ব্যাংকে জমা রেখে ৪ বছর পর ৪৭৬০ টাকা মুনাফা পান। ব্যাংকের বার্ষিক মুনাফার হার ৮.৫০ টাকা হলে, তিনি ব্যাংকে কত টাকা জমা রেখেছিলেন ?",১৪০০০
557,"শতকরা বার্ষিক যে হারে কোনো মূলধন ৬ বছরে মুনাফা- মূলধনে দ্বিগুণ হয়, সেই হারে কত টাকা ৪ বছরে মুনাফা-মূলধনে ২০৫০ টাকা হবে ?",১২৩০
558,"বার্ষিক শতকরা ৬ টাকা মুনাফায় ৫০০ টাকার ৪ বছরের মুনাফা যত হয়, বার্ষিক শতকরা ৫ টাকা মুনাফায় কত টাকা মুনাফায় কত টাকার ২ বছর ৬ মাসের মুনাফা তত হবে ?",৯৬০
559,বার্ষিক মুনাফা ৮% থেকে বেড়ে ১০% হওয়ায় তিশা মারমার আয় ৪ বছরে ১২৮ টাকা বেড়ে গেল। তাঁর মূলধন কত ছিল ?,১৬০০
560,কোনো আসল ৩ বছরে মুনাফা-আসলে ১৫৭৮ টাকা এবং ৫ বছরে মুনাফা-আসলে ১৮৩০ টাকা হয়। আসল নির্ণয় কর।,১২০০
561,কোনো আসল ৩ বছরে মুনাফা-আসলে ১৫৭৮ টাকা এবং ৫ বছরে মুনাফা-আসলে ১৮৩০ টাকা হয়। শতকরা কত টাকা মুনাফা নির্ণয় কর।,১০.৫০
562,বার্ষিক ১০% মুনাফায় ৩০০০ টাকা এবং ৮% মুনাফায় ২০০০ টাকা বিনিয়োগ করলে মোট মূলধনের ওপর গড়ে শতকরা কত টাকা হারে মুনাফা পাওয়া যাবে ?,৯.২০
563,"রড্রিক গোমেজ ৩ বছরের জন্য ১০০০০ টাকা এবং ৪ বছরের জন্য ১৫০০০ টাকা ব্যাংক থেকে ঋণ নিয়ে ব্যাংকে মোট ৯৯০০ টাকা মুনাফা দেন। উভয়ক্ষেত্রে মুনাফার হার সমান হলে, শতকরা কত টাকা মুনাফা নির্ণয় কর।",১১
564,"একই হার মুনাফায় কোনো আসল ৬ বছরে মুনাফা-আসলে দ্বিগুণ হলে, কত বছরে তা মুনাফা-আসলে তিনগুণ হবে ?",১২
565,"কোনো নির্দিষ্ট সময়ের মুনাফা-আসল ৫৬০০ টাকা এবং মুনাফা, আসলের ২/৫ অংশ। মুনাফা বার্ষিক শতকরা ৮ টাকা হলে, সময় নির্ণয় কর।",৫
566,"জামিল সাহেব পেনশনের টাকা পেয়ে ১০ লাখ টাকার তিন মাস অন্তর মুনাফা ভিত্তিক ৫ বছর মেয়াদী পেনশনের সঞ্চয়পত্র কিনলেন। বার্ষিক মুনাফা ১২% হলে, তিনি ১ম কিস্তিতে, অর্থাৎ প্রথম ৩ মাস পর কত মুনাফা পাবেন ?",৩০০০০
567,বর্ষিক শতকরা ৮ টাকা মুনাফায় ৬২৫০০ টকার ৩ বছরের চক্রবৃদ্ধি মূলধন নির্ণয় কর।,৭৮৭৩২
568,বার্ষিক ১০.৫০% মুনাফায় ৫০০০ টাকার ২ বছরের চক্রবৃদ্ধি মুনাফা নির্ণয় কর।,১১০৫.১২
569,"একটি ফ্ল্যাট মালিক কল্যাণ সমিতি আদায়কৃত সার্বিস চার্জ থেকে উদ্বৃত্ত ২০০০০০ টাকা ব্যাংকে ছয় মাস অন্তর চক্রবৃদ্ধি মুনাফাভিত্তিক স্থায়ী আমানত রাখলেন। মুনাফার হার বার্ষিক ১২ টাকা হলে, ছয় মাস পর ঐ সমিতির হিসাবে কত টাকা মুনাফা জমা হবে ? ",১২০০০
570,"একটি ফ্ল্যাট মালিক কল্যাণ সমিতি আদায়কৃত সার্বিস চার্জ থেকে উদ্বৃত্ত ২০০০০০ টাকা ব্যাংকে ছয় মাস অন্তর চক্রবৃদ্ধি মুনাফাভিত্তিক স্থায়ী আমানত রাখলেন। মুনাফার হার বার্ষিক ১২ টাকা হলে, এক বছর পর চক্রবৃদ্ধি মূলধন কত হবে ?",২২৪৭২০
571,"কোনো শহরের বর্তমান জনসংখ্যা ৮০ লক্ষ। ঐ শহরের জনসংখ্যা বৃদ্ধির হার প্রতি হাজারে ৩০ হলে, ৩ বছর পর ঐ শহরের জনসংখ্যা কত হবে ?",৮৭৪১৮১৬
572,মনোয়ারা বেগম তার পারিবারিক প্রয়োজনে ৬% হারে কিছু টাকা এবং ৪% হারে কিছু  টাকা ঋণ নিল। সে মোট ৫৬০০০ টাকা ঋণ নিল এবং শেষে ২৮৪০ টাকা মুনাফা শোধ করল। সম্পূর্ণ ঋণের উপর ৫% মুনাফা প্রযোজ্য হলে বার্ষিক মুনাফা কত ?,২৮০০
573,মনোয়ারা বেগম তার পারিবারিক প্রয়োজনে ৬% হারে কিছু  টাকা এবং ৪% হারে কিছু  টাকা ঋণ নিল। সে মোট ৫৬০০০ টাকা ঋণ নিল এবং শেষে ২৮৪০ টাকা মুনাফা শোধ করল। মনোয়ারা বেগম ৬% হারে কত টাকা ঋণ নিয়েছে?,৩০০০০
574,মনোয়ারা বেগম তার পারিবারিক প্রয়োজনে ৬% হারে কিছু  টাকা এবং ৪% হারে কিছু  টাকা ঋণ নিল। সে মোট ৫৬০০০ টাকা ঋণ নিল এবং শেষে ২৮৪০ টাকা মুনাফা শোধ করল। মনোয়ারা বেগম ৪% হারে কত টাকা ঋণ নিয়েছে?,২৬০০০
575,মনোয়ারা বেগম তার পারিবারিক প্রয়োজনে ৬% হারে কিছু  টাকা এবং ৪% হারে কিছু  টাকা ঋণ নিল। সে মোট ৫৬০০০ টাকা ঋণ নিল এবং শেষে ২৮৪০ টাকা মুনাফা শোধ করল। সম্পূর্ণ ঋণের উপর ৫% চক্রবৃদ্ধির মুনাফা প্রযোজ্য হলে ২ বছর পর মনোয়ারা বেগমকে কত টাকা মুনাফা পরিশোধ করতে হবে ?,৫৭৪০
576,বার্ষিক ১০% মুনাফায় ৮০০০ টাকার ৩ বছরের চক্রবৃদ্ধি মূলধন নির্ণয় কর।,১০৬৪৮
577,বার্ষিক শতকরা ১০ টাকা মুনাফায় ৫০০০ টাকার ৩ বছরের সরল মুনাফা ও চক্রবৃদ্ধি মুনাফার পার্থক্য কত হবে ?,১৫৫
578,"একই হার মুনাফায় কোনো মূলধনের এক বছরান্তে চক্্রবৃদ্ধি মূলধন ৬৫০০ টাকা ও দুই বছরান্তে চক্রবৃদ্ধি মূলধন ৬৫৭০ টাকা হলে, মূলধন কত ?",৬২৫০
579,বার্ষিক শতকরা ৮.৫০ টাকা চক্রবৃদ্ধি মুনাফায় ১০০০০ টাকার ২ বছরের সবৃদ্ধিমূল নির্ণয় কর।,১১৭৭২.২৫
580,বার্ষিক শতকরা ৮.৫০ টাকা চক্রবৃদ্ধি মুনাফায় ১০০০০ টাকার ২ বছরের চক্রবৃদ্ধি মুনাফা নির্ণয় কর।,১৭৭২.২৫
581,"কোনো শহরের বর্তমান জনসংখ্যা ৬৪ লক্ষ। শহরটির জনসংখ্যা বৃদ্ধির হার প্রতি হাজারে ২৫ জন হলে, ২ বছর পর ঐ শহরের জনসংখ্যা কত হবে ?",৬৭২৪০০০
582,এক ব্যক্তি একটি ঋণদান সংস্থা থেকে বার্ষিক ৮% চক্রবৃদ্ধি মুনাফায় ৫০০০ টাকা ঋণ নিলেন। প্রতিবছর শেষে তিনি ২০০০ টাকা করে পনিশোধ করেন। ২য় কিস্তি পরিশোধের পর তাঁর আর কত টাকা ঋণ থাকবে ?,১৬৭২
583,১ মেট্রিক টন চাল ৬৪ জন শ্রমিকের মধ্যে সমানভাবে ভাগ করে দিলে প্রত্যেকে কত কেজি চাল পাবে ।,১৫.৬২
584,"একটি চৌবাচ্চার দৈর্ঘ্য ৩ মিটার, প্রস্থ ২ মিটার ও উচ্চতা ৪ মিটার। এতে কত লিটার বিশুদ্ধ পানি ধরবে ?",২৪০০০
585,"একটি চৌবাচ্চার দৈর্ঘ্য ৩ মিটার, প্রস্থ ২ মিটার ও উচ্চতা ৪ মিটার। এতে কত কিলোগ্রাম বিশুদ্ধ পানি ধরবে ?",২৪০০০
586,১ ইঞ্চি = ২.৫৪ সেন্টিমিটার এবং ১ একর = ৪৮৪০ বর্গগজ। ১ একরে কত বর্গমিটার ?,৪০৪৬.৮৫
587,জাহাঙ্গীরনগর বিশ্ববিদ্যালয় ক্যাম্পাসের এলাকা ৭০০ একর। একে নিকটতম পূর্ণসংখ্যক হেক্টরে প্রকাশ কর।,২৮৩
588,একটি আয়তাকার ক্ষেত্রের দৈর্ঘ্য ৪০ মিটার এবং প্রস্থ ৩০ মিটার ৩০ সে.মি. । ক্ষেত্রটির ক্ষেত্রফল কত বর্গকিলোমিটার?,১২১২
589,"একটি বাক্সের দৈর্ঘ্য ২ মিটার, প্রস্থ ১ মিটার ৫০ সে.মি. এবং উচ্চতা ১ মিটার। বাক্সটির আয়তন কত ?",৩
590,"একটি চৌবাচ্চায় ৮০০০ লিটার পানি ধরে। চৌবাচ্চাটির দৈর্ঘ্য ২.৫৬ মিটার এবং প্রস্থ ১.২৫ মিটার হলে, গভীরতা কত ?",২.৫০
591,একটি ঘরের দৈর্ঘ্য প্রস্থের ৩ গুণ। প্রতি বর্গমিটারে ৭.৫০ টাকা দরে ঘরটির মেঝে কার্পেট দিয়ে ঢাকতে মোট ১১০২.৫০ টাকা ব্যয় হয়। ঘরটির দৈর্ঘ্য নির্ণয় কর।,২১
592,একটি ঘরের দৈর্ঘ্য প্রস্থের ৩ গুণ। প্রতি বর্গমিটারে ৭.৫০ টাকা দরে ঘরটির মেঝে কার্পেট দিয়ে ঢাকতে মোট ১১০২.৫০ টাকা ব্যয় হয়। ঘরটির প্রস্থ নির্ণয় কর।,৭
593,"বায়ু পানির তুলনায় ০.০০১২৯ গুণ ভারী। যে ঘরের দৈর্ঘ্য, প্রস্থ ও উচ্চতা যথাক্রমে ১৬ মিটার, ১২ মিটার ও ৪ মিটার, তাতে কত কিলোগ্রাম বায়ু আছে ?",৯৯০.৭২
594,২১ মিটার দীর্ঘ এবং ১৫ মিটার প্রস্থ একটি বাগানের বাইরে চারদিকে ২ মিটার প্রশস্ত একটি পথ আছে। প্রতি বর্গমিটারে ২.৭৫ টাকা দরে পথটিতে ঘাস লাগাতে মোট কত খরচ হবে ?,৪৪০
595,৪০ মিটার দৈর্ঘ্য এবং ৩০ মিটার প্রস্থবিশিষ্ট একটি মাঠের ঠিক মাঝে আড়াআড়িভাবে ১.৫ মিটার প্রশস্ত দুইটি রাস্তা আছে। রাস্তা দুইটির মোট ক্ষেত্রফল কত ?,১০২.৭৫
596,"২০ মিটার দীর্ঘ একটি কামরা মেঝে কার্পেট দিয়ে ঢাকতে ৭৫০০.০০ টাকা খরচ হয়। যদি ঐ কামরাটির প্রস্থ ৪ মিটার কম হতো, তবে ৬০০০.০০ টাকা খরচ হতো। কামরাটির প্রস্থ কত ?",২০
597,"একটি ঘরের মেঝের দৈর্ঘ্য ৪ মিটার এবং প্রস্থ ৩.৫ মিটার। ঘরটির উচ্চতা ৩ মিটার এবং এর দেওয়ালগুলো ১৫ সে.মি. পুুরু হলে, চার দেওয়ালের আয়তন কত ঘনমিটার ?",৭.০২
598,"একটি ঘরের ৩ টি দরজা এবং ৬টি জানালা আছে। প্রত্যেকটি দরজা ২ মিটার লম্বা এবং ১.২৫ মিটার চওড়া, প্রত্যেক জানালা ১.২৫ মিটার লম্বা এবং ১ মিটার চওড়া। ঐ ঘরের দরজা জানালা তৈরি করতে ৫ মিটার লম্বা ও ০.৬০ মিটার চওড়া কয়টি তক্তার প্রয়োজন ?",৫
599,"একটি আয়তকার লোহার টুকরার দৈর্ঘ্য ৮.৮ সে.মি, প্রস্থ ৬.৪ সে.মি ও উচ্চতা ২.৫ সে.মি ও উচ্চতা ২.৫ সে.মি.। লোহার টুকরাটিকে ১৫ সে.মি. দৈর্ঘ্য ৬.২৫ সে.মি. প্রস্থ ও ৪ সে.মি. উচ্চতার আয়তাকার পাত্রে রেখে পানি দ্বারা পূর্ণ হলো। লোহা পানির তুলনায় ৭.৫ গুণ ভারী।লোহার টুকরার ওজন নির্ণয় কর।",১.০৫
600,"একটি আয়তকার লোহার টুকরার দৈর্ঘ্য ৮.৮ সে.মি, প্রস্থ ৬.৪ সে.মি ও উচ্চতা ২.৫ সে.মি ও উচ্চতা ২.৫ সে.মি.। লোহার টুকরাটিকে ১৫ সে.মি. দৈর্ঘ্য ৬.২৫ সে.মি. প্রস্থ ও ৪ সে.মি. উচ্চতার আয়তাকার পাত্রে রেখে পানি দ্বারা পূর্ণ হলো। লোহা পানির তুলনায় ৭.৫ গুণ ভারী।পানির পাত্রের আয়তন কত ঘন সেমি?",৩৭৫
601,"একটি আয়তকার লোহার টুকরার দৈর্ঘ্য ৮.৮ সে.মি, প্রস্থ ৬.৪ সে.মি ও উচ্চতা ২.৫ সে.মি ও উচ্চতা ২.৫ সে.মি.। লোহার টুকরাটিকে ১৫ সে.মি. দৈর্ঘ্য ৬.২৫ সে.মি. প্রস্থ ও ৪ সে.মি. উচ্চতার আয়তাকার পাত্রে রেখে পানি দ্বারা পূর্ণ হলো। লোহা পানির তুলনায় ৭.৫ গুণ ভারী।পাত্রটি পানি পূর্ণ অবস্থায় লোহার টুকরাটি তুলে আনা হলে, পাত্রের পানি উচ্চতা কত হবে ?",২.৪৯
602,"একটি পুকুরের দৈর্ঘ্য ৬০ মিটার এবং প্রস্থ ৪০ মিটার। পুকুরের পাড়ের বিস্তার ৩ মিটার হলে, পাড়ের ক্ষেত্রফল নির্ণয় কর।",৬৩৬
603,আয়তাকার একটি ক্ষেত্রের ক্ষেত্রফল ১০ একর এবং তার দৈর্ঘ্য প্রস্থেও ৪ গুণ। ক্ষেত্রটির দৈর্ঘ্য কত মিটার ?,৪০২.৩৪
604,"একটি আয়তাকার ঘরের দৈর্ঘ্য প্রস্থের দেড় গুণ। এর ক্ষেত্রফল ২১৬ বর্গমিটার হলে, পরিসীমা কত ?",৬০
605,"একটি ত্রিভুজাকৃতি ক্ষেত্রের ভূমি ২৪ মিটার এবং উচ্চতা ১৫ মিটার ৫০ সেন্টিমিটার হলে, এর ক্ষেত্রফল নির্ণয় কর।",১৮৬
606,একটি আয়তাকার ক্ষেত্রের দৈর্ঘ্য ৪৮ মিটার এবং প্রস্থ ৩২ মিটার ৮০ সে.মি. । ক্ষেত্রটির বাইরে চারদিকে ৩ মিটার বিস্তৃত একটি রাস্তা আছে। রাস্তাটির ক্ষেত্রফল কত ?,৫২০.৮০
