Q No.,Question,Answer,Domain,Sub-Domain
540,প্রমাণ অবস্থায় ০.০১ মোল ক্লোরিন গ্যাসের আয়তন কত?,০.২২,Chemistry,Chemistry
541,প্রমাণ অবস্থায় ৩ মোল ফসফিন গ্যাসের ভর কত?,১০২,Chemistry,Chemistry
542,প্রমাণ অবস্থায় ৫ মোল ফসফিন গ্যাসের আয়তন কত?,১১২,Chemistry,Chemistry
543,আদর্শ অবস্থায় ৮.৫ গ্রাম অ্যামোনিয়া গ্যাসের আয়তন কত?,১১.২০,Chemistry,Chemistry
544,প্রমাণ অবস্থায় ১০ গ্রাম হিলিয়াম গ্যাসের আয়তন কত?,৫৬,Chemistry,Chemistry
545,এক মোল অক্সিজেন অণুতে বিদ্যমান অক্সিজেন পরমাণুর সংখ্যা এক মোল পানির অণুতে বিদ্যমান অক্সিজেন পরমাণুর সংখ্যার কতগুন?,২,Chemistry,Chemistry
546,১ লিটার দ্রবণে ০.১ মোল দ্রব দ্রবীভূত থাকলে দ্রবণের ঘনমাত্রা কত হবে?,০.১০,Chemistry,Chemistry
547,১০ গ্রাম হাইড্রোক্লোরিক এসিডকে সম্পূর্ণরূপে প্রশমিত করতে কী পরিমাণ পটাসিয়াম হাইড্রোক্সাইড দরকার?,১৫.৩৪,Chemistry,Chemistry
548,১০ মিলি ০.২ মোলার সোডিয়াম কার্বনেটকে প্রশমিত করতে কত গ্রাম ডেসিমোলার হাইড্রোক্লোরিক এসিড লাগবে?,০.১৪,Chemistry,Chemistry
549,১৭.৭৫ গ্রাম সোডিয়াম সালফেট ২৫০ মিলি দ্রবণে দ্রবীভূত থাকলে দ্রবণের ঘনমত্রা কত?,০.৫০,Chemistry,Chemistry
550,আধা লিটার ডেসিমোলার ঘনমাত্রার সোডিয়াম কার্বনেট এর ভর কত?,৫.৩০,Chemistry,Chemistry
551,২ লিটার ০.২ মোলার সোডিয়াম কার্বনেট দ্রবণে কি পরিমাণ সোডিয়াম কার্বনেট আছে?,৪২.৪০,Chemistry,Chemistry
552,২ লিটার ডেসিমোলার সোডিয়াম হাইড্রোজেন কার্বনেট দ্রবণে কি পরিমাণ সোডিয়াম হাইড্রোজেন কার্বনেট দ্রবীভূত থাকবে?,১৬.৮০,Chemistry,Chemistry
553,৫০০ মিলিলিটার ০.২ মোলার দ্রবণ প্রস্তুত করতে কত গ্রাম খাবার লবণ প্রয়োজন হবে?,৫.৮৫,Chemistry,Chemistry
554,১০০০ মিলি দ্রবণে ১১৭ গ্রাম সোডিয়াম ক্লোরাইড থাকলে দ্রবণের মোলারিটি কত?,২,Chemistry,Chemistry
555,২৫০ মিলি ০.২৫ মোলার পটাসিয়াম কার্বনেট দ্রবণ প্রস্তুত করতে লবনটির কী পরিমাণ লাগবে?,৮.৬২,Chemistry,Chemistry
556,২৫০ মিলি সোডিয়াম কার্বনেট এর সেমিমোলার দ্রবণ তৈরী করতে কি পরিমাণ দ্রব লাগবে? ,১৩.২৫,Chemistry,Chemistry
557,২০০ মিলি দ্রবণে কত গ্রাম সোডিয়াম হাইড্রোক্সাইড দ্রবীভূত থাকলে এর ঘনমাত্রা সেমি মোলার হবে?,৪,Chemistry,Chemistry
558,২৫০ মিলিলিটার ০.১ মোলার সোডিয়াম কার্বনেট এর দ্রবণ করার জন্য কত গ্রাম সোডিয়াম কার্বনেট প্রয়োজন?,২.৬৫,Chemistry,Chemistry
559,২ লিটার ০.১ মোলার তুঁতের দ্রবন তৈরী করতে কি পরিমাণ তুঁতে প্রয়োজন?,৪৯.৯,Chemistry,Chemistry
560,২৫০ ঘনসেমি ০.০১ মোলার নাইট্রিক এসিড দ্রবণে কত গ্রাম নাইট্রিক এসিড আছে?,০.১৬,Chemistry,Chemistry
561,২ লিটার ০.২ মোলার ক্যালসিয়াম বাই কার্বনেট দ্রবণে কি পরিমাণ ক্যালসিয়াম বাই কার্বনেট বিদ্যমান থাকে?,৬৪.৮০,Chemistry,Chemistry
562,সালফিউরিক এসিডের ৫০০ মিলি ০.২ মোলার দ্রবণের জন্য কত মোল দ্রব প্রয়োজন?,০.১০,Chemistry,Chemistry
563,১৭.৭৫ গ্রাম সোডিয়াম সালফেট ৪৫০ মিলি দ্রবণে দ্রবীভূত থাকলে দ্রবণের ঘনমত্রা কত?,০.২৭,Chemistry,Chemistry
564,২৫০ মিলি কস্টিক সোডার সেমি মোলার দ্রবণ হতে কি পরিমাণ সেন্টি মোলার দ্রবণ পাওয়া যাবে?,১২.৫০,Chemistry,Chemistry
565,১০০ গ্রাম চুনাপাথর থেকে কত লিটারের দ্রবণ প্রস্তুত করলে মোলারিটি ০.৫ মোলার হবে?,২,Chemistry,Chemistry
566,৫০০ মিলি দ্রবণে ১১৭ গ্রাম সোডিয়াম ক্লোরাইড থাকলে দ্রবণের মোলারিটি কত?,৪,Chemistry,Chemistry
567,৫০ গ্রাম খাবারের লবণ ২ লিটারের দ্রবণে দ্রবীভূত করলে কত মোলর দ্রবণ পাওয়া যাবে?,০.৪২,Chemistry,Chemistry
568,১০০ মিলি দ্রবণে ৯.৮ গ্রাম সালফিউরিক এসিড দ্রবীভূত থাকলে দ্রবণের মোলারিটি কত?,১,Chemistry,Chemistry
569,৫০০ মিলি দ্রবণে ২৪.৫ গ্রাম সালফিউরিক এসিড দ্রবীভূত থাকলে দ্রবণের ঘনমাত্রা কত?,০.৫০,Chemistry,Chemistry
570,৭৩ গ্রাম হাইড্রোক্লোরিক এসিড যদি ৪ লিটার দ্রবণে দ্রবীভূত করা হলে দ্রবণের মোলারিটি কত?,০.৫০,Chemistry,Chemistry
571,কত লিটার দ্রবণে ৪০ গ্রাম সোডিয়াম হাইড্রোক্সাইড থাকলে তার মোলারিটি ০.১ মোলার হবে?,১০,Chemistry,Chemistry
572,১০০ মিলি দ্রবণে ১০.৬ গ্রাম সোডা অ্যাস দ্রবীভূত থাকলে দ্রবণের ঘনমাত্রা কত?,১,Chemistry,Chemistry
573,২৫ গ্রাম সালফিউরিক এসিড ১০০ মিলি দ্রবণে দ্রবীভূত থাকলে দ্রবণের ঘনমাত্রা মোলারিটিতে কত?,২.৫৫,Chemistry,Chemistry
574,কার্বন ডাই অক্সাইডে কার্বনের পরিমাণ কত শতাংশ?,২৭.২৭,Chemistry,Chemistry
575,ফসফরিক এসিডে ফসফরাসের শতকরা পরিমাণ কত? ,৩১.৬৩,Chemistry,Chemistry
576,কার্বন মনো অক্সাইডে কার্বনের পরিমাণ কত শতাংশ?,৪২.৮৫,Chemistry,Chemistry
577,মিথেনে কার্বনের পরিমাণ কত শতাংশ?,৭৫,Chemistry,Chemistry
578,ইথেনে কার্বনের পরিমাণ কত শতাংশ?,৮০,Chemistry,Chemistry
579,সোডিয়াম হাইড্রোক্সাইড এ সোডিয়াম এর শতকরা সংযুতি কত?,৫৭.৫০,Chemistry,Chemistry
580,সালফিউরিক এসিডে সালফার এর সংযুতি কত?,৩২.৬৫,Chemistry,Chemistry
581,পারক্লোরিক এসিডে ক্লোরিনের সংযুতি কত?,৩৫.৩২,Chemistry,Chemistry
582,সোডিয়াম কার্বনেট যৌগে কার্বন মৌলটির শতকরা সংযুতি কত? ,১১.৩২,Chemistry,Chemistry
583,তুঁতে কেলাস পানির শতকরা সংযুক্তি কত?,৩৬.০৭,Chemistry,Chemistry
584,পানিতে হাইড্রোজেন এর শতকরা পরিমাণ কত?,১১.১১,Chemistry,Chemistry
585,পানিতে অক্সিজেন এর শতকরা সংযুতি কত?,৮৮.৮৮,Chemistry,Chemistry
586,হাইড্রোক্লোরিক এসিডে ক্লোরিনের শতকরা সংযুতি কত?,৯৭.২৬,Chemistry,Chemistry
587,ক্যালসিয়াম কার্বনেটে অক্সিজেনের শতকরা সংযুতি কত?,৪৮,Chemistry,Chemistry
588,অলিয়ামে সালফারের শতকরা সংযুতি কত?,৩৫.৯৫,Chemistry,Chemistry
589,সালফিউরাস এসিডে সালফার এর সংযুতি কত?,৩৯.০২,Chemistry,Chemistry
590,অ্যালুমিনিয়াম সালফেট যৌগে সালফার এর শতকরা সংযুতি কত?,২৮.০৭,Chemistry,Chemistry
591,৬ মোল অ্যামোনিয়া উৎপন্ন করতে কত মোল হাইড্রোজেন প্রয়োজন?,৯ ,Chemistry,Chemistry
592,৬৪ গ্রাম অক্সিজেন হতে সোডিয়াম অক্সাইড উৎপাদনের জন্য ৪৬ গ্রাম সোডিয়াম যোগ করা হলে অবশিষ্ট অক্সিজেন এর পরিমাণ কত?,৪৮,Chemistry,Chemistry
593,২ গ্রাম ম্যাগনেশিয়ামকে দহন করলে উৎপন্ন উৎপাদের পরিমাণ কি হবে?,৩.৩৩,Chemistry,Chemistry
594,১২ গ্রাম ম্যাগনেশিয়াম কত গ্রাম অক্সিজেনের সাথে বিক্রিয়া করবে?,৮,Chemistry,Chemistry
595,৪ গ্রাম ম্যাগনেশিয়াম ধাতু হতে কত গ্রাম ম্যাগনেশিয়াম অক্সাইড উৎপন্ন হবে?,৬.৬৬,Chemistry,Chemistry
596,হাইড্রোজেন ও অক্সিজেনের বিক্রিয়ায় ৯ গ্রাম পানি উৎপন্ন করতে কত গ্রাম অক্সিজেন প্রয়োজন?,৮,Chemistry,Chemistry
597,৬ মোল পানি উৎপন্ন করতে কত মোল অক্সিজেন প্রয়োজন?,৩,Chemistry,Chemistry
598,প্রমাণ তাপমাত্রা ও চাপে ৪ লিটার নাইট্রোজেন থেকে কত লিটার অ্যামোনিয়া পাওয়া যাবে? বিক্রিয়ক ও উৎপাদ সকল পদার্থ গ্যাসীয়।,৮,Chemistry,Chemistry
599,৬৫ গ্রাম জিংক কে পর্যাপ্ত বাতাসে দহন করলে কত গ্রাম জিংক অক্সাইড পাওয়া যাবে?,৮১,Chemistry,Chemistry
600,২৪ গ্রাম ম্যাগনেশিয়াম কে পর্যাপ্ত বাতাসে দহন করলে কত গ্রাম ম্যাগনেশিয়াম অক্সাইড পাওয়া যাবে?,৪০,Chemistry,Chemistry
601,২০ গ্রাম ম্যাগনেশিয়াম থেকে কত গ্রাম ম্যাগনেশিয়াম অক্সাইড উৎপন্ন হবে?,৩৩.৩৩,Chemistry,Chemistry
602,কার্বন ডাইঅক্সাইড অণু গঠনে ৩ গ্রাম অক্সিজেনের সাথে যুক্ত হবে?,৮,Chemistry,Chemistry
603,৫৬ গ্রাম ম্যাগনেশিয়াম থেকে কত গ্রাম ম্যাগনেশিয়াম অক্সাইড উৎপন্ন হবে?,৯৩.৩৩,Chemistry,Chemistry
604,৫ গ্রাম ম্যাগনেশিয়ামকে দহন করতে কত গ্রাম অক্সিজেন প্রয়োজন?,৩.৩৩,Chemistry,Chemistry
605,২০০ গ্রাম চুনাপাথরকে খোলা পাত্রে উত্তপ্ত করলে কি পরিমাণ ক্যালসিয়াম অক্সাইড পাওয়া যাবে?,১১২,Chemistry,Chemistry
606,১০ গ্রাম চুন তৈরীতে কত গ্রাম বিশুদ্ধ চুনাপাথর প্রয়োজন?,১৭.৮৫,Chemistry,Chemistry
607,২০ গ্রাম সোডিয়াম হাইড্রোক্সাইড এর সাথে বিক্রিয়া করার জন্য কত গ্রাম হাইড্রোক্লোরিক এসিড প্রয়োজন?,১৮.২৫,Chemistry,Chemistry
608,৪ গ্রাম হাইড্রোজেন ও ৭২ গ্রাম ফ্লোরিনের বিক্রিয়ায় কত গ্রাম উৎপাদ পাওয়া যাবে?,৭৫.৭৮,Chemistry,Chemistry
609,১২৫ গ্রাম তুঁতে থেকে কত গ্রাম কপার সালফেট উৎপন্ন হবে?,৭৯.৯০,Chemistry,Chemistry
610,১০০ মিলি দ্রবণে ০.৪ গ্রাম সোডিয়াম হাইড্রোক্সাইডের ঘনমাত্রা কত?,০.১০,Chemistry,Chemistry
611,২ লিটারে ৮০ গ্রাম সোডিয়াম হাইড্রোক্সাইড থাকলে ঘনমাত্রা কত?,১,Chemistry,Chemistry
612,১ লিটার ১ মোলার দ্রবণ প্রস্তুত করতে কি পরিমাণ ক্যালসিয়াম কার্বনেট প্রয়োজন?,১০০,Chemistry,Chemistry
613,১ লিটার ১ মোলার দ্রবণ প্রস্তুত করতে কি পরিমাণ নাইট্রিক এসিড প্রয়োজন ?, ৬৩,Chemistry,Chemistry
614,১ লিটার ১ মোলার দ্রবণ প্রস্তুত করতে কি পরিমাণ ইথানল প্রয়োজন?,৪৬,Chemistry,Chemistry
615,২ লিটার দ্রবণে কত গ্রাম ক্যালসিয়াম কার্বনেট যোগ করলে দ্রবণটি সেমিমোলার হবে?,১০০,Chemistry,Chemistry
616,২ লিটার দ্রবণে কত গ্রাম সোডিয়াম কার্বনেট যোগ করলে দ্রবণটি সেমিমোলার হবে?,১০৬,Chemistry,Chemistry
617,২ লিটার দ্রবণে কত গ্রাম সোডিয়াম ক্লোরাইড যোগ করলে দ্রবণটি সেমিমোলার হবে?,৫৮.৫০,Chemistry,Chemistry
618,১ লিটার ১ মোলার দ্রবণ প্রস্তুত করতে কি পরিমাণ সোডিয়াম হাইড্রোক্সাইড প্রয়োজন ?,৪০,Chemistry,Chemistry
619,সোডিয়াম হাইড্রোক্সাইড এ অক্সিজেন এর শতকরা সংযুতি কত?,৪০,Chemistry,Chemistry
620,গ্লুকোজ এ কার্বনের শতকরা পরিমাণ কত?,৪০,Chemistry,Chemistry
621,গ্লুকোজ এ অক্সিজেনের শতকরা পরিমাণ কত?,৫৩.৩৩,Chemistry,Chemistry
622,গ্লুকোজ এ হাইড্রোজেনের শতকরা পরিমাণ কত?,৬.৬৬,Chemistry,Chemistry
623,গ্লুকোজ এ মোট পরমানু কতটি?,২৪,Chemistry,Chemistry
624,২৪৯.৫ গ্রাম ব্লু ভিট্রিয়লকে উত্তপ্ত করে ১৫০ গ্রাম সাদা পাউডার পাওয়া গেল। উৎপাদের শতকরা পরিমাণ কত?,৯৪.১০,Chemistry,Chemistry
625,ক্লোরিক এসিডে হাইড্রোজেন এর শতকরা পরিমাণ কত?,১.১৮,Chemistry,Chemistry
626,ক্লোরিক এসিডে ক্লোরিনের এর শতকরা পরিমাণ কত?,৪২.০১,Chemistry,Chemistry
627,ক্লোরিক এসিডে অক্সিজেনের এর শতকরা পরিমাণ কত?,৫৬.৮০,Chemistry,Chemistry
628,০.২৫ মোল ম্যাগনেশিয়াম নাইট্রেটকে উত্তপ্ত করলে কত গ্রাম ম্যাগনেশিয়াম অক্সাইড তৈরী হয়?,১০,Chemistry,Chemistry
629,০.২৫ মোল ম্যাগনেশিয়াম নাইট্রেটকে উত্তপ্ত করলে কত গ্রাম অক্সিজেন তৈরী হয়?,৪,Chemistry,Chemistry
630,০.২৫ মোল ম্যাগনেশিয়াম নাইট্রেটকে উত্তপ্ত করলে উৎপন্ন নাইট্ৰোজেন ডাই অক্সাইড এর আয়তন কত?,১১.২০,Chemistry,Chemistry
631,ম্যাগনেশিয়াম নাইট্রেটে অক্সিজেনের শতকরা পরিমাণ কত?,৬৪.৮৬,Chemistry,Chemistry
632,১০ গ্রাম সোডিয়াম হাইড্রোক্সাইড এর সাথে ৫ গ্রাম কার্বন ডাইঅক্সাইড এর বিক্রিয়া সম্পন্ন করা হলো। উৎপন্ন লবণের পরিমাণ কত গ্রাম?,১২.০৪,Chemistry,Chemistry
633,১০ গ্রাম সোডিয়াম হাইড্রোক্সাইড এর সাথে ৫ গ্রাম কার্বন ডাইঅক্সাইড এর বিক্রিয়া সম্পন্ন করা হলো। বিক্রিয়া শেষে কত গ্রাম সোডিয়াম হাইড্রোক্সাইড অবশিষ্ট থাকবে?,০.৯০,Chemistry,Chemistry
634,কোনো একটি পাত্রে ৪০ গ্রাম সোডিয়াম ধাতু ও ৩৫.৫ গ্রাম ক্লোরিন গ্যাস রাখা হলো। উপযুক্ত পরিবেশে বিক্রিয়া ঘটিয়ে সোডিয়াম ক্লোরাইড তৈরী করা হলো। কত গ্রাম সোডিয়াম ক্লোরাইড উৎপন্ন হবে?,৫৮.৫০,Chemistry,Chemistry
635,কোনো একটি পাত্রে ৪০ গ্রাম সোডিয়াম ধাতু ও ৩৫.৫ গ্রাম ক্লোরিন গ্যাস রাখা হলো। উপযুক্ত পরিবেশে বিক্রিয়া ঘটিয়ে সোডিয়াম ক্লোরাইড তৈরী করা হলো। কত গ্রাম সোডিয়াম অবশিষ্ট থাকবে?,১৭,Chemistry,Chemistry
636,হাইড্রোক্লোরিক এসিড উৎপাদনের জন্য ১ গ্রাম হাইড্রোজেন এর সাথে ৭০ গ্রাম ক্লোরিন যোগ করা হলো। উৎপন্ন হাইড্রোক্লোরিক এসিড এর পরিমাণ কত গ্রাম?,৩৬.৫০,Chemistry,Chemistry
637,হাইড্রোক্লোরিক এসিড উৎপাদনের জন্য ১ গ্রাম হাইড্রোজেন এর সাথে ৭০ গ্রাম ক্লোরিন যোগ করা হলো। কত গ্রাম ক্লোরিন অবশিষ্ট থাকবে?,৩৪.৫০,Chemistry,Chemistry
638,একটি বিকারে ০.৫ লিটার দ্রবণে ৫৬ গ্রাম কস্টিক পটাশ দ্রবীভূত রয়েছে। দ্রবণটির ঘনমাত্রা কত?,২,Chemistry,Chemistry
639,একটি বিকারে ০.৫ লিটার দ্রবণে ৫৬ গ্রাম কস্টিক পটাশ দ্রবীভূত রয়েছে। দ্রবণে ১৮.২৫ গ্রাম হাইড্রোক্লোরিক এসিড যুক্ত করলে কি পরিমাণ কস্টিক পটাশ অবশিষ্ট থাকবে?,২৮,Chemistry,Chemistry
640,একটি বিকারে ০.৫ লিটার দ্রবণে ৫৬ গ্রাম কস্টিক পটাশ দ্রবীভূত রয়েছে। বিক্রিয়ায় উৎপন্ন লবনটির ভর কত?,৩৭.২৫,Chemistry,Chemistry
641,সালফিউরিক এসিডের ২০০ মিলি  এর ০.৫ মোলার দ্রবণ তৈরী করা হলো। দ্রবণে ১০ গ্রাম সোডিয়াম হাইড্রোক্সাইড যোগ করলে কত মোল লবণ উৎপন্ন হবে?,০.১০,Chemistry,Chemistry
642,সালফিউরিক এসিডের ২০০ মিলি  এর ০.৫ মোলার দ্রবণ তৈরী করা হলো। দ্রবণে ১০ গ্রাম সোডিয়াম হাইড্রোক্সাইড যোগ করলে কি পরিমাণ সোডিয়াম হাইড্রোক্সাইড দ্রবণে থেকে যাবে?,২,Chemistry,Chemistry
643,৫ গ্রাম হাইড্রোজেন গ্যাসের সাথে ৩০ গ্রাম নাইট্রোজেন গ্যাসের বিক্রিয়া করানো হলো। উৎপাদের মোট ভর কত? ,২৮.৩৩,Chemistry,Chemistry
644,৫ গ্রাম হাইড্রোজেন গ্যাসের সাথে ৩০ গ্রাম নাইট্রোজেন গ্যাসের বিক্রিয়া করানো হলো। কি পরিমাণ নাইট্রোজেন অবশিষ্ট থাকবে?,৬.৬৬,Chemistry,Chemistry
645,৫ গ্রাম হাইড্রোজেন গ্যাসের সাথে ৩০ গ্রাম নাইট্রোজেন গ্যাসের বিক্রিয়া করানো হলো। কত মোল নাইট্রোজেন অবশিষ্ট থাকবে?,০.২৩,Chemistry,Chemistry
646,নাইট্রোজেনের অক্সাইডে ২১ গ্রাম নাইট্রোজেন ও ৩৬ গ্রাম অক্সিজেন বিদ্যমান। উক্ত ভরের নাইট্রোজেনকে ৪ গ্রাম হাইড্রোজেনের সাথে বিক্রিয়া করলে অ্যামোনিয়া উৎপন্ন হয়। উক্ত বিক্রিয়ায় কত গ্রাম অ্যামোনিয়া উৎপন্ন হয়?,২২.৬৬,Chemistry,Chemistry
647,২০ গ্রাম সালফিউরিক এসিড ও ২০ গ্রাম সোডিয়াম হাইড্রোক্সাইড ১০০ মিলি দ্রবণে দ্রবীভূত আছে। উক্ত বিক্রিয়ায় কত গ্রাম উৎপাদ উৎপন্ন হবে?,২৮.৯৭,Chemistry,Chemistry
648,৫ গ্রাম কোক ও ৫ গ্রাম অক্সিজেন বিক্রিয়া করে কার্বন ডাই অক্সাইড প্রস্তুত করা হলো। বিক্রিয়া শেষে কত গ্রাম কোক অবশিষ্ট থাকবে?,৩.১২,Chemistry,Chemistry
649,একটি আবদ্ধ পাত্রে ১২ গ্রাম হাইড্রোজেনের সাথে ২৮ গ্রাম নাইট্রোজেন যোগ করা হলো। প্রমাণ অবস্থায় বিক্রিয়ায় উৎপন্ন যৌগের আয়তন কত?,৪৪.৮০,Chemistry,Chemistry
650,একটি আবদ্ধ পাত্রে ১২ গ্রাম হাইড্রোজেনের সাথে ২৮ গ্রাম নাইট্রোজেন যোগ করা হলো। পাত্রে কত গ্রাম হাইড্রোজেন অবশিষ্ট থাকে? ,৬,Chemistry,Chemistry
651,একটি আবদ্ধ পাত্রে ১২ গ্রাম হাইড্রোজেনের সাথে ২৮ গ্রাম নাইট্রোজেন যোগ করা হলো। পাত্রে কত গ্রাম নাইট্রোজেন অবশিষ্ট থাকে?,০,Chemistry,Chemistry
652,একটি আবদ্ধ পাত্রে ১২ গ্রাম হাইড্রোজেনের সাথে ২৮ গ্রাম নাইট্রোজেন যোগ করা হলো। উৎপন্ন অ্যামোনিয়ার পরিমাণ কত?,৩৪,Chemistry,Chemistry
653,প্রমাণ তাপমাত্রা ও চাপে ৫.৫ লিটার কার্বন ডাইঅক্সাইড গ্যাসের ভর কত?,১০.৮০,Chemistry,Chemistry
654,২৫০ মিলি ০.২ মোলার সোডিয়াম ক্লোরাইড দ্রবণে কত গ্রাম সোডিয়াম ক্লোরাইড আছে?,২.৯২,Chemistry,Chemistry
655,৭৫০ মিলি এ পটাশিয়াম কার্বনেট এর ০.১২৫ মোলার দ্রবণ তৈরী করা হলো। দ্রবণে কত মোল পটাশিয়াম কার্বনেট আছে?,০.০৯,Chemistry,Chemistry
656,১০০০ মিলি এ পটাশিয়াম কার্বনেট এর ০.১২৫ মোলার দ্রবণ তৈরী করা হলো। দ্রবণে কত গ্রাম পটাশিয়াম কার্বনেট আছে?,১৭.২৫,Chemistry,Chemistry
657,৫০০ মিলি এ পটাশিয়াম কার্বনেট এর ০.২ মোলার দ্রবণ তৈরী করা হলো। দ্রবণে কত গ্রাম পটাশিয়াম কার্বনেট আছে?,১৩.৮০,Chemistry,Chemistry
658,৭৫০ মিলি এ পটাশিয়াম কার্বনেট এর ০.১২৫ মোলার দ্রবণ তৈরী করা হলো। দ্রবণে হাইড্রোক্লোরিক এসিড চালনা করা হলে কত লিটার কার্বন ডাইঅক্সাইড উৎপন্ন হবে?,২.১০,Chemistry,Chemistry
659,৭৫০ মিলি এ পটাশিয়াম কার্বনেট এর ০.১২৫ মোলার দ্রবণ তৈরী করা হলো। দ্রবণে কত গ্রাম পটাশিয়াম কার্বনেট আছে?,১২.৯৩,Chemistry,Chemistry
660,৭৫০ মিলি এ পটাশিয়াম কার্বনেট এর ০.১২৫ মোলার দ্রবণ তৈরী করা হলো। দ্রবণে হাইড্রোক্লোরিক এসিড চালনা করা হলে কত গ্রাম কার্বন ডাইঅক্সাইড উৎপন্ন হবে?,৪.১২,Chemistry,Chemistry
661,১ গ্রাম হাইড্রোজেন ও ৮৫ গ্রাম ক্লোরিন বিক্রিয়া করে হাইড্রোক্লোরিক এসিড উৎপন্ন হলো। সর্বোচ্চ কি পরিমাণ ক্লোরিন হাইড্রোজেনের সাথে যুক্ত হবে?,৩৫.৫০,Chemistry,Chemistry
662,১ গ্রাম হাইড্রোজেন ও ৮৫ গ্রাম ক্লোরিন বিক্রিয়া করে হাইড্রোক্লোরিক এসিড উৎপন্ন হলো। বিক্রিয়া শেষে অবশিষ্ট ক্লোরিনের পরিমাণ কত?,৪৯.৫০,Chemistry,Chemistry
663,৫০ গ্রাম ফ্লোরিনকে ৪ গ্রাম হাইড্রোজেন গ্যাসের মধ্যে চালনা করা হলো। বিক্রিয়ায় বিক্ৰিয়াকৃত হাইড্রোজেন গ্যাসের আয়তন প্রমাণ অবস্থায় কত লিটার? ,২৯.৪৫,Chemistry,Chemistry
664,৫০ গ্রাম ফ্লোরিনকে ৪ গ্রাম হাইড্রোজেন গ্যাসের মধ্যে চালনা করা হলো। বিক্রিয়ায় কি পরিমাণ হাইড্রোজেন ফ্লোরিনের সাথে বিক্রিয়া করবে?,২.৬৩,Chemistry,Chemistry
665,৫০ গ্রাম ফ্লোরিনকে ৪ গ্রাম হাইড্রোজেন গ্যাসের মধ্যে চালনা করা হলো। বিক্রিয়ায় কি পরিমাণ ফ্লোরিন অবশিষ্ট থাকবে?,০,Chemistry,Chemistry
666,৪ গ্রাম ম্যাগনেশিয়ামের অক্সাইড তৈরির জন্য ২ গ্রাম ম্যাগনেশিয়াম এবং ২ গ্রাম অক্সিজেন গ্যাস উপযুক্ত পরিবেশে মিশ্রিত করা হলো। কিন্তু কাঙ্খিত পরিমাণ উৎপাদ পাওয়া গেলো না। বিক্রিয়ায় কত গ্রাম অক্সিজেন বিক্রিয়া করেছে?,১.৩৩,Chemistry,Chemistry
667,৫৬ গ্রাম ক্যালসিয়াম অক্সাইড উৎপন্ন করতে কত মোল অক্সিজেন প্রয়োজন?,০.৫০,Chemistry,Chemistry
668,৫৬ গ্রাম ক্যালসিয়াম অক্সাইড উৎপন্ন করতে কত মোল ক্যালসিয়াম প্রয়োজন?,১,Chemistry,Chemistry
669,৫৬ গ্রাম ক্যালসিয়াম অক্সাইড উৎপন্ন করতে কত গ্রাম অক্সিজেন প্রয়োজন?,১৬,Chemistry,Chemistry
670,১১২ গ্রাম ক্যালসিয়াম অক্সাইড উৎপন্ন করতে কত গ্রাম ক্যালসিয়াম প্রয়োজন?,৮০,Chemistry,Chemistry
671,২২৪ গ্রাম ক্যালসিয়াম অক্সাইড উৎপন্ন করতে কত মোল অক্সিজেন প্রয়োজন?,২,Chemistry,Chemistry
672,১৬৮ গ্রাম ক্যালসিয়াম অক্সাইড উৎপন্ন করতে কত মোল ক্যালসিয়াম প্রয়োজন?,৩,Chemistry,Chemistry
673,লিঙ্কনের খেলনার বাক্সে বাইনারি সংখ্যা পদ্ধতিতে প্রতিটি সংখ্যার প্রতিনিধিত্বকারী খেলনা রয়েছে। লিংকনের ভাইবোনদের জন্য আরও ৬টি খেলনা বাক্স রয়েছে। তাদের কত খেলনা আছে?,১৪,CS,CS
674,লিংকনের খেলনার বাক্সে বাইনারি সংখ্যা পদ্ধতিতে প্রতিটি সংখ্যার প্রতিনিধিত্বকারী খেলনা রয়েছে। লিংকনের ভাইবোনদের জন্য আরও ৫টি খেলনা বাক্স রয়েছে। তাদের কত খেলনা আছে?,১২,CS,CS
675,লিংকনের খেলনার বাক্সে বাইনারি সংখ্যা পদ্ধতিতে প্রতিটি সংখ্যার প্রতিনিধিত্বকারী খেলনা রয়েছে। লিংকনের ভাইবোনদের জন্য আরও ১১টি খেলনা বাক্স রয়েছে। তাদের কত খেলনা আছে?,২৪,CS,CS
676,লিংকনের খেলনার বাক্সে অক্টাল সংখ্যা পদ্ধতিতে প্রতিটি সংখ্যার প্রতিনিধিত্বকারী খেলনা রয়েছে। লিংকনের ভাইবোনদের জন্য আরও ৫টি খেলনা বাক্স রয়েছে। তাদের কত খেলনা আছে?,৪৮,CS,CS
677,লিংকনের খেলনার বাক্সে অক্টাল সংখ্যা পদ্ধতিতে প্রতিটি সংখ্যার প্রতিনিধিত্বকারী খেলনা রয়েছে। লিংকনের ভাইবোনদের জন্য আরও ১০টি খেলনা বাক্স রয়েছে। তাদের কত খেলনা আছে?,৮৮,CS,CS
678,লিংকনের খেলনার বাক্সে অক্টাল সংখ্যা পদ্ধতিতে প্রতিটি সংখ্যার প্রতিনিধিত্বকারী খেলনা রয়েছে। লিংকনের ভাইবোনদের জন্য আরও ৭টি খেলনা বাক্স রয়েছে। তাদের কত খেলনা আছে?,৬৪,CS,CS
