Q No.,Question,Answer,Domain,Sub-Domain
532,मानक तापमान और दाब पर ७ ग्राम नाइट्रोजन का मोलर आयतन कितना है?,५.६०,Chemistry,Chemistry
533,मानक अवस्था में १७ ग्राम अमोनिया गैस का आयतन कितना है?,२२.४०,Chemistry,Chemistry
534,मानक अवस्था में ५ ग्राम कार्बन डाइऑक्साइड गैस का आयतन कितना है?,२.५५,Chemistry,Chemistry
535,मानक तापमान और दाब पर ११.२ लीटर अमोनिया का भार कितना है?,८.५०,Chemistry,Chemistry
536,मानक अवस्था में १६ ग्राम ऑक्सीजन का मोलर आयतन कितना है?,११.२०,Chemistry,Chemistry
537,मानक तापमान और दाब पर २ लीटर क्लोरीन गैस का भार कितना है?,६.३३,Chemistry,Chemistry
538,मानक तापमान और दाब पर ८८ ग्राम कार्बन डाइऑक्साइड गैस का आयतन कितना है?,२,Chemistry,Chemistry
539,आदर्श तापमान और दाब पर ६० ग्राम सल्फर डाइऑक्साइड का आयतन कितना है?,२१,Chemistry,Chemistry
540,मानक अवस्था में ०.०१ मोल क्लोरीन गैस का आयतन कितना है?,०.२२,Chemistry,Chemistry
541,मानक अवस्था में ३ मोल फॉस्फीन गैस का भार कितना है?,१०२,Chemistry,Chemistry
542,मानक अवस्था में ५ मोल फॉस्फीन गैस का आयतन कितना है?,११२,Chemistry,Chemistry
543,आदर्श अवस्था में ८.५ ग्राम अमोनिया गैस का आयतन कितना है?,११.२०,Chemistry,Chemistry
544,मानक अवस्था में १० ग्राम हीलियम गैस का आयतन कितना है?,५६,Chemistry,Chemistry
545,एक मोल ऑक्सीजन अणुओं में विद्यमान ऑक्सीजन परमाणुओं की संख्या एक मोल पानी के अणुओं में विद्यमान ऑक्सीजन परमाणुओं की संख्या की कितनी गुनी है?,२,Chemistry,Chemistry
546,यदि १ लीटर विलयन में ०.१ मोल विलेय घुला हो तो विलयन की सांद्रता कितनी होगी?,०.१०,Chemistry,Chemistry
547,१० ग्राम हाइड्रोक्लोरिक एसिड को पूरी तरह उदासीन करने के लिए कितनी मात्रा में पोटैशियम हाइड्रॉक्साइड चाहिए?,१५.३४,Chemistry,Chemistry
548,१० मिली ०.२ मोलर सोडियम कार्बोनेट को उदासीन करने के लिए कितने ग्राम डेसीमोलर हाइड्रोक्लोरिक एसिड लगेगा?,०.१४,Chemistry,Chemistry
549,यदि १७.७५ ग्राम सोडियम सल्फेट २५० मिली विलयन में घुला हो तो विलयन की सांद्रता कितनी है?,०.५०,Chemistry,Chemistry
550,आधा लीटर डेसीमोलर सांद्रता के सोडियम कार्बोनेट का भार कितना है?,५.३०,Chemistry,Chemistry
551,२ लीटर ०.२ मोलर सोडियम कार्बोनेट विलयन में कितनी मात्रा में सोडियम कार्बोनेट है?,४२.४०,Chemistry,Chemistry
552,२ लीटर डेसीमोलर सोडियम हाइड्रोजन कार्बोनेट विलयन में कितनी मात्रा में सोडियम हाइड्रोजन कार्बोनेट घुला होगा?,१६.८०,Chemistry,Chemistry
553,५०० मिलीलीटर ०.२ मोलर विलयन तैयार करने के लिए कितने ग्राम खाने के नमक की आवश्यकता होगी?,५.८५,Chemistry,Chemistry
554,यदि १००० मिली विलयन में ११७ ग्राम सोडियम क्लोराइड हो तो विलयन की मोलरता कितनी है?,२,Chemistry,Chemistry
555,२५० मिली ०.२५ मोलर पोटैशियम कार्बोनेट विलयन तैयार करने के लिए उस लवण की कितनी मात्रा लगेगी?,८.६२,Chemistry,Chemistry
556,२५० मिली सोडियम कार्बोनेट का सेमीमोलर विलयन बनाने के लिए कितनी मात्रा में विलेय लगेगा?,१३.२५,Chemistry,Chemistry
557,२०० मिली विलयन में कितने ग्राम सोडियम हाइड्रॉक्साइड घुला हो कि इसकी सांद्रता सेमीमोलर हो?,४,Chemistry,Chemistry
558,२५० मिलीलीटर ०.१ मोलर सोडियम कार्बोनेट का विलयन बनाने के लिए कितने ग्राम सोडियम कार्बोनेट की आवश्यकता है?,२.६५,Chemistry,Chemistry
559,२ लीटर ०.१ मोलर नीले थोथे (तूतिया) का विलयन बनाने के लिए कितनी मात्रा में नीला थोथा चाहिए?,४९.९,Chemistry,Chemistry
560,२५० घन सेमी ०.०१ मोलर नाइट्रिक एसिड विलयन में कितने ग्राम नाइट्रिक एसिड है?,०.१६,Chemistry,Chemistry
561,२ लीटर ०.२ मोलर कैल्शियम बाइकार्बोनेट विलयन में कितनी मात्रा में कैल्शियम बाइकार्बोनेट विद्यमान रहता है?,६४.८०,Chemistry,Chemistry
562,सल्फ्यूरिक एसिड के ५०० मिली ०.२ मोलर विलयन के लिए कितने मोल विलेय की आवश्यकता है?,०.१०,Chemistry,Chemistry
563,यदि १७.७५ ग्राम सोडियम सल्फेट ४५० मिली विलयन में घुला हो तो विलयन की सांद्रता कितनी है?,०.२७,Chemistry,Chemistry
564,२५० मिली कास्टिक सोडा के सेमीमोलर विलयन से कितनी मात्रा में सेंटीमोलर विलयन प्राप्त होगा?,१२.५०,Chemistry,Chemistry
565,१०० ग्राम चूना पत्थर से कितने लीटर विलयन तैयार किया जाए कि मोलरता ०.५ मोलर हो?,२,Chemistry,Chemistry
566,यदि ५०० मिली विलयन में ११७ ग्राम सोडियम क्लोराइड हो तो विलयन की मोलरता कितनी है?,४,Chemistry,Chemistry
567,५० ग्राम खाने के नमक को २ लीटर के विलयन में घोलने पर कितने मोलर विलयन प्राप्त होगा?,०.४२,Chemistry,Chemistry
568,यदि १०० मिली विलयन में ९.८ ग्राम सल्फ्यूरिक एसिड घुला हो तो विलयन की मोलरता कितनी है?,१,Chemistry,Chemistry
569,यदि ५०० मिली विलयन में २४.५ ग्राम सल्फ्यूरिक एसिड घुला हो तो विलयन की सांद्रता कितनी है?,०.५०,Chemistry,Chemistry
570,यदि ७३ ग्राम हाइड्रोक्लोरिक एसिड को ४ लीटर विलयन में घोला जाए तो विलयन की मोलरता कितनी है?,०.५०,Chemistry,Chemistry
571,कितने लीटर विलयन में ४० ग्राम सोडियम हाइड्रॉक्साइड हो कि उसकी मोलरता ०.१ मोलर हो?,१०,Chemistry,Chemistry
572,यदि १०० मिली विलयन में १०.६ ग्राम सोडा ऐश घुला हो तो विलयन की सांद्रता कितनी है?,१,Chemistry,Chemistry
573,यदि २५ ग्राम सल्फ्यूरिक एसिड १०० मिली विलयन में घुला हो तो विलयन की सांद्रता मोलरता में कितनी है?,२.५५,Chemistry,Chemistry
574,कार्बन डाइऑक्साइड में कार्बन की मात्रा कितने प्रतिशत है?,२७.२७,Chemistry,Chemistry
575,फॉस्फोरिक एसिड में फॉस्फोरस की प्रतिशत मात्रा कितनी है?,३१.६३,Chemistry,Chemistry
576,कार्बन मोनोऑक्साइड में कार्बन की मात्रा कितने प्रतिशत है?,४२.८५,Chemistry,Chemistry
577,मीथेन में कार्बन की मात्रा कितने प्रतिशत है?,७५,Chemistry,Chemistry
578,ईथेन में कार्बन की मात्रा कितने प्रतिशत है?,८०,Chemistry,Chemistry
579,सोडियम हाइड्रॉक्साइड में सोडियम का प्रतिशत संघटन कितना है?,५७.५०,Chemistry,Chemistry
580,सल्फ्यूरिक एसिड में सल्फर का संघटन कितना है?,३२.६५,Chemistry,Chemistry
581,परक्लोरिक एसिड में क्लोरीन का संघटन कितना है?,३५.३२,Chemistry,Chemistry
582,सोडियम कार्बोनेट यौगिक में कार्बन तत्व का प्रतिशत संघटन कितना है?,११.३२,Chemistry,Chemistry
583,नीले थोथे (तूतिया) में क्रिस्टल जल का प्रतिशत संघटन कितना है?,३६.०७,Chemistry,Chemistry
584,पानी में हाइड्रोजन की प्रतिशत मात्रा कितनी है?,११.११,Chemistry,Chemistry
585,पानी में ऑक्सीजन का प्रतिशत संघटन कितना है?,८८.८८,Chemistry,Chemistry
586,हाइड्रोक्लोरिक एसिड में क्लोरीन का प्रतिशत संघटन कितना है?,९७.२६,Chemistry,Chemistry
587,कैल्शियम कार्बोनेट में ऑक्सीजन का प्रतिशत संघटन कितना है?,४८,Chemistry,Chemistry
588,ओलियम में सल्फर का प्रतिशत संघटन कितना है?,३५.९५,Chemistry,Chemistry
589,सल्फ्यूरस एसिड में सल्फर का संघटन कितना है?,३९.०२,Chemistry,Chemistry
590,एल्युमिनियम सल्फेट यौगिक में सल्फर का प्रतिशत संघटन कितना है?,२८.०७,Chemistry,Chemistry
591,६ मोल अमोनिया उत्पन्न करने के लिए कितने मोल हाइड्रोजन की आवश्यकता है?,९,Chemistry,Chemistry
592,६४ ग्राम ऑक्सीजन से सोडियम ऑक्साइड बनाने के लिए ४६ ग्राम सोडियम मिलाया जाए तो शेष ऑक्सीजन की मात्रा कितनी है?,४८,Chemistry,Chemistry
593,२ ग्राम मैग्नीशियम का दहन करने पर उत्पन्न उत्पाद की मात्रा क्या होगी?,३.३३,Chemistry,Chemistry
594,१२ ग्राम मैग्नीशियम कितने ग्राम ऑक्सीजन के साथ अभिक्रिया करेगा?,८,Chemistry,Chemistry
595,४ ग्राम मैग्नीशियम धातु से कितने ग्राम मैग्नीशियम ऑक्साइड उत्पन्न होगा?,६.६६,Chemistry,Chemistry
596,हाइड्रोजन और ऑक्सीजन की अभिक्रिया से ९ ग्राम पानी उत्पन्न करने के लिए कितने ग्राम ऑक्सीजन की आवश्यकता है?,८,Chemistry,Chemistry
597,६ मोल पानी उत्पन्न करने के लिए कितने मोल ऑक्सीजन की आवश्यकता है?,३,Chemistry,Chemistry
598,मानक तापमान और दाब पर ४ लीटर नाइट्रोजन से कितने लीटर अमोनिया प्राप्त होगी? अभिकारक और उत्पाद सभी पदार्थ गैसीय हैं।,८,Chemistry,Chemistry
599,६५ ग्राम जिंक का पर्याप्त हवा में दहन करने पर कितने ग्राम जिंक ऑक्साइड प्राप्त होगा?,८१,Chemistry,Chemistry
600,२४ ग्राम मैग्नीशियम का पर्याप्त हवा में दहन करने पर कितने ग्राम मैग्नीशियम ऑक्साइड प्राप्त होगा?,४०,Chemistry,Chemistry
601,२० ग्राम मैग्नीशियम से कितने ग्राम मैग्नीशियम ऑक्साइड उत्पन्न होगा?,३३.३३,Chemistry,Chemistry
602,कार्बन डाइऑक्साइड अणु के निर्माण में ३ ग्राम ऑक्सीजन के साथ कितना कार्बन जुड़ेगा?,८,Chemistry,Chemistry
603,५६ ग्राम मैग्नीशियम से कितने ग्राम मैग्नीशियम ऑक्साइड उत्पन्न होगा?,९३.३३,Chemistry,Chemistry
604,५ ग्राम मैग्नीशियम का दहन करने के लिए कितने ग्राम ऑक्सीजन की आवश्यकता है?,३.३३,Chemistry,Chemistry
605,२०० ग्राम चूना पत्थर को खुले बर्तन में गर्म करने पर कितनी मात्रा में कैल्शियम ऑक्साइड प्राप्त होगा?,११२,Chemistry,Chemistry
606,१० ग्राम चूना बनाने के लिए कितने ग्राम शुद्ध चूना पत्थर की आवश्यकता है?,१७.८५,Chemistry,Chemistry
607,२० ग्राम सोडियम हाइड्रॉक्साइड के साथ अभिक्रिया करने के लिए कितने ग्राम हाइड्रोक्लोरिक एसिड की आवश्यकता है?,१८.२५,Chemistry,Chemistry
608,४ ग्राम हाइड्रोजन और ७२ ग्राम फ्लोरीन की अभिक्रिया से कितने ग्राम उत्पाद प्राप्त होगा?,७५.७८,Chemistry,Chemistry
609,१२५ ग्राम नीले थोथे (तूतिया) से कितने ग्राम कॉपर सल्फेट उत्पन्न होगा?,७९.९०,Chemistry,Chemistry
610,१०० मिली विलयन में ०.४ ग्राम सोडियम हाइड्रॉक्साइड की सांद्रता कितनी है?,०.१०,Chemistry,Chemistry
611,यदि २ लीटर में ८० ग्राम सोडियम हाइड्रॉक्साइड हो तो सांद्रता कितनी है?,१,Chemistry,Chemistry
612,१ लीटर १ मोलर विलयन तैयार करने के लिए कितनी मात्रा में कैल्शियम कार्बोनेट की आवश्यकता है?,१००,Chemistry,Chemistry
613,१ लीटर १ मोलर विलयन तैयार करने के लिए कितनी मात्रा में नाइट्रिक एसिड की आवश्यकता है?,६३,Chemistry,Chemistry
614,१ लीटर १ मोलर विलयन तैयार करने के लिए कितनी मात्रा में इथेनॉल की आवश्यकता है?,४६,Chemistry,Chemistry
615,२ लीटर विलयन में कितने ग्राम कैल्शियम कार्बोनेट मिलाने पर विलयन सेमीमोलर होगा?,१००,Chemistry,Chemistry
616,२ लीटर विलयन में कितने ग्राम सोडियम कार्बोनेट मिलाने पर विलयन सेमीमोलर होगा?,१०६,Chemistry,Chemistry
617,२ लीटर विलयन में कितने ग्राम सोडियम क्लोराइड मिलाने पर विलयन सेमीमोलर होगा?,५८.५०,Chemistry,Chemistry
618,१ लीटर १ मोलर विलयन तैयार करने के लिए कितनी मात्रा में सोडियम हाइड्रॉक्साइड की आवश्यकता है?,४०,Chemistry,Chemistry
619,सोडियम हाइड्रॉक्साइड में ऑक्सीजन का प्रतिशत संघटन कितना है?,४०,Chemistry,Chemistry
620,ग्लूकोज़ में कार्बन की प्रतिशत मात्रा कितनी है?,४०,Chemistry,Chemistry
621,ग्लूकोज़ में ऑक्सीजन की प्रतिशत मात्रा कितनी है?,५३.३३,Chemistry,Chemistry
622,ग्लूकोज़ में हाइड्रोजन की प्रतिशत मात्रा कितनी है?,६.६६,Chemistry,Chemistry
623,ग्लूकोज़ में कुल परमाणु कितने हैं?,२४,Chemistry,Chemistry
624,२४९.५ ग्राम ब्लू विट्रियल को गर्म करके १५० ग्राम सफेद पाउडर प्राप्त हुआ। उत्पाद की प्रतिशत मात्रा कितनी है?,९४.१०,Chemistry,Chemistry
625,क्लोरिक एसिड में हाइड्रोजन की प्रतिशत मात्रा कितनी है?,१.१८,Chemistry,Chemistry
626,क्लोरिक एसिड में क्लोरीन की प्रतिशत मात्रा कितनी है?,४२.०१,Chemistry,Chemistry
627,क्लोरिक एसिड में ऑक्सीजन की प्रतिशत मात्रा कितनी है?,५६.८०,Chemistry,Chemistry
628,०.२५ मोल मैग्नीशियम नाइट्रेट को गर्म करने पर कितने ग्राम मैग्नीशियम ऑक्साइड बनता है?,१०,Chemistry,Chemistry
629,०.२५ मोल मैग्नीशियम नाइट्रेट को गर्म करने पर कितने ग्राम ऑक्सीजन बनती है?,४,Chemistry,Chemistry
630,०.२५ मोल मैग्नीशियम नाइट्रेट को गर्म करने पर उत्पन्न नाइट्रोजन डाइऑक्साइड का आयतन कितना है?,११.२०,Chemistry,Chemistry
631,मैग्नीशियम नाइट्रेट में ऑक्सीजन की प्रतिशत मात्रा कितनी है?,६४.८६,Chemistry,Chemistry
632,१० ग्राम सोडियम हाइड्रॉक्साइड के साथ ५ ग्राम कार्बन डाइऑक्साइड की अभिक्रिया कराई गई। उत्पन्न लवण की मात्रा कितने ग्राम है?,१२.०४,Chemistry,Chemistry
633,१० ग्राम सोडियम हाइड्रॉक्साइड के साथ ५ ग्राम कार्बन डाइऑक्साइड की अभिक्रिया कराई गई। अभिक्रिया के अंत में कितने ग्राम सोडियम हाइड्रॉक्साइड शेष रहेगा?,०.९०,Chemistry,Chemistry
634,किसी एक बर्तन में ४० ग्राम सोडियम धातु और ३५.५ ग्राम क्लोरीन गैस रखी गई। उपयुक्त वातावरण में अभिक्रिया कराकर सोडियम क्लोराइड बनाया गया। कितने ग्राम सोडियम क्लोराइड उत्पन्न होगा?,५८.५०,Chemistry,Chemistry
635,किसी एक बर्तन में ४० ग्राम सोडियम धातु और ३५.५ ग्राम क्लोरीन गैस रखी गई। उपयुक्त वातावरण में अभिक्रिया कराकर सोडियम क्लोराइड बनाया गया। कितने ग्राम सोडियम शेष रहेगा?,१७,Chemistry,Chemistry
636,हाइड्रोक्लोरिक एसिड बनाने के लिए १ ग्राम हाइड्रोजन के साथ ७० ग्राम क्लोरीन मिलाई गई। उत्पन्न हाइड्रोक्लोरिक एसिड की मात्रा कितने ग्राम है?,३६.५०,Chemistry,Chemistry
637,हाइड्रोक्लोरिक एसिड बनाने के लिए १ ग्राम हाइड्रोजन के साथ ७० ग्राम क्लोरीन मिलाई गई। कितने ग्राम क्लोरीन शेष रहेगी?,३४.५०,Chemistry,Chemistry
638,एक बीकर में ०.५ लीटर विलयन में ५६ ग्राम कास्टिक पोटाश घुला है। विलयन की सांद्रता कितनी है?,२,Chemistry,Chemistry
639,एक बीकर में ०.५ लीटर विलयन में ५६ ग्राम कास्टिक पोटाश घुला है। विलयन में १८.२५ ग्राम हाइड्रोक्लोरिक एसिड मिलाने पर कितनी मात्रा में कास्टिक पोटाश शेष रहेगा?,२८,Chemistry,Chemistry
640,एक बीकर में ०.५ लीटर विलयन में ५६ ग्राम कास्टिक पोटाश घुला है। अभिक्रिया में उत्पन्न लवण का भार कितना है?,३७.२५,Chemistry,Chemistry
641,सल्फ्यूरिक एसिड का २०० मिली का ०.५ मोलर विलयन बनाया गया। विलयन में १० ग्राम सोडियम हाइड्रॉक्साइड मिलाने पर कितने मोल लवण उत्पन्न होगा?,०.१०,Chemistry,Chemistry
642,सल्फ्यूरिक एसिड का २०० मिली का ०.५ मोलर विलयन बनाया गया। विलयन में १० ग्राम सोडियम हाइड्रॉक्साइड मिलाने पर कितनी मात्रा में सोडियम हाइड्रॉक्साइड विलयन में रह जाएगा?,२,Chemistry,Chemistry
643,५ ग्राम हाइड्रोजन गैस के साथ ३० ग्राम नाइट्रोजन गैस की अभिक्रिया कराई गई। उत्पाद का कुल भार कितना है?,२८.३३,Chemistry,Chemistry
644,५ ग्राम हाइड्रोजन गैस के साथ ३० ग्राम नाइट्रोजन गैस की अभिक्रिया कराई गई। कितनी मात्रा में नाइट्रोजन शेष रहेगी?,६.६६,Chemistry,Chemistry
645,५ ग्राम हाइड्रोजन गैस के साथ ३० ग्राम नाइट्रोजन गैस की अभिक्रिया कराई गई। कितने मोल नाइट्रोजन शेष रहेगी?,०.२३,Chemistry,Chemistry
646,नाइट्रोजन के ऑक्साइड में २१ ग्राम नाइट्रोजन और ३६ ग्राम ऑक्सीजन विद्यमान हैं। उक्त भार की नाइट्रोजन की ४ ग्राम हाइड्रोजन के साथ अभिक्रिया कराने पर अमोनिया उत्पन्न होती है। उक्त अभिक्रिया में कितने ग्राम अमोनिया उत्पन्न होती है?,२२.६६,Chemistry,Chemistry
647,२० ग्राम सल्फ्यूरिक एसिड और २० ग्राम सोडियम हाइड्रॉक्साइड १०० मिली विलयन में घुले हैं। उक्त अभिक्रिया में कितने ग्राम उत्पाद उत्पन्न होगा?,२८.९७,Chemistry,Chemistry
648,५ ग्राम कोक और ५ ग्राम ऑक्सीजन की अभिक्रिया कराकर कार्बन डाइऑक्साइड बनाई गई। अभिक्रिया के अंत में कितने ग्राम कोक शेष रहेगा?,३.१२,Chemistry,Chemistry
649,एक बंद बर्तन में १२ ग्राम हाइड्रोजन के साथ २८ ग्राम नाइट्रोजन मिलाई गई। मानक अवस्था में अभिक्रिया में उत्पन्न यौगिक का आयतन कितना है?,४४.८०,Chemistry,Chemistry
650,एक बंद बर्तन में १२ ग्राम हाइड्रोजन के साथ २८ ग्राम नाइट्रोजन मिलाई गई। बर्तन में कितने ग्राम हाइड्रोजन शेष रहती है?,६,Chemistry,Chemistry
651,एक बंद बर्तन में १२ ग्राम हाइड्रोजन के साथ २८ ग्राम नाइट्रोजन मिलाई गई। बर्तन में कितने ग्राम नाइट्रोजन शेष रहती है?,०,Chemistry,Chemistry
652,एक बंद बर्तन में १२ ग्राम हाइड्रोजन के साथ २८ ग्राम नाइट्रोजन मिलाई गई। उत्पन्न अमोनिया की मात्रा कितनी है?,३४,Chemistry,Chemistry
653,मानक तापमान और दाब पर ५.५ लीटर कार्बन डाइऑक्साइड गैस का भार कितना है?,१०.८०,Chemistry,Chemistry
654,२५० मिली ०.२ मोलर सोडियम क्लोराइड विलयन में कितने ग्राम सोडियम क्लोराइड है?,२.९२,Chemistry,Chemistry
655,७५० मिली में पोटैशियम कार्बोनेट का ०.१२५ मोलर विलयन बनाया गया। विलयन में कितने मोल पोटैशियम कार्बोनेट है?,०.०९,Chemistry,Chemistry
656,१००० मिली में पोटैशियम कार्बोनेट का ०.१२५ मोलर विलयन बनाया गया। विलयन में कितने ग्राम पोटैशियम कार्बोनेट है?,१७.२५,Chemistry,Chemistry
657,५०० मिली में पोटैशियम कार्बोनेट का ०.२ मोलर विलयन बनाया गया। विलयन में कितने ग्राम पोटैशियम कार्बोनेट है?,१३.८०,Chemistry,Chemistry
658,७५० मिली में पोटैशियम कार्बोनेट का ०.१२५ मोलर विलयन बनाया गया। विलयन में हाइड्रोक्लोरिक एसिड प्रवाहित करने पर कितने लीटर कार्बन डाइऑक्साइड उत्पन्न होगी?,२.१०,Chemistry,Chemistry
659,७५० मिली में पोटैशियम कार्बोनेट का ०.१२५ मोलर विलयन बनाया गया। विलयन में कितने ग्राम पोटैशियम कार्बोनेट है?,१२.९३,Chemistry,Chemistry
660,७५० मिली में पोटैशियम कार्बोनेट का ०.१२५ मोलर विलयन बनाया गया। विलयन में हाइड्रोक्लोरिक एसिड प्रवाहित करने पर कितने ग्राम कार्बन डाइऑक्साइड उत्पन्न होगी?,४.१२,Chemistry,Chemistry
661,१ ग्राम हाइड्रोजन और ८५ ग्राम क्लोरीन की अभिक्रिया से हाइड्रोक्लोरिक एसिड उत्पन्न हुआ। अधिकतम कितनी मात्रा में क्लोरीन हाइड्रोजन के साथ जुड़ेगी?,३५.५०,Chemistry,Chemistry
662,१ ग्राम हाइड्रोजन और ८५ ग्राम क्लोरीन की अभिक्रिया से हाइड्रोक्लोरिक एसिड उत्पन्न हुआ। अभिक्रिया के अंत में शेष क्लोरीन की मात्रा कितनी है?,४९.५०,Chemistry,Chemistry
663,५० ग्राम फ्लोरीन को ४ ग्राम हाइड्रोजन गैस के बीच प्रवाहित किया गया। अभिक्रिया में अभिक्रिया करने वाली हाइड्रोजन गैस का आयतन मानक अवस्था में कितने लीटर है?,२९.४५,Chemistry,Chemistry
664,५० ग्राम फ्लोरीन को ४ ग्राम हाइड्रोजन गैस के बीच प्रवाहित किया गया। अभिक्रिया में कितनी मात्रा में हाइड्रोजन फ्लोरीन के साथ अभिक्रिया करेगी?,२.६३,Chemistry,Chemistry
665,५० ग्राम फ्लोरीन को ४ ग्राम हाइड्रोजन गैस के बीच प्रवाहित किया गया। अभिक्रिया में कितनी मात्रा में फ्लोरीन शेष रहेगी?,०,Chemistry,Chemistry
666,४ ग्राम मैग्नीशियम ऑक्साइड बनाने के लिए २ ग्राम मैग्नीशियम और २ ग्राम ऑक्सीजन गैस उपयुक्त वातावरण में मिलाई गई। लेकिन अपेक्षित मात्रा में उत्पाद नहीं मिला। अभिक्रिया में कितने ग्राम ऑक्सीजन ने अभिक्रिया की है?,१.३३,Chemistry,Chemistry
667,५६ ग्राम कैल्शियम ऑक्साइड उत्पन्न करने के लिए कितने मोल ऑक्सीजन की आवश्यकता है?,०.५०,Chemistry,Chemistry
668,५६ ग्राम कैल्शियम ऑक्साइड उत्पन्न करने के लिए कितने मोल कैल्शियम की आवश्यकता है?,१,Chemistry,Chemistry
669,५६ ग्राम कैल्शियम ऑक्साइड उत्पन्न करने के लिए कितने ग्राम ऑक्सीजन की आवश्यकता है?,१६,Chemistry,Chemistry
670,११२ ग्राम कैल्शियम ऑक्साइड उत्पन्न करने के लिए कितने ग्राम कैल्शियम की आवश्यकता है?,८०,Chemistry,Chemistry
671,२२४ ग्राम कैल्शियम ऑक्साइड उत्पन्न करने के लिए कितने मोल ऑक्सीजन की आवश्यकता है?,२,Chemistry,Chemistry
672,१६८ ग्राम कैल्शियम ऑक्साइड उत्पन्न करने के लिए कितने मोल कैल्शियम की आवश्यकता है?,३,Chemistry,Chemistry
673,लिंकन के खिलौनों के बॉक्स में बाइनरी संख्या प्रणाली के प्रत्येक अंक का प्रतिनिधित्व करने वाले खिलौने हैं। लिंकन के पास भाई-बहनों के लिए ऐसे ६ और खिलौनों के बॉक्स हैं। उनके पास कितने खिलौने हैं?,१४,CS,CS
674,लिंकन के खिलौनों के बॉक्स में बाइनरी संख्या प्रणाली के प्रत्येक अंक का प्रतिनिधित्व करने वाले खिलौने हैं। लिंकन के पास भाई-बहनों के लिए ऐसे ५ और खिलौनों के बॉक्स हैं। उनके पास कितने खिलौने हैं?,१२,CS,CS
675,लिंकन के खिलौनों के बॉक्स में बाइनरी संख्या प्रणाली के प्रत्येक अंक का प्रतिनिधित्व करने वाले खिलौने हैं। लिंकन के पास भाई-बहनों के लिए ऐसे ११ और खिलौनों के बॉक्स हैं। उनके पास कितने खिलौने हैं?,२४,CS,CS
676,लिंकन के खिलौनों के बॉक्स में ऑक्टल संख्या प्रणाली के प्रत्येक अंक का प्रतिनिधित्व करने वाले खिलौने हैं। लिंकन के पास भाई-बहनों के लिए ऐसे ५ और खिलौनों के बॉक्स हैं। उनके पास कितने खिलौने हैं?,४८,CS,CS
677,लिंकन के खिलौनों के बॉक्स में ऑक्टल संख्या प्रणाली के प्रत्येक अंक का प्रतिनिधित्व करने वाले खिलौने हैं। लिंकन के पास भाई-बहनों के लिए ऐसे १० और खिलौनों के बॉक्स हैं। उनके पास कितने खिलौने हैं?,८८,CS,CS
678,लिंकन के खिलौनों के बॉक्स में ऑक्टल संख्या प्रणाली के प्रत्येक अंक का प्रतिनिधित्व करने वाले खिलौने हैं। लिंकन के पास भाई-बहनों के लिए ऐसे ७ और खिलौनों के बॉक्स हैं। उनके पास कितने खिलौने हैं?,६४,CS,CS
679,लिंकन के खिलौनों के बॉक्स में हेक्साडेसिमल संख्या प्रणाली के प्रत्येक अंक का प्रतिनिधित्व करने वाले खिलौने हैं। लिंकन के पास भाई-बहनों के लिए ऐसे ३ और खिलौनों के बॉक्स हैं। उनके पास कितने खिलौने हैं?,६४,CS,CS
680,लिंकन के खिलौनों के बॉक्स में हेक्साडेसिमल संख्या प्रणाली के प्रत्येक अंक का प्रतिनिधित्व करने वाले खिलौने हैं। लिंकन के पास भाई-बहनों के लिए ऐसे ५ और खिलौनों के बॉक्स हैं। उनके पास कितने खिलौने हैं?,९६,CS,CS
681,लिंकन के खिलौनों के बॉक्स में हेक्साडेसिमल संख्या प्रणाली के प्रत्येक अंक का प्रतिनिधित्व करने वाले खिलौने हैं। लिंकन के पास भाई-बहनों के लिए ऐसे ४ और खिलौनों के बॉक्स हैं। उनके पास कितने खिलौने हैं?,८०,CS,CS
682,मोहन ने कहा कि उसके पास ४५ (ऑक्टल में) केले थे लेकिन उसने करण को १० (डेसिमल में) दे दिए। हमारी संख्या प्रणाली में उसके पास और कितने केले रहेंगे?,२७,CS,CS
683,मोहन ने कहा कि उसके पास ४५ (ऑक्टल में) केले थे लेकिन उसने करण को ११ (बाइनरी में) दे दिए। हमारी संख्या प्रणाली में उसके पास और कितने केले रहेंगे?,३४,CS,CS
684,मोहन ने कहा कि उसके पास ६७ (ऑक्टल में) केले थे लेकिन उसने करण को १०१ (बाइनरी में) दे दिए। हमारी संख्या प्रणाली में उसके पास और कितने केले रहेंगे?,५०,CS,CS
685,मोहन ने कहा कि उसके पास ७७ (ऑक्टल में) केले थे लेकिन उसने करण को १००० (बाइनरी में) दे दिए। हमारी संख्या प्रणाली में उसके पास और कितने केले रहेंगे?,५५,CS,CS
686,मोहन ने कहा कि उसके पास ८५ (हेक्साडेसिमल में) केले थे लेकिन उसने करण को १० (डेसिमल में) दे दिए। हमारी संख्या प्रणाली में उसके पास और कितने केले रहेंगे?,१२३,CS,CS
687,राहुल ने कहा कि उसके पास ४५२ (हेक्साडेसिमल में) केले थे लेकिन उसने करण को ९ (हेक्साडेसिमल में) दे दिए। हेक्साडेसिमल संख्या प्रणाली में उसके पास और कितने केले रहेंगे?,४४९,CS,CS
688,राहुल ने कहा कि उसके पास ४५२ (हेक्साडेसिमल में) केले थे लेकिन उसने करण को १००० (ऑक्टल में) दे दिए। हमारी संख्या प्रणाली में उसके पास और कितने केले रहेंगे?,५९४,CS,CS
