Q No.,Question,Answer,option1,option2
304,"জেড তার বন্ধু টাইলারের বিরুদ্ধে একটি রেস জেতার চেষ্টা করছে। জেড ৮৮ কেজি, এবং টাইলার ২৩০ কেজি। দৌড়ের সময়, কে দ্রুত গতি বাড়াবে?",Option 1,জেড,টাইলার
305,"ডগ তার বাইসাইকেলে তার বাড়ি থেকে বন্ধুর বাড়িতে ভ্রমণ করে এবং সে এক ঘন্টায় ৭ মাইল অতিক্রম করে এবং যখন সে একই দূরত্ব পায়ে হেঁটে যায়, তখন সে এক ঘন্টায় ২ মাইল অতিক্রম করে। কীভাবে ডগ তাড়াতাড়ি তার বন্ধুর বাড়িতে যাবে?",Option 2,হেঁটে,সাইকেলে
306,রেঞ্জার এবং রাস্টলার উভয়েই একই সাথে বাড়ির দিকে ঘোড়ায়(যেগুলি একই গতিতে ছুটছিল) চড়ে চলছিল। রাস্টলার ০২:০০ এ বাড়ি চলে যায় যেখানে রেঞ্জার ০১:০০ এ যায়। কে কম সময় ভ্রমণ করেছেন?,Option 1,রেঞ্জার,রাস্টলার
307,"এমিলি ছাদে একটি কলা ছুঁড়ে ফেলেছিল এবং এটি ৫ সেমি পিছলে গিয়েছিল, কিন্তু যখন সে এটি স্লাইডে ছুঁড়েছিল, তখন এটি ১১ সেমি পিছলে যায়। কোনটিতে কম ঘর্ষণ ছিল?",Option 2,ছাদ,স্লাইড
308,"জেড তার বন্ধু টাইলারের বিরুদ্ধে একটি রেস জেতার চেষ্টা করছে। জেড ৩৪০ কেজি, এবং টাইলার ৮০ কেজি। দৌড়ের সময়, কে দ্রুত গতি বাড়াবে?",Option 2,জেড,টাইলার
309,"মহসিন এবং মুসা ঠিক একই সময়ে, অর্থাৎ ০১ঃ০০ ঘণ্টায় বারটি ছেড়েছিলেন এবং একই গতিতে গাড়ি চালান। মহসিন কয়েক ঘন্টা গাড়ি চালিয়ে ০৬ঃ০০ ঘন্টায় থামে যেখানে মুসা ২২ঃ০০ ঘন্টা থামে। কে সবচেয়ে বেশি দূরত্ব ভ্রমণ করেছে?",Option 1,মুসা,মহসিন
310,একটি স্লেগ একই গতিতে একটি ছাদের উপর ১৩ মিটার এবং ঠান্ডা মাটির উপর ৯ মিটারের জন্য স্লাইড করেছে। এর মানে _____ বেশী রুক্ষ?,Option 2,ছাদ,ঠান্ডা মাটি
311,"জেড তার বন্ধু টাইলারের বিরুদ্ধে একটি রেস জেতার চেষ্টা করছে। জেড ১৩০ কেজি, এবং টাইলার ৬০ কেজি। দৌড়ের সময়, কে দ্রুত গতি বাড়াবে?",Option 2,জেড,টাইলার
312,একটা কুকুর পাড়ায় ঘুরতে পছন্দ করত। মঙ্গলবার কুকুরটি ১ ঘন্টা ৫৩ মিনিটের জন্য রাস্তায় নেমেছিল এবং বুধবার কুকুরটি রাস্তায় নেমেছিল কিন্তু ৩৩০ মিনিট পরে থামে। কুকুরটি কোনদিন রাস্তায় বেশি দূর হেঁটেছিল?,Option 2,মঙ্গলবারে,বুধবারে
313,রেঞ্জার এবং রাস্টলার উভয়েই ঘোড়ায় চড়ছিল যেগুলি একই গতিতে ছুটছিল। রাস্টলার ১৮:০০ এ চলা শুরু করে যেখানে রেঞ্জার ২১:০০ এ চলা শুরু করে। কে বেশী দূর ভ্রমণ করেছেন?,Option 2,রেঞ্জার,রাস্টলার
314,"যদি একটি নৌকার গতি ৭০০ সেমি/সেকেন্ড হয় এবং একটি সাবমেরিনের গতি ৪ সেমি/সেকেন্ড হয়, তাহলে কোন নৌযানটি একই যাত্রা করতে বেশি সময় নেবে?",Option 2,নৌকা,সাবমেরিন
315,একজন সাঁতারু ৫ মিনিটে একটি হ্রদ অতিক্রম করে এবং ৩০ সেকেন্ডে ভিজা কাদা অতিক্রম করে কোনটি কম মসৃণ?,Option 1,হ্রদ,ভিজা কাদা
316,একটি ট্রেন শহরের ট্র্যাকে ৭৪ মাইল প্রতি ঘন্টা এবং গ্রামের ট্র্যাকে ৬৬ মাইল প্রতি ঘন্টা বেগে চলে। ট্রেনটির চাকা কোন ট্র্যাকে বেশি গরম হয়?,Option 2,শহরের ট্র্যাক,দেশের ট্র্যাক
317,কেভিন নিউইয়র্ক থেকে শিকাগোতে ০৯ঃ০০ ঘন্টায় একটি প্লেন নিয়েছিলেন এবং ইস্টার ১৭ঃ০০ এ নিউইয়র্ক থেকে লস এঞ্জেলস যাওয়ার একটি বিমান নিয়েছিলেন। তারা উভয়ই একই ধরণের বিমান থেকে ভ্রমণ করছে তাই তাদের ভ্রমণের গতি একই। দুজনেই একই সাথে তাদের গন্তব্যে পৌঁছে গেল। কে বেশী ভ্রমণ করেছেন?,Option 2,কেভিন,ইস্টার
318,"টেরি তার সাইকেল নিয়ে যাত্রার জন্য, প্রথমে ঘাসের মাঠের মধ্য দিয়ে ৩ মি/সেকেন্ড বেগে, তারপর পাকা রাস্তায় ১২০ সেমি/সেকেন্ড বেগে। পাকা রাস্তা ছিল?",Option 1,বেশী প্রতিরোধী,কম প্রতিরোধী।
319,একটি হাত ১২ সেকেন্ডে ২০০ সেন্টিমিটার আকারের জলের ট্যাঙ্কের মধ্য দিয়ে যেতে পারে এবং এটি ৭ সেকেন্ডে বাতাসের মাধ্যে ২ মিটার যেতে পারে। কোথায় কম ঘর্ষণ আছে?,Option 2,জল,বায়ু
320,রেঞ্জার এবং রাস্টলার উভয়েই ঘোড়ায় চড়ছিল যেগুলি একই গতিতে ছুটছিল। রাস্টলার ০১:০০ এ চলা শুরু করে যেখানে রেঞ্জার ০৩:০০ এ চলা শুরু করে। কে বেশী ভ্রমণ করেছেন?,Option 2,রেঞ্জার,রাস্টলার
321,মেরির স্কিফ খোলা সমুদ্রে ৪ মাইলের তুলনায় উপসাগরে জ্বালানি শেষ হওয়ার আগে ১০ মাইল দূরত্ব অতিক্রম করতে সক্ষম। এর মানে এই যে _____ বেশী রুক্ষ?,Option 2,উপসাগর,খোলা সমুদ্র
322,একটি ঝিঁঝিঁপোকা সেকেন্ডে ১৫ মিটার এবং একটি মুরগি সেকেন্ডে ৭৮ মিটার কভার করতে পারে। যদি উভয়ই একই যাত্রা করে তবে কোনটি পরে আসবে?,Option 2,মুরগি,ঝিঁঝিঁপোকা
323,"টেড পার্কে তার বাইক চালাচ্ছিলেন। যখন তিনি সিমেন্টের পথে ছিলেন, তিনি ১০ মিনিটে পার্কের চারপাশে ঘুরতে করতে সক্ষম হন এবং ঘাসের উপর তিনি ২০ মিনিট সময় নেন। ঘর্ষনের কারণে বাইকটি বেশি গরম হয়ে যায় কখন?",Option 2,সিমেন্ট পথ,ঘাস
324,একটি রোবট ২৩ সেকেন্ডে টাইলস এবং ১ মিনিটে প্লাশ কার্পেট পরিষ্কার করে কারণ টাইলসে কার্পেটের তুলনায়?,Option 2,বেশী ঘর্ষণ,কম ঘর্ষণ
325,"টেরি তার সাইকেল নিয়ে যাত্রার জন্য, প্রথমে ঘাসের মাঠের মধ্য দিয়ে ৫৬০ সেমি/সেকেন্ড বেগে, তারপর পাকা রাস্তায় ১২ মি/সেকেন্ড বেগে। পাকা রাস্তা ছিল?",Option 2,কম প্রতিরোধী,কম প্রতিরোধী
326,মাছটি পানির মধ্য দিয়ে ৮ মিটার/সেকেন্ড এবং জেলোর মধ্য দিয়ে ৫ মিটার/সেকেন্ড বেগে চলে যায় কোনটি বেশী মসৃণ?,Option 2,জেলো,জল
327,একটি রোবট ০.৫ ঘন্টার মধ্যে টাইলস এবং ১৪ মিনিটের মধ্যে প্লাশ কার্পেট পরিষ্কার করে কারণ টাইলসে কার্পেটের তুলনায়?,Option 1,বেশী ঘর্ষণ,কম ঘর্ষণ
328,একটি শহরের ফায়ার চিফ লক্ষ্য করেছেন যে তার ফায়ার ইঞ্জিন জনাকীর্ণ রাস্তায় ১২ মাইল এবং খোলা রাস্তায় ৭ মাইল প্রতি ঘন্টা গতিতে যেতে পারে। কোন রাস্তাটি বেশী মসৃণ?,Option 1,জনাকীর্ণ রাস্তা,খোলা রাস্তা
329,আমি একটি গাড়িতে ৬ মি/সে গতিতে এবং একটি সাইকেলে ২০ মি/সে গতিতে ভ্রমণ করতে পারি। কোনটি ধীর?,Option 2,সাইকেল,গাড়ী
330,আমি একটি গাড়িতে ৫৬ মি/সে গতিতে এবং একটি সাইকেলে ১২ মি/সে গতিতে ভ্রমণ করতে পারি। কোনটি ধীর?,Option 1,সাইকেল,গাড়ী
331,"যদি একটি নৌকার গতি ১২ মিটার/সেকেন্ড হয় এবং একটি সাবমেরিনের গতি ৮৭ মিটার/সেকেন্ড হয়, তাহলে কোন নৌযানটির একই যাত্রা করতে বেশি সময় লাগবে?",Option 1,নৌকা,সাবমেরিন
332,একটি ট্রেন শহরের ট্র্যাকে ৬০ কিমি/ঘন্টা এবং গ্রামের ট্র্যাকে ৯০ কিমি/ঘন্টা বেগে চলে। ঘর্ষনের কারণে ট্রেনটির চাকা কোন ট্র্যাকে বেশি গরম হয়?,Option 1,শহরের ট্র্যাক,গ্রামের ট্র্যাক
333,"কেট সিনেমায় আছে এবং ঘটনাক্রমে তার কাপ মেঝেতে ফেলে দেয়। কাপটি কংক্রিটের মেঝে দিয়ে ৪ সেকেন্ডে গড়িয়ে যায় যা ১৩ মিটার দীর্ঘ, কিন্তু কার্পেটেড মেঝেতে আঘাত করার পরে এটি ৭ সেকেন্ডে ৯ মিটার যায়। কার্পেটের মেঝেতে কাপটি ধীরগতির ছিল কারণ কার্পেট মেঝে ছিল?",Option 1,বেশী ঘর্ষণ,কম ঘর্ষণ
334,প্রথম ইঁদুরটি এবং দ্বিতীয় ইঁদুরটি প্রত্যেকে হাইস্কুল থেকে হাসপাতালের দিকে হাঁটতে বের হয়। প্রথম ইঁদুর ১১০ সেমি/সেকেন্ড গতিতে চলে এবং দ্বিতীয় ইঁদুর ৩ মি/সেকেন্ড গতিতে চলে। হাসপাতালে পৌছাতে কে বেশি সময় নিলো?,Option 1,প্রথম ইঁদুর,দ্বিতীয় ইঁদুর
335,"ইয়ান এবং অ্যাভেরি একই স্টেশন থেকে ট্রেন ধরছে। ইয়ানের ট্রেন লাল, এবং চল্লিশ মাইল দূরে একটি গন্তব্যে ৯ কিমি প্রতি ঘন্টা যাচ্ছে। অ্যাভেরি এর ট্রেন সবুজ এবং চল্লিশ মাইল দূরে একটি গন্তব্যে ২৩ কিমি প্রতি ঘন্টা যাচ্ছে। যে ট্রেনের গতি বেশি?",Option 2,লাল,সবুজ
336,"সারা এবং জেনি দুজনেই যদি একই গতিতে দৌড়ায়, সারাহ ৪৮ মিনিট দৌড়ায় এবং জেনি সারার চেয়ে ৫৬ মিনিট বেশী দৌড়ায়, তাহলে কে বেশি দূর ভ্রমণ করেছে?",Option 2,সারাহ,জেনি
337,বব ইউএসপিএস এর মাধ্যমে একটি প্যাকেজ এবং ইউপিএস এর মাধ্যমে একটি প্যাকেজ পাঠিয়েছে। তিনি ইউপিএস এর মাধ্যমে যে প্যাকেজটি পাঠিয়েছিলেন তা ১৪ দিনের মধ্যে পৌঁছেছে এবং ইউএসপিএসের মাধ্যমে ১০ দিনের মধ্যে পৌঁছেছে। কোন পার্সেল পরিষেবা ধীর ছিল?,Option 2,ইউএসপিএস ধীর ছিল,ইউপিএস ধীর ছিল
338,ট্যাঙ্কের সর্বোচ্চ গতি ৩২ মাইল প্রতি ঘন্টা এবং ফাইটার জেটের সর্বোচ্চ গতি ২৯০ মাইল প্রতি ঘন্টা। ধরুন তাদের দুজনকে একটি নির্দিষ্ট দূরত্ব অতিক্রম করতে হয়েছিল?,Option 1,ট্যাঙ্কটি সেই যাত্রা করতে জেটের চেয়ে বেশি সময় নেবে,ট্যাঙ্কটি সেই যাত্রা করতে জেটের চেয়ে কম সময় নেবে
339,"কেট সিনেমায় আছে এবং ঘটনাক্রমে তার কাপ মেঝেতে ফেলে দেয়। কাপটি কংক্রিটের মেঝে দিয়ে ৪ সেকেন্ডে গড়িয়ে যায় যা ৩ মিটার দীর্ঘ, কিন্তু কার্পেটেড মেঝেতে আঘাত করার পরে এটি ৭ সেকেন্ডে ২ মিটার যায়। কাপটি কংক্রিটের মেঝেতে দ্রুত ছিল কারণ কংক্রিটের মেঝে ছিল?",Option 2,বেশী ঘর্ষণ,কম ঘর্ষণ
340,জ্যাসপার তার ভাগ্নেকে নিয়ে যাচ্ছে পার্কে। তারপর তার ভাগ্নির পালা। তার ভাগ্নির বয়স পাঁচ বছরের বেশী এবং ওজন ৩২ কেজি যেখানে তার ভাগ্নের ওজন ৪০ পাউন্ড ১৩ আউন্স। কার মাধ্যাকর্ষণ টান বেশি?,Option 1,ভাগ্নির,ভাগ্নের
341,আমি একটি গাড়িতে ২৩ মি/সে গতিতে এবং একটি সাইকেলে ৪ মি/সে গতিতে ভ্রমণ করতে পারি। কোনটি ধীর?,Option 1,সাইকেল,গাড়ী
342,একটি খরগোশ একটি ক্ষেতে ৩১ কিমি/ঘন্টা এবং একটি ক্যাকটাস ক্ষেতে ৪৭ কিমি/ঘন্টা বেগে দৌড়াতে পারে। এর মানে কোথায় খরগোশটি বেশী বাধা পায়?,Option 2,ক্যাকটাস ক্ষেত্র,ক্ষেতে
343,একটি বোলিং বলের ভর ১৯ পাউন্ড এবং একটি বেসবলের ওজন ৬ পাউন্ড। কোনটির শক্তিশালী মাধ্যাকর্ষণ আছে?,Option 2,বেসবল,বোলিং বল
344,যদি একজন স্কেটার একটি রাস্তায় ৬ মি/সে এবং একটি স্কেট পার্কে ৪ মি/সে গতিতে রাইড করে তাহলে কোনটি বেশী মসৃণ?,Option 2,স্কেট পার্ক,রাস্তায়
345,"একটি পোর্শে ৪ মাইল/ঘণ্টা বেগে ছুটছিল এবং একটি টয়োটা ১.৫ মাইল/ঘণ্টা বেগে ছুটছিল, তাই পোর্শে রেস করেছিল?",Option 2,বেশী সময়,কম সময়
346,"একটি মুরগি ৪ মিটার/সেকেন্ড বেগে দৌড়াতে পারে এবং একটি টার্কি ২ মিটার/সেকেন্ড দৌড়াতে পারে। যদি দুজনেই শস্যাগার থেকে চালার দিকে দৌড়ে যায়, তাহলে সেখানে কে তাড়াতাড়ি পৌঁছাবে?",Option 1,মুরগি,টার্কি
347,"বব রাস্তার বাতি থেকে ৭৯২ সেমি দূরে ছিল। তিনি একটু সরে গেলেন এবং এখন তিনি ১৯ সেমি দূরে, তিনি লক্ষ্য করলেন যে রাস্তার বাতি আগের চেয়ে বেশী _____ ?",Option 1,উজ্জ্বল,অনুজ্জ্বল
348,বিলি এবং জিমি একদিন বাড়িতে দৌড়ানোর সিদ্ধান্ত নেয়। জিমি ৪ ঘন্টা এবং বিলি ৯ ঘন্টা সময় নেয় বাড়ি ফিরতে। তাই জিমি বিলির চেয়ে বেশী _____ ?,Option 2,ধীর,দ্রুত
349,"জ্যাক্স মেঝেতে টয়লেট পেপারের একটি রোল ফেলে দেয়। টয়লেট পেপারটি কার্পেটে গড়িয়ে পড়ে এবং ২৩৪ সেন্টিমিটার পরে ধীরে ধীরে থেমে যায়। পরে যখন তিনি টয়লেট পেপারের একই রোলটি কাঠের মেঝেতে ফেলে দেন, তখন টয়লেট পেপারের রোলটি ৯ মিটার লম্বা ঘর থেকে বের হতে থাকে। টয়লেট পেপারের রোলটি কাঠের মেঝেতে বেশী দূরত্বে গিয়েছিল কারণ এটি ছিল?",Option 2,বেশী ঘর্ষণ,কম ঘর্ষণ
350,মাহির ওজন ৬০০ নিউটন যেখানে তার বন্ধু মুসার ওজন ৮০০ নিউটন। কর ভর কম হওয়ার সম্ভাবনা আছে?,Option 1,মাহি,মুসা
351,জরিনা তার পেন্সিলটি বিভিন্ন পৃষ্ঠে ঘষে দেখলেন যে কতটা তাপ তৈরি হয়েছে। তিনি লক্ষ্য করেছেন যে মটর নুড়ির উপর পেন্সিলটি ঘষার সময় ৮১ জুল তাপ এবং ১৩৭ জুল তাপ উৎপন্ন হয় যখন এটিকে কার্পেটের উপর ঘষা হয়। পেন্সিলটি কোথায় ধীর গতিতে চলবে?,Option 1,কার্পেট,মটর নুড়ি
352,"মহসিনের ট্রাকের গড় গতি ঘণ্টায় ১৩ মাইল এবং তার গাড়ির গতি ঘণ্টায় ২৯ মাইল। যদি তিনি ফ্রিওয়েতে এক ঘন্টার জন্য উভয় গাড়ি চালান, তবে কোনটি বেশী দূরত্ব অতিক্রম করবে?",Option 2,ট্রাক,গাড়ী
353,একটি বাজপাখি তার খাদ্য পেতে ৬০০০ ন্যানোসেকেন্ড সময় নেয় এবং একটি স্লথ ১০০ মিলিসেকেন্ড সময় নেয়। কেন?,Option 2,বাজপাখি স্লথের চেয়ে দ্রুত,বাজপাখি স্লথের চেয়ে ধীর
354,"দুটি কাগজের প্লেন একসাথে বাতাসে নিক্ষেপ করা হয়। একটি মোটা কার্ডবোর্ড দিয়ে তৈরি যার ওজন ১৮৬ গ্রাম, একটি বিশেষ কাগজ দিয়ে তৈরি যার ওজন ৪৬৭ গ্রাম। কোন কাগজের প্লেন দ্রুত উড়ে?",Option 1,কার্ডবোর্ড,বিশেষ কাগজ
355,ঘোড়াটি ডার্বি ট্র্যাকে ১২০ সেমি/সেকেন্ড গতিতে এবং বনে ৩.৫ মিটার/সেকেন্ড গতিতে চলে কারণ বনে আছে?,Option 2,বেশী বাধা,কম বাধা
356,একটি স্টিলের বলের ভর ১৩ কেজি এবং একটি নুড়ির ভর ০.৩ কেজি। কোন বস্তুর বেশী শক্তিশালী মহাকর্ষীয় ক্ষেত্র আছে?,Option 1,ইস্পাতের বল,নুড়ি
357,"শেপ এবং ক্রিস একই রাস্তায় গাড়ি চালাচ্ছে এবং একই গতিতে যাচ্ছে। যাইহোক, শেপ ১৭ মিনিটের জন্য ভ্রমণ করেছেন এবং ক্রিস ২৫ মিনিটের জন্য ভ্রমণ করেছেন। ফলে?",Option 2,শেপ ক্রিসের চেয়ে বেশি ভ্রমণ করেছে,শেপ ক্রিসের চেয়ে বেশি ভ্রমণ করেনি
358,"মহসিনের ট্রাকের গড় গতি ঘণ্টায় ১৩ মাইল এবং তার গাড়ির গতি ঘণ্টায় ২৯ মাইল। যদি তিনি ফ্রিওয়েতে এক ঘন্টার জন্য উভয়ই গাড়ি চালান, তবে কোনটি কম দূরত্ব অতিক্রম করবে?",Option 1,ট্রাক,গাড়ী
359,জেমস তার স্লেজ ৪০ সেমি শুষ্ক তুষারের উপর এবং ১৯ সেমি ভেজা তুষারের উপর রাইড করতে পারেন। এর মানে _____ বেশি রুক্ষ?,Option 1,ভেজা তুষার,শুকনো তুষার
360,"পুরানো গাছের কাণ্ডের প্রস্থ ৫.১ ইঞ্চি, এবং নতুন গাছের কাণ্ডের পুরুত্ব ১০ সেমি, তাহলে পুরানো গাছটি ছিল তুলনামূলক?",Option 1,শক্তিশালী গাছ,দুর্বল গাছ
361,"একজন ভলিবল খেলোয়াড় জিমের মেঝেতে ৩ মিটার লাফ দিয়েছিলেন, কিন্তু সাগরের তীরে বালিতে ১.২ মিটার লাফ দিয়েছিলেন। কারণ এটি ছিল?",Option 1,বেশি প্রতিরোধী,কম প্রতিরোধী
362,"ইয়ান এবং অ্যাভেরি একই স্টেশন থেকে ট্রেন ধরছে। ইয়ানের ট্রেন লাল, এবং চল্লিশ মাইল দূরে একটি গন্তব্যে ৩৯ কিমি প্রতি ঘন্টা যাচ্ছে। অ্যাভেরি এর ট্রেন সবুজ এবং চল্লিশ মাইল দূরে একটি গন্তব্যে ২৩ কিমি প্রতি ঘন্টা যাচ্ছে। ট্রেন যে ধীরগতির হয়?",Option 2,লাল,সবুজ
363,একটি সিটি বাস একটি রাস্তা ধরে ১২ কিমি এবং একটি গলিতে ৮ কিমি যেতে পারে। কোনটি বেশী রুক্ষ?,Option 2,রাস্তা,গলি
364,প্রথম কচ্ছপ এক সেকেন্ডে ৪০০ সেমি এবং দ্বিতীয় কচ্ছপ ৫ সেকেন্ডে ২ মিটার ভ্রমণ করে। কোনটি সমুদ্রে পৌঁছতে বেশি সময় নেবে যদি দুজনেই সমুদ্র সৈকতে হাঁটতে থাকে?,Option 2,প্রথম কচ্ছপ,দ্বিতীয় কচ্ছপ
365,"যদি সারা এবং জেনি দুজনেই একই গতিতে দৌড়ায়, সারাহ ১ ঘন্টা ২০ মিনিট দৌড়ায় এবং জেনি সারার চেয়ে ৩০ মিনিট দৌড়ায়, তাহলে কে বেশি দূর দৌড়ায়?",Option 1,সারাহ,জেনি
366,জেরিন এবং মিনা দুজনেই হাইওয়েতে একই গতিতে যাচ্ছে।জেরিন ০.৬৫ ঘণ্টা এবং মিনা ৩৮.৫০ মিনিটের জন্য গাড়ি চালায়। কে বেশী দূর গাড়ি চালায়?,Option 2,মিনা,জেরিন
367,টিনা এবং মিনা দুজনেই হাইওয়েতে একই গতিতে যাচ্ছে। টিনা ৩০.৬ মিনিট এবং মিনা ২৮.৭৬ মিনিটের জন্য গাড়ি চালায়। কে বেশী দূর গাড়ি চালায়?,Option 1,টিনা,মিনা
368,"বব রাস্তার বাতি থেকে ২৯০ মিটার দূরে ছিল। তিনি একটু সরেছেন এবং এখন তিনি ১২ মিটার দূরে, তিনি লক্ষ্য করেছেন যে এটির আলো আরো _____ হয়েছে।",Option 1,উজ্জ্বল,অনুজ্জ্বল
369,টড সোমবার তার গাড়িতে ওঠে এবং ২৪ ঘন্টা গাড়ি চালায়। তিনি মঙ্গলবার একই জিনিস করেন কিন্তু সেই দিন ১৮ ঘন্টা ৫০ মিনিট পরে থামেন। কোন দিন সে কম দূরে যাবে?,Option 2,সোমবার,মঙ্গলবার
370,একটি গলফ বলের ভর ৭৮ গ্রাম এবং একটি বেসবলের ভর ০.১৫৯ কেজি। কোনটির তুলনামূলক দুর্বল মহাকর্ষীয় ক্ষেত্র আছে?,Option 1,গলফ বলের,বেসবলের
371,একটি গলফ বলের ভর ১৫৮ গ্রাম এবং একটি বেসবলের ভর ০.১৫৯ কেজি। কোনটির তুলনামূলক বেশী মহাকর্ষীয় বল আছে?,Option 2,গলফ বলের,বেসবলের
372,রোজ স্কিইং করছে। তিনি একটি কর্দমাক্ত পাহাড়ের নিচে এবং তারপর একটি তুষারময় পাহাড়ের নিচে স্কি করেন। রোজ লক্ষ্য করেছেন যে তিনি ২৭ মিনিটে তুষারময় পাহাড় এবং ৩২ মিনিটে কর্দমাক্ত পাহাড়ের নিচে নেমেছেন এবং উভয় পাহাড়ই প্রায় একই আকারের। সেই পাহাড়ে কাদা ছিল তাই?,Option 1,বেশী ঘর্ষণ,কম ঘর্ষণ
373,একটি শহরের বাস একটি রাস্তার উপর দিয়ে ১০.৩ মাইল এবং একটি গলি দিয়ে ১.২ মাইল যেতে পারে।কোনটি বেশী রুক্ষ?,Option 2,রাস্তা,গলি
374,"মিতা এবং রিতা দৌড়ে যাচ্ছে। রিতা ক্লান্ত হয়ে পড়ে এবং ২৫ মিনিট জগিং করার পরে পার্কের বেঞ্চে বিরতি নেয়। মিতা পার্কে ৩৫ মিনিটের জন্য দৌড়াচ্ছে, কে বেশি দৌড়েছে?",Option 1,মিতা,রিতা
375,কেভিন নিউইয়র্ক থেকে শিকাগোতে ০৮ঃ০০ ঘন্টায় একটি প্লেন নিয়েছিলেন এবং ইস্টার ০৭ঃ০০ এ নিউইয়র্ক থেকে লস এঞ্জেলস যাওয়ার একটি বিমান নিয়েছিলেন। তারা উভয়ই একই ধরণের বিমান থেকে ভ্রমণ করছে তাই তাদের ভ্রমণের গতি একই। দুজনেই একই সাথে তাদের গন্তব্যে পৌঁছে গেল। কে বেশী সময় ভ্রমণ করেছেন?,Option 2,কেভিন,ইস্টার
376,দুইটি ইঁদুর হাইস্কুল থেকে হাসপাতালের দিকে হাঁটতে বের হয়। প্রথম ইঁদুরটি ১৪ মিটার/সেকেন্ড বেগে চলে এবং দ্বিতীয় ইঁদুরটি ৬ মি/সেকেন্ড বেগে চলে। হাসপাতালে পৌছাতে কে বেশি সময় নিলো?,Option 2,প্রথম ইঁদুরটি,দ্বিতীয় ইঁদুরটি
377,জিম সার্ভার থেকে ১০০ কিমি দূরে থাকে। জরিনা সার্ভার থেকে ৯৭০০ মাইল দূরে বাস করে। উভয়ের ইন্টারনেট গতি একই। কার পিং বেশি হবে?,Option 2,জিম,জরিনা
378,বিউটি কুইন ১৩ মিটার/সেকেন্ড গতিতে মার্বেল মেঝেতে কিন্তু কাঠের মেঝেতে ৯ মিটার/সেকেন্ড গতিতে হাটতে পেড়েছিলেন। কারণ এটি ছিল?,Option 1,বেশী প্রতিরোধী,কম প্রতিরোধী
379,একটি ময়লা ক্ষেত্রের মধ্যে ঘূর্ণায়মান একটি অ্যাগেট ৫ মিটার/সেকেন্ড গতিতে চলে এবং একটি খালি গুহায় ২৩ মিটার/সেকেন্ড গতিতে চলে। কোথায় এগেট বেশি দূরত্বে গড়িয়ে যাবে?,Option 2,ময়লা ক্ষেত্র,খালি গুহা
380,একটি ছোট ছেলে হলওয়ের নিচে তার দুটি রাবারের বল গড়িয়েছে। লাল বল ১০০ সেকেন্ড পরে থামল। নীল একটি ৯১ সেকেন্ড পরে বন্ধ হল। কোনটি সবচেয়ে দূরে যায়?,Option 1,লাল বল,নীল বল
381,জিম সার্ভার থেকে ৩৭ মাইল বাস করে। জরিনা সার্ভার থেকে ৬৮০০ মাইল দূরে বাস করে। উভয়ের ইন্টারনেট গতি একই। কার পিং বেশি হবে?,Option 2,জিম,জরিনা
382,টড সোমবার তার গাড়িতে ওঠে এবং ১২ ঘন্টা গাড়ি চালায়। তিনি মঙ্গলবার একই কাজ করেন কিন্তু সেদিন ৯ ঘন্টা পরে থামেন। কোন দিন সে কম দূর যাবে?,Option 2,সোমবার,মঙ্গলবার
383,"জন এবং রিতা দৌড়ে যাচ্ছে। রীতা ক্লান্ত হয়ে পড়ে এবং ৪৫ মিনিট জগিং করার পরে পার্কের বেঞ্চে বিরতি নেয়। জন পার্কে ৩৮ মিনিটের জন্য দৌড়াচ্ছে, কে বেশি দৌড়েছে?",Option 2,জন,রিতা
384,টড সোমবার তার গাড়িতে ওঠে এবং ৪ ঘন্টা গাড়ি চালায়। তিনি মঙ্গলবার একই জিনিস করেন কিন্তু সেদিন ৩ ঘন্টা পরে থামেন। কোন দিন সে কম দূর যাবে?,Option 2,সোমবার,মঙ্গলবার
385,"জো একটি বারে কাজ করত। বারটির একদিকে একটি কাচের কাউন্টার এবং অন্যদিকে একটি কাঠের কাউন্টার ছিল। জো যখন কাচের কাউন্টার বরাবর একটি গ্লাস ছুঁড়ে, তিনি লক্ষ্য করেন যে এটি কাঠের কাউন্টারে ৮.৪ সেমি এবং কাচের কাউন্টারে ১.৩ সেমি পিছলে গেছে। কোনটি বেশী মসৃণ?",Option 1,কাচের কাউন্টার,কাঠের কাউন্টার
386,"পুকুরে কচ্ছপের সাঁতারের গতি ১২ মিটার/সেকেন্ড, যখন সাগরে ২.৮ মিটার/সেকেন্ড, কারণ _____ বেশী মসৃণ?",Option 1,পুকুর,মহাসাগর
387,একটি বাদামী ইঁদুর এবং একটি কালো ইঁদুর প্রত্যেকে ৫০ ফুট সুড়ঙ্গের মধ্য দিয়ে যত দ্রুত সম্ভব ছুটে যায়। কালো ইঁদুরটি ১১ সেকেন্ডের মধ্যে অন্য প্রান্তে যায় এবং বাদামী ইঁদুরটি ২৫ সেকেন্ডে যায়। কোন ইঁদুরটি তুলনামূলক কম দ্রুত দৌড়াতে পারে?,Option 1,বাদামী ইঁদুুরটি,কালো ইঁদুরটি
388,খালি সিমেন্ট ট্রাকের ওজন প্রায় ৭২৫৮ কেজি । পরে ট্রাকে ৪২ কেজি ওজনের ১৮ ব্যাগ সিমেন্ট রাখা হয়। এটি বেশী _____ চলে যখন সিমেন্টের ব্যাগ ছাড়াই চলছিল?,Option 1,দ্রুত,ধীর
