Q No.,Premise,Hypothesis,Answer
324,তাদের বয়সের অনুপাত ৮ : ৯ এর কম হলে স্যান্ডির বয়স কত?,তাদের বয়সের অনুপাত ৭ : ৯ হলে স্যান্ডির বয়স কত?,neutral
325,বাড়ি থেকে কত মাইল দূরে অ্যারন জগিং করতে পারেন যাতে তিনি মোট ৪ ঘন্টা জগিং এবং হাঁটাতে ব্যয় করেন?,বাড়ি থেকে কত মাইল দূরে হারুন জগিং করতে পারেন যাতে তিনি মোট ৩ ঘন্টা জগিং এবং হাঁটাতে ব্যয় করেন?,neutral
326,"এনার্জি হল অটোমোটিভ এক্স প্রাইজের একটি কেন্দ্রীয় থিম -- একটি স্ব-বর্ণিত ''$১০ মিলিয়নের প্রতিযোগিতা যাতে মানুষ কিনতে চায় এমন একটি নতুন প্রজন্মের কার্যকর, অতি দক্ষ যানবাহনকে অনুপ্রাণিত করে। '",অন্যরা $১০ মিলিয়ন অটোমোটিভ এক্স পুরস্কারের জন্য প্রতিদ্বন্দ্বিতা করেছিল,neutral
327,হায়দ্রাবাদ এবং ব্যাঙ্গালোরের মধ্যে ১৮টি স্টেশন রয়েছে,হায়দ্রাবাদ এবং ব্যাঙ্গালোরের মধ্যে ২৮টি স্টেশন রয়েছে,contradiction
328,"নেহার বয়স ১০ হলে
সোনালি ও প্রিয়াঙ্কা দুজনেরই বয়স ১৫
সাদাফ ও তনু দুজনেরই বয়স ১০।
একই সিস্টেমে প্রিঙ্কা কত?",নেহার বয়স ১০ এর কম হলে সোনালী ও প্রিয়াঙ্কা উভয়েরই ১৫ বছরের সাদাফ ও তনু উভয়েরই ১০। একই সিস্টেমে প্রিঙ্কা কত?,contradiction
329,"যদি একটি পোশাকে ৫টির কম শার্ট, ১ জোড়া জিন্স এবং ১ জোড়া স্নিকার থাকে, তাহলে জর্ডানের কতটি ভিন্ন পোশাক আছে?","যদি একটি পোশাকে ১টি শার্ট, ১ জোড়া জিন্স এবং ১ জোড়া স্নিকার্স থাকে, তাহলে জর্ডানের কতটি ভিন্ন পোশাক আছে?",neutral
330,"চিঠিটি -- সেনেটের সংখ্যাগরিষ্ঠ নেতা হ্যারি রিড, ডি-নেভাদাকে উদ্দেশ্য করে; সংখ্যালঘু নেতা মিচ ম্যাককনেল, আর-কেনটাকি; বিচার বিভাগীয় কমিটির চেয়ারম্যান প্যাট্রিক লেহি, ডি-ভারমন্ট; এবং আলাবামা সেন জেফ সেশনস, সেনেট জুডিশিয়ারি কমিটিতে র‌্যাঙ্কিং রিপাবলিকান -- তার ৪৯ জন প্রাক্তন আইন ক্লার্কের মধ্যে ৪৫ জন স্বাক্ষর করেছিলেন।",সুপ্রিম কোর্টের মনোনীত ৪৯ জন প্রাক্তন আইন ক্লার্কের মধ্যে ৪৫ জন দ্বারা স্বাক্ষরিত অনুমোদন৷,neutral
331,"একটি বেঞ্চে আপনি ২ জনের বেশি লোককে কত উপায়ে বসাতে পারেন যদি তাদের মধ্যে একজন, রোহিত, মাঝখানে বা উভয় প্রান্তে বসতে না চান?","কত উপায়ে আপনি একটি বেঞ্চে ৯ জনকে বসাতে পারেন যদি তাদের মধ্যে একজন, রোহিত, মাঝখানের সিটে বা উভয় প্রান্তে বসতে না চান?",neutral
332,১ জনের বেশি ছেলে এবং ৪ জন মেয়ের একটি দলে ৪ জনের একটি কমিটি গঠন করতে হবে,৬ জন ছেলে ও ৪ জন মেয়ের একটি দলে ৪ জনের একটি কমিটি গঠন করতে হবে,neutral
333,গত সপ্তাহে টাউন এক্স-এর বাসিন্দা প্যাট যে ঘন্টা টেলিভিশন দেখেছিলেন তা গড় থেকে ১ থেকে ২ মান বিচ্যুতির মধ্যে ছিল,টাউন এক্স-এর বাসিন্দা প্যাট গত সপ্তাহে যে ঘন্টা টেলিভিশন দেখেছিলেন তার সংখ্যা ৭ থেকে ২ স্ট্যান্ডার্ড বিচ্যুতির মধ্যে ছিল,contradiction
334,রিহানা বাড়িতে ৫৫০ টিরও কম কলম নিয়ে এসেছিল কিন্তু সেগুলি প্যাক করার সময় সে সেগুলির কিছু ভুল করে ফেলেছিল,"রিহানা বাড়িতে ১৫০টি কলম এনেছিল কিন্তু সেগুলি প্যাক করার সময়, সে সেগুলির কিছু ভুল করে ফেলেছিল৷",neutral
335,জো ঘন্টায় ৬০ মাইল বেগে ৬২০ মাইলের কম ড্রাইভ করেন এবং তারপর তিনি পরবর্তী ১২০ মাইল প্রতি ঘন্টায় ৪০ মাইল বেগে চালান,জো ঘন্টায় ৬০ মাইল বেগে ৪২০ মাইল চালায় এবং তারপর সে পরবর্তী ১২০ মাইল প্রতি ঘন্টায় ৪০ মাইল বেগে চালায়,neutral
336,প্রথম বারবি ডল $৩ এ বিক্রি হয়েছিল।,প্রথম বারবির দাম ছিল ৩ ডলার।,Entailment
337,ইউরোপিয়ান চ্যাম্পিয়ন্স লিগে বুলগেরিয়ান আন্ডারডগ লুডোগোরেটসের কাছে ঘরের মাঠে শেষ-হাঁসির মাঝামাঝি জয়ের পর ওয়েস্ট হ্যামের কাছে ৩-১ ব্যবধানে পরাজয় ছিল ব্রেন্ডন রজার্স দলের জন্য পাঁচটি ম্যাচে তৃতীয়।,লিভারপুল টানা দ্বিতীয় ম্যাচে ওয়েস্ট হ্যামের কাছে ৩-১ ব্যবধানে হেরেছে,neutral
338,"একটি গাড়ী ভ্রমণের সময়, মারিয়া তার গন্তব্যে মোট দূরত্বের ১/২ ভ্রমণ করার পরে বিশ্রাম নিতে থামে","একটি গাড়ী ভ্রমণের সময়, মারিয়া তার গন্তব্যে মোট দূরত্বের ৭/২ এরও কম ভ্রমণ করার পরে বিশ্রাম নেওয়া বন্ধ করে দেয়",Entailment
339,"ডেভিড ইংরেজি, গণিত, পদার্থবিদ্যা, রসায়ন এবং জীববিজ্ঞানে ২৬, ৩৫, ৪২, ৫৭ এবং ৫৫ নম্বর (১০০-এর মধ্যে) বেশি পেয়েছে। তার গড় নম্বর কত?","ডেভিড ইংরেজি, গণিত, পদার্থবিদ্যা, রসায়ন এবং জীববিদ্যায় ৩৬, ৩৫, ৪২, ৫৭ এবং ৫৫ নম্বর (১০০-এর মধ্যে) পেয়েছে। তার গড় নম্বর কত?",neutral
340,একটি ট্রেন দিল্লি ছাড়ে ৬টারও বেশি সময়ে,একটি ট্রেন দিল্লি ছাড়ে ৯টায়,neutral
341,"৮% স্টকে ৪৬২০ এর কম, মাইকেল রুপি আয় করেন","৮% স্টকে ১৬২০, মাইকেল রুপি আয় করেন",neutral
342,৬ জন ছেলে ও ৪ জন মেয়ের একটি দলে ৪ জনের একটি কমিটি গঠন করতে হবে,৬ জনের কম ছেলে এবং ৪ জন মেয়ের একটি গ্রুপে ৪ জনের একটি কমিটি গঠন করতে হবে,contradiction
343,"রেনু একটি কাজ ৭ দিনের বেশি করতে পারে, কিন্তু তার বন্ধু সুমার সাহায্যে সে কাজটি করতে পারে ৩ দিনে।","রেনু একটি কাজ ৮ দিনে করতে পারে, কিন্তু তার বন্ধু সুমার সাহায্যে, সে ৩ দিনে করতে পারে",neutral
344,"মাইকেল যদি গত সপ্তাহে ৩৫৮ ডলার আয় করেন, তাহলে তিনি কত ঘণ্টা কাজ করেছেন?","মাইকেল যদি গত সপ্তাহে $ ৫৫৮ উপার্জন করেন, তাহলে তিনি কত ঘন্টা কাজ করেছেন?",contradiction
345,সিরিজের সমস্যা যেমন ২ ১২ x ৪৪ ৪৬ ১৩২ ১৩৪ স্কাইপের শুরু ৪৪ ৪৬ ১৩২ ১৩৪ স্কাইপ হাইলাইট করার শেষ,সিরিজের সমস্যা যেমন ৪ ১২ x ৪৪ ৪৬ ১৩২ ১৩৪ স্কাইপ হাইলাইটিং এর শুরু ৪৪ ৪৬ ১৩২ ১৩৪ স্কাইপ হাইলাইটিং এর শেষ,neutral
346,দান্তে অ্যারনকে কয়টি জেলি বিন দিতে হবে তা নিশ্চিত করতে যে কোনো শিশুর অন্য কোনো শিশুর চেয়ে ১ টির বেশি জেলি বিন নেই?,দান্তে অ্যারনকে কয়টি জেলি বিন দিতে হবে তা নিশ্চিত করার জন্য যে কোনো শিশুর অন্য কোনো শিশুর চেয়ে ১-এর বেশি কম জেলি বিন নেই?,contradiction
347,"জেরি যদি তার গড় ২ পয়েন্ট বাড়াতে চায়, তাহলে চতুর্থ টেস্টে তাকে কী স্কোর অর্জন করতে হবে?","জেরি যদি তার গড় ৮ পয়েন্টের কম বাড়াতে চায়, তাহলে চতুর্থ টেস্টে তাকে কী স্কোর অর্জন করতে হবে?",Entailment
348,রিতা ৬ দিনেরও কম সময়ে একজোড়া মোজা বুনতে পারে,রিতা ৩ দিনে এক জোড়া মোজা বুনতে পারে,neutral
349,"ম্যাথিউ'র হাঁটার হার ছিল ঘন্টায় ৩ কিমি এবং জনির প্রতি ঘন্টায় ৪ কিমি, তাদের দেখা হওয়ার সময় জনি কত কিমি হেঁটেছিল?","ম্যাথিউ এর হাঁটার হার ছিল ঘন্টায় ৪ কিমি এবং জনির প্রতি ঘন্টায় ৪ কিমি, তাদের দেখা হওয়ার সময় জনি কত কিমি হেঁটেছিল?",Entailment
350,ফ্র্যাঙ্ক জন থেকে ১৫ বছরের ছোট,ফ্র্যাঙ্ক জন থেকে ২৫ বছরেরও কম ছোট,Entailment
351,"জিলের কোয়ার্ট, হাফ-গ্যালন এবং এক গ্যালন জারে ২১ গ্যালন জল সঞ্চিত রয়েছে","জিলের কোয়ার্ট, হাফ-গ্যালন এবং এক গ্যালন জারে ৩১ গ্যালন জল সঞ্চিত রয়েছে",contradiction
352,"মারফা, আলপাইন এবং ম্যারাথন ইউএস ৯০ বরাবর বসে আছে হিচিং পোস্টের মতো।","মারফা, আলপাইন এবং ম্যারাথন শহরগুলি ইউএস ৯০ এর সাথে হিচিং পোস্টের মতো বসে আছে",Entailment
353,৫৩ জন পুলিশ বাহিনীতে মাত্র তিনজন আফ্রিকান-আমেরিকান রয়েছেন।,ফার্গুসনের ৫৩ জন পুলিশ অফিসারের মধ্যে তিনজনই আফ্রিকান-আমেরিকান,Entailment
354,"দোকানে প্রতি শার্টের জন্য ২০% অফার দেওয়া হয়েছে, স্মিথ টাকায় একটি শার্ট কিনেছেন","দোকান প্রতিটি শার্টের জন্য ৫০% এর কম অফার, স্মিথ রুপিতে একটি শার্ট কিনেছিলেন",Entailment
355,"সালমান, আম্বানি এবং ডালমিয়ার সাথে শার্টের গড় সংখ্যা ৬০, যদি তারা সবাই দিল্লির একটি শপিং মলে পৌঁছে এবং তাদের প্রত্যেকে ৬ টি শার্ট কিনে তবে তাদের প্রত্যেকের শার্টের গড় সংখ্যা এখন","সালমান, আম্বানি এবং ডালমিয়ার সাথে শার্টের গড় সংখ্যা ৭০, যদি তারা সবাই দিল্লির একটি শপিং মলে পৌঁছে এবং তাদের প্রত্যেকে ৬টি শার্ট কিনে তবে তাদের প্রত্যেকের শার্টের গড় সংখ্যা এখন",contradiction
356,জুলির ৫ টিরও বেশি বন্ধু রয়েছে,জুলির ৭ জন বন্ধু আছে,neutral
357,মার্টিন ২০ ¢ এর গড় মূল্যে (পাটিগণিত গড়) ২ প্যাকেটের বেশি দুধ কিনেছেন,মার্টিন ২০ ¢ গড় মূল্যে (পাটিগণিত গড়) ৫ প্যাকেট দুধ কিনেছে,neutral
358,"জেক, পল এবং হরি একসাথে ৮ দিনে কূপ খনন করে","জেক, পল এবং হরি একসাথে ৭ দিনেরও বেশি সময় ধরে কূপটি খনন করে",Entailment
359,কলকাতা এবং চেন্নাইয়ের মধ্যে ৭৮টিরও কম স্টেশন রয়েছে,কলকাতা এবং চেন্নাইয়ের মধ্যে ২৮টি স্টেশন রয়েছে,neutral
360,"নতুন ভোটারদের রিপাবলিকান হওয়ার সম্ভাবনাও কম (২৭ শতাংশ, পুনরাবৃত্তি ভোটারদের ৩৬ শতাংশের তুলনায়) এবং উদারপন্থী হওয়ার সম্ভাবনা বেশি (২৮ শতাংশ বনাম ১৭ শতাংশ)।",এই জরিপে সম্ভাব্য ভোটারদের মধ্যে ৩৬ শতাংশ ডেমোক্র্যাট।,neutral
361,গত সপ্তাহে জেমস মোট ৪২ ঘন্টা কাজ করেছে যদি হ্যারি এবং জেমসকে গত সপ্তাহে একই পরিমাণ অর্থ প্রদান করা হয় তবে হ্যারি গত সপ্তাহে কত ঘন্টা কাজ করেছিল?,"গত সপ্তাহে জেমস মোট ৬২ ঘন্টার কম কাজ করেছে যদি হ্যারি এবং জেমসকে গত সপ্তাহে একই পরিমাণ অর্থ প্রদান করা হয়, তবে হ্যারি গত সপ্তাহে কত ঘন্টা কাজ করেছিল?",Entailment
362,"যদি ফ্রেড ঘণ্টায় ৫ মাইল বেগে হাঁটেন এবং স্যাম ঘণ্টায় ৫ মাইল বেগে হাঁটেন, তাহলে স্যাম কত মাইল হেঁটেছে যখন তারা মিলিত হয়েছে?","যদি ফ্রেড ঘণ্টায় ১ মাইলের বেশি গতিতে হাঁটেন এবং স্যাম ঘণ্টায় ৫ মাইল গতিতে হাঁটেন, তাহলে স্যাম কত মাইল হেঁটেছে যখন তারা মিলিত হয়েছে?",Entailment
363,অ্যালবার্ট ব্রায়ান এবং চার্লির কাছ থেকে মোট ১০০০ ডলারের বেশি ধার নিয়েছিলেন,অ্যালবার্ট ব্রায়ান এবং চার্লির কাছ থেকে মোট $৬০০০ ধার করেছিলেন,neutral
364,লুসি একটি বিনিয়োগ তহবিলে $ ৬৭৬০০ জমা করেছেন যা ত্রৈমাসিকে ১৬ শতাংশ বার্ষিক রিটার্ন প্রদান করে,লুসি একটি বিনিয়োগ তহবিলে $ ৪৭৬০০ জমা করেছেন যা ত্রৈমাসিকে ১৬ শতাংশ বার্ষিক রিটার্ন প্রদান করে,contradiction
365,"সাম্রাজ্য হলে উভয়ের মধ্যে উচ্চতার পার্থক্য কত?
স্টেট বিল্ডিং ৪৪৩ মিটার লম্বা এবং পেট্রোনাস টাওয়ার ৪৫২ মিটার লম্বা?",এম্পায়ার স্টেট বিল্ডিং ৪৪৩ মিটারের কম এবং পেট্রোনাস টাওয়ার ৪৫২ মিটার লম্বা হলে উভয়ের মধ্যে উচ্চতার পার্থক্য কত?,contradiction
366,"স্যালির ৩৯.০ বেসবল কার্ড ছিল, এবং ৯.০ ছিঁড়ে গিয়েছিল এবং সারা স্যালির ২৪.০ বেসবল কার্ড কিনেছিল",স্যালি এখন ১৪.০ বেসবল কার্ড আছে,contradiction
367,"বিভাগটি শহরের কেন্দ্রস্থলের কাছে প্লাবিত খাঁড়ির পাশের দুটি এলাকা খালি করছে, তিনি বলেছিলেন।",ব্যাপক বন্যা শহরের কাছাকাছি দুটি আশেপাশের এলাকাগুলিকে সরিয়ে নেওয়ার জন্য অনুরোধ করে৷,neutral
368,"৮ মাস পরে অ্যালেক্স তার সাথে যোগ দেন, রুপি বিনিয়োগ করে","অ্যালেক্স ৭ মাসেরও বেশি সময় পরে তার সাথে যোগ দেন, রুপি বিনিয়োগ করে",Entailment
369,"ডেভিড ইংরেজি, গণিত, পদার্থবিদ্যা, রসায়ন এবং জীববিদ্যায় ৭৬, ৬৫, ৮২, ৬৭ এবং ৮৫ নম্বর (১০০-এর মধ্যে) পেয়েছে। তার গড় নম্বর কত?","ডেভিড ইংরেজি, গণিত, পদার্থবিদ্যা, রসায়ন এবং জীববিদ্যায় ৮৬, ৬৫, ৮২, ৬৭ এবং ৮৫ নম্বর (১০০-এর মধ্যে) পেয়েছে। তার গড় নম্বর কত?",contradiction
370,জনের ৬ জন বন্ধু আছে যারা তার নতুন গাড়িতে চড়তে চায় যেটিতে একবারে মাত্র ৩ জন লোক থাকতে পারে (জন প্লাস ২ যাত্রী),জন এর ৫ টিরও বেশি বন্ধু রয়েছে যারা তার নতুন গাড়িতে চড়তে চায় যেটিতে একবারে মাত্র ৩ জন লোক থাকতে পারে (জন প্লাস ২ যাত্রী),Entailment
371,জনের ৬ জন বন্ধু থেকে ১ জনের বেশি যাত্রীর কয়টি ভিন্ন সংমিশ্রণ গঠিত হতে পারে?,জন এর ৬ জন বন্ধু থেকে ২ জন যাত্রীর কয়টি ভিন্ন সমন্বয় গঠিত হতে পারে?,neutral
372,"মার্টিনকে তার ৯ম শ্রেণীর পরীক্ষায় উত্তীর্ণ হতে ৮০% নম্বর পেতে হবে।
তিনি ২০০ নম্বর পেয়েছিলেন এবং ২০০ নম্বরে ফেল করেছিলেন।
সর্বোচ্চ নম্বর কত?",মার্টিনকে তার ৯ম শ্রেণীর পরীক্ষায় উত্তীর্ণ হতে ১০% এর বেশি নম্বর পেতে হবে। তিনি ২০০ নম্বর পেয়েছিলেন এবং ২০০ নম্বরে ফেল করেছিলেন। সর্বোচ্চ নম্বর কত?,Entailment
373,"আজ ক্যাথরিন, যার বয়স ৪০ বছর, এবং তার মেয়ে, যার বয়স ১০ বছর, তাদের জন্মদিন উদযাপন করছে","আজ ক্যাথরিন, যার বয়স ৭০ বছরের কম, এবং তার মেয়ে, যার বয়স ১০ বছর, তাদের জন্মদিন উদযাপন করছে",Entailment
374,"মিসি যদি লরেন্সের কাছ থেকে ১৮টি বার্তা পেয়ে থাকে, তাহলে কিথ জুয়ানের কাছ থেকে কতটি বার্তা পায়?",মিসি যদি লরেন্সের কাছ থেকে ৩৮ টিরও কম বার্তা পায় তবে কিথ জুয়ানের কাছ থেকে কতটি বার্তা পায়?,Entailment
375,"যদি ইয়োলান্ডার হাঁটার হার ঘণ্টায় ৩ মাইল এবং ববের প্রতি ঘণ্টায় ৪ মাইল হয়, তাহলে বব কত মাইল হেঁটেছিল যখন তারা দেখা করেছিল?","যদি ইয়োলান্ডার হাঁটার হার ঘণ্টায় ২ মাইলের বেশি হয় এবং বব-এর ঘণ্টায় ৪ মাইল হয়, তাহলে বব কত মাইল হেঁটেছিল যখন তারা দেখা করেছিল?",Entailment
376,"যাইহোক, বেশিরভাগ বিলাসবহুল অন্তর্বাস ৪% এর কম তুলা দিয়ে তৈরি করা হয় -- এবং অনুমতি দেওয়া হবে না।",এর মধ্যে রয়েছে সূক্ষ্ম অন্তর্বাস -- বেশির ভাগই ৪% তুলা এবং তার চেয়ে কম সামগ্রী দিয়ে তৈরি,Entailment
377,"পুলিশ জানিয়েছে, সীমান্ত রক্ষী এবং ফরাসি পুলিশও এই চারজনকে খুঁজতে জড়িত।","পুলিশ জানিয়েছে, ধূসর রঙের একটি গাড়িতে করে ওই চারজন পালিয়ে গেছে",neutral
378,প্যাট্রিক ৯০টি পেন্সিল কিনেছিলেন এবং ৪০টি পেন্সিলের বিক্রয় মূল্যের সমান লোকসানে বিক্রি করেছিলেন,প্যাট্রিক ৫০টিরও বেশি পেন্সিল কিনেছিলেন এবং ৪০টি পেন্সিলের বিক্রয় মূল্যের সমান লোকসানে বিক্রি করেছিলেন,Entailment
379,জেইম প্রতিটি ২২ সেন্টে সীশেল বিক্রি করে ৫৫ সেন্টে বেশ কয়েকটি ব্যবহৃত পেপারব্যাক বই কেনার জন্য যথেষ্ট অর্থ উপার্জন করেছে,জেইম ২২ সেন্টের কম দামে সীশেল বিক্রি করে যথেষ্ট অর্থ উপার্জন করেছে প্রতিটি ৫৫ সেন্টে বেশ কয়েকটি ব্যবহৃত পেপারব্যাক বই কেনার জন্য,contradiction
380,"রোগীদের মধ্যে তিনজনের অবস্থা আশঙ্কাজনক, দুজনের অবস্থা গুরুতর, বিভাগ জানিয়েছে।",তিনজনের অবস্থা আশঙ্কাজনক,neutral
381,সুরেশ ৯ ঘন্টা কাজ করে এবং তারপর আশুতোষ বাকি কাজটি সম্পন্ন করে,সুরেশ ৩ ঘন্টারও বেশি সময় ধরে কাজ করে এবং তারপরে আশুতোষ বাকি কাজটি সম্পন্ন করে,Entailment
382,"জো ঘন্টায় ৬০ মাইল বেগে ৪৬০ মাইলের কম ড্রাইভ করে, এবং তারপর সে পরবর্তী ১২০ মাইল প্রতি ঘন্টা ৪০ মাইল বেগে চালায়","জো ঘন্টায় ৬০ মাইল বেগে ৩৬০ মাইল চালায়, এবং তারপর সে পরবর্তী ১২০ মাইল প্রতি ঘন্টা ৪০ মাইল বেগে চালায়",neutral
383,প্রভু প্রতি কেজি ১৭.৫০ দরে ৩০ কেজি চাল এবং একটি নির্দিষ্ট হারে আরও ৩০ কেজি চাল কিনেছিলেন।,প্রভু প্রতি কেজি ১৭.৫০ হারে ৩০ কেজির বেশি চাল এবং একটি নির্দিষ্ট হারে আরও ৩০ কেজি চাল কিনেছিলেন।,contradiction
384,মার্থার ৫টিরও কম কুকুর এবং ৪টি বিড়াল রয়েছে,মার্থার ৪টি কুকুর এবং ৪টি বিড়াল রয়েছে,neutral
385,"জিল, যিনি সিটি সি-তে থাকেন, ৫টি ভিন্ন শহর, এম, এল, এস, এন এবং ও দেখার পরিকল্পনা করেছেন","সিটি সি-তে বসবাসকারী জিল, এম, এল, এস, এন, ও ও ৬টিরও কম ভিন্ন শহর দেখার পরিকল্পনা করেছেন",Entailment
386,"যখন x ২৮৮ দ্বারা ভাগ করা হয়, তখন অবশিষ্ট থাকে ৪৭","যখন x ৫৮৮ দ্বারা ভাগ করা হয়, তখন অবশিষ্ট থাকে ৪৭",contradiction
387,"কালেব ২১ ডলার সঞ্চয় করেছেন, এবং তার ভাতার জন্য ১৫ ডলার পেয়েছেন এবং তিনি এটি জুয়া খেলেন এবং ৬ গুণ পরিমাণে জিতেছেন",তার কাছে এখন ২১৬.০ ডলার আছে,Entailment
388,উডস সাতবার রাইডার কাপ দলে ছিলেন এবং ১৩-১৭-২ এর রেকর্ড রয়েছে।,টাইগার উডস সাতটি রাইডার কাপ খেলেছেন,Entailment
389,রমন ৫৪ কেজি মাখন মেশালেন রুপিতে,রমন ৫৪ কেজির কম মাখন মেশালেন রুপিতে,contradiction
390,"স্টিভের কেনা প্যাকেজের মধ্যে যদি ঠিক ৪টি প্যাকেজ ৭টি কলম থাকে, তাহলে স্টিভ কয়টি কলম কিনেছিলেন?","যদি স্টিভ কেনা প্যাকেজের মধ্যে ৪টির বেশি প্যাকেজ ৭টি কলম থাকে, তাহলে স্টিভ কয়টি কলম কিনেছিলেন?",contradiction
391,অরুণ ৩০ কেজি গম ১০০ টাকা দরে ​​ক্রয় করেছে,অরুণ ৭০ কেজি গম কিনেছিলেন রুপিতে,contradiction
392,জেন এবং থমাস ৭ জনের মধ্যে রয়েছেন যাদের থেকে ৩ জনের একটি কমিটি নির্বাচন করা হবে,জেন এবং থমাস ৫ জনের মধ্যে রয়েছেন যেগুলির মধ্যে থেকে ৩ জনের একটি কমিটি নির্বাচন করা হবে,contradiction
393,"স্যান্ডির পোষা প্রাণীর দোকানে, ১৫টি প্যারাকিটকে খাওয়ানোর জন্য প্রতি ৫ দিনে ২৫ কাপ পাখির বীজ ব্যবহার করা হয়","স্যান্ডির পোষা প্রাণীর দোকানে, প্রতি ৫ দিনে ২৫ কাপের কম পাখির বীজ ১৫টি প্যারাকিটকে খাওয়ানোর জন্য ব্যবহার করা হয়",contradiction
394,লয়েড তার স্কোয়ার আকৃতির ১২০ বর্গফুট জমির প্রতিটি পাশে বেড়া দিতে চায়,লয়েড তার স্কোয়ার আকৃতির ভূমির প্রতি পাশে ৮২০ বর্গফুট বেড়া দিতে চায়,contradiction
395,"সান ডুরাঙ্গো শহরে, ৮০ জন মানুষ বিড়াল, কুকুর বা খরগোশের মালিক","সান দুরাঙ্গো শহরে, ৮০ জনেরও কম লোক বিড়াল, কুকুর বা খরগোশের মালিক",contradiction
396,একজন রানার ম্যারাথন থেকে এথেন্স পর্যন্ত ৫০ মাইলেরও কম দূরত্ব স্থির গতিতে চালায়,একজন রানার স্থির গতিতে ম্যারাথন থেকে এথেন্স পর্যন্ত ৪০ মাইল দৌড়ে,neutral
397,"পাঁচজন দোষী সাব্যস্ত কিউবার গোয়েন্দা এজেন্টদের গ্রোস কারাদণ্ড, যাদের মধ্যে তিনজন মার্কিন যুক্তরাষ্ট্রে সাজা ভোগ করছেন। '",কিউবান কর্তৃপক্ষ চায় মার্কিন যুক্তরাষ্ট্র গ্রসকে বন্দী তিন কিউবান গুপ্তচরের জন্য অদলবদল করুক,neutral
398,"এবং ইউরোপীয় ইউনিয়ন থেকে পণ্য সমস্ত রাশিয়ান আমদানির ১৬% প্রতিনিধিত্ব করে, ইইউ সংখ্যা দেখায়।",রাশিয়া ইউরোপীয় ইউনিয়ন থেকে তার সমস্ত আমদানির ১৬% পায়,Entailment
399,৮ জনের কম ছেলে ও ৪ জন মেয়ের একটি দলে ৪ জনের একটি কমিটি গঠন করতে হবে,৬ জন ছেলে ও ৪ জন মেয়ের একটি দলে ৪ জনের একটি কমিটি গঠন করতে হবে,neutral
400,"৫০ মিনিটেরও কম পরে, প্যাট প্রসারিত হতে থামে","৩০ মিনিটের পরে, প্যাট প্রসারিত করা বন্ধ করে দেয়",neutral
401,রবিরাজ তিন বছরের জন্য ১০ পিসিপিএ চক্রবৃদ্ধি সুদের হারে ১০০০০০০০০ পরিমাণ বিনিয়োগ করেছেন,রবিরাজ তিন বছরের জন্য ১০ পিসিপিএ চক্রবৃদ্ধি হারে ১০০০০০০০০ এর কম পরিমাণ বিনিয়োগ করেছেন,contradiction
402,"-- স্যান্ডি রাজ্যে কমপক্ষে ছয়জনকে হত্যা করেছে, গভর্নর বলেছেন।",স্যান্ডি মার্কিন যুক্তরাষ্ট্রে কমপক্ষে ৫৬ জনকে হত্যা করেছে,neutral
403,মোট রায় ছিল ৮৫ মিলিয়ন ডলারের বেশি।,প্রত্যেককে ৭ মিলিয়ন ডলারের বেশি পুরস্কার দেওয়া হয়েছিল,neutral
404,"যদি ডেভের তালিকাভুক্ত প্রতিটি পোশাকের একটির বেশি থাকে এবং ২৪০০টি ভিন্ন পোশাক তৈরি করতে পারে, তাহলে ডেভের ঠিক কতটি পোশাকের জন্য পাঁচটি পছন্দ আছে?","যদি ডেভের তালিকাভুক্ত প্রতিটি পোশাকের একটির বেশি থাকে এবং ২৪০০টিরও বেশি বিভিন্ন পোশাক তৈরি করতে পারে, তাহলে ডেভের ঠিক কতটি পোশাকের জন্য পাঁচটি পছন্দ আছে?",contradiction
405,ভূমিকম্পের কেন্দ্রস্থল ম্যানিলার প্রায় ৩৬০ মাইল দক্ষিণ-দক্ষিণ-পূর্বে নেগ্রোসে ছিল বলে জানা গেছে।,এটি ম্যানিলার দক্ষিণ-দক্ষিণ-পূর্বে প্রায় ৩৬০ মাইল দূরে নেগ্রোসে আঘাত হানে,Entailment
406,"যদি ডেভের তালিকাভুক্ত প্রতিটি পোশাকের একটির বেশি থাকে এবং ৭২০০টি ভিন্ন পোশাক তৈরি করতে পারে, তাহলে ডেভের ঠিক কতটি পোশাকের জন্য পাঁচটি পছন্দ আছে?","যদি ডেভের তালিকাভুক্ত প্রতিটি পোশাকের একটির বেশি থাকে এবং ৩২০০টিরও বেশি বিভিন্ন পোশাক তৈরি করতে পারে, তাহলে ডেভের ঠিক কতটি পোশাকের জন্য পাঁচটি পছন্দ আছে?",Entailment
407,"যদি তাদের বাড়ির মধ্যে দূরত্ব ৩০ কিলোমিটার হয়, ম্যাক্সওয়েলের হাঁটার গতি হয় ৪ কিমি/ঘন্টা, এবং ব্র্যাডের দৌড়ের গতি ৬ কিমি/ঘন্টা হয়, তাহলে ব্র্যাডের ভ্রমণের দূরত্ব কত?","যদি তাদের বাড়ির মধ্যে দূরত্ব ২০ কিলোমিটারের বেশি হয়, ম্যাক্সওয়েলের হাঁটার গতি হয় ৪ কিমি/ঘন্টা, এবং ব্র্যাডের দৌড়ের গতি ৬ কিমি/ঘন্টা হয়, তাহলে ব্র্যাডের ভ্রমণের দূরত্ব কত?",Entailment
